,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0
0,0,-0.031092434332440133,-0.0,1,445.0,666.0,1.0,1969.0,1,0.46010246353705087
1,1,0.2208847383751722,0.2,0,310.0,671.0,0.0,629.0,1,0.30837529966337685
2,2,0.841606029237197,0.8,0,384.0,767.0,0.0,799.0,1,0.44317513993690016
3,3,-0.25245698445308284,-0.3,1,430.0,615.0,1.0,3955.0,1,0.4090910710811476
4,4,-0.5236026073482587,-0.5,1,308.0,945.0,1.0,807.0,1,0.10369180631883151
5,5,-0.46158826289795085,-0.5,1,334.0,946.0,1.0,1970.0,1,0.5026704202095311
6,6,-0.5410471873672775,-0.5,1,343.0,936.0,1.0,1541.0,1,0.25718752178322324
7,7,-0.7542827772868421,-0.8,1,379.0,826.0,1.0,415.0,1,0.9171022387351825
8,8,-0.6556788514077156,-0.7,1,473.0,976.0,1.0,391.0,1,0.41902927967777814
9,9,0.6376991393663991,0.6,0,252.0,954.0,0.0,1024.0,1,0.4163203983795678
10,10,-0.9693028517713014,-1.0,1,362.0,572.0,1.0,386.0,1,0.4260880241907493
11,11,0.9795547406631622,1.0,0,473.0,524.0,0.0,373.0,1,0.5256625036154813
12,12,0.02140637733026618,0.0,0,473.0,813.0,0.0,3714.0,1,0.18894029601462986
13,13,0.5028908809765293,0.5,0,474.0,677.0,0.0,2619.0,1,0.26003113462796723
14,14,-0.6042189660036188,-0.6,1,410.0,618.0,1.0,672.0,1,0.1865243793231598
15,15,-0.3688725471096188,-0.4,1,385.0,519.0,1.0,1476.0,1,0.22243989108093193
16,16,0.026465122748692727,0.0,0,298.0,993.0,0.0,3709.0,1,0.7565849285133913
17,17,0.9014154985037208,0.9,0,401.0,931.0,0.0,498.0,1,0.8687747852859704
18,18,-0.6832705475764462,-0.7,1,288.0,812.0,1.0,1510.0,1,0.4046277079893239
19,19,-0.7067111901880248,-0.7,1,379.0,663.0,1.0,638.0,1,0.6279031427874032
20,20,0.7425504429923673,0.7,0,298.0,530.0,0.0,882.0,1,0.19529372514882526
21,21,-0.217661791957648,-0.2,1,413.0,724.0,1.0,1173.0,1,0.8594713278944618
22,22,0.7776705548393565,0.8,0,482.0,517.0,0.0,931.0,1,0.30370240054460385
23,23,0.7431932357342492,0.7,0,339.0,888.0,0.0,483.0,1,0.8478356457130537
24,24,0.5835352914523579,0.6,0,304.0,970.0,0.0,1606.0,1,0.4679300234694991
25,25,0.06838231024760466,0.1,0,284.0,654.0,1.0,4062.0,0,0.7051523762442472
26,26,0.943832022649921,0.9,0,342.0,607.0,0.0,601.0,1,0.5296172886618453
27,27,-0.4490277907173328,-0.4,1,370.0,936.0,1.0,664.0,1,0.4059439219010642
28,28,0.29645799457392075,0.3,0,286.0,599.0,0.0,3785.0,1,0.6464057170850831
29,29,-0.06799171356191125,-0.1,1,300.0,886.0,1.0,3344.0,1,0.5268822749891418
30,30,-0.5361078860021202,-0.5,1,344.0,678.0,1.0,538.0,1,0.3531040097751964
31,31,0.14861256713937165,0.1,0,403.0,985.0,1.0,3612.0,0,0.23086248496315404
32,32,0.19940472079154747,0.2,0,487.0,856.0,0.0,2687.0,1,0.5704708557037194
33,33,-0.18647012477244074,-0.2,1,326.0,790.0,1.0,3204.0,1,0.38342021790602154
34,34,-0.354922858081939,-0.4,1,305.0,854.0,1.0,631.0,1,0.4173768699125421
35,35,-0.07765521653447971,-0.1,1,424.0,703.0,1.0,1633.0,1,0.39796547412357275
36,36,0.3780112551870789,0.4,0,369.0,836.0,0.0,2125.0,1,0.15550351123771547
37,37,-0.834793364615892,-0.8,1,342.0,686.0,1.0,392.0,1,0.7635951845286254
38,38,-0.8991319939600528,-0.9,1,377.0,771.0,1.0,732.0,1,0.6944250830195969
39,39,-0.11933502710904853,-0.1,1,455.0,843.0,1.0,1922.0,1,0.5444035404811389
40,40,0.6199801300504508,0.6,0,389.0,620.0,0.0,1311.0,1,0.11097274909335508
41,41,0.553549639365984,0.6,0,380.0,518.0,0.0,942.0,1,0.5556513635788333
42,42,0.9012044978431775,0.9,0,351.0,564.0,0.0,355.0,1,0.5524120642897947
43,43,-0.6647188156184529,-0.7,1,429.0,523.0,1.0,868.0,1,0.412566838307982
44,44,0.5472042701761364,0.5,0,432.0,522.0,0.0,1166.0,1,0.5949727283514686
45,45,-0.5347269062825559,-0.5,1,360.0,692.0,1.0,508.0,1,0.9939185469011986
46,46,0.07769639620226187,0.1,0,370.0,947.0,0.0,373.0,1,0.8393918240271164
47,47,-0.6025205850209989,-0.6,1,475.0,995.0,1.0,530.0,1,0.12648068428402226
48,48,-0.7225606046467976,-0.7,1,277.0,548.0,1.0,405.0,1,0.6759226940505247
49,49,-0.40277129442343007,-0.4,1,266.0,654.0,1.0,1600.0,1,0.6123528582534755
50,50,-0.16801140923139912,-0.2,1,328.0,943.0,1.0,1289.0,1,0.8222188216700596
51,51,-0.9100498885885471,-0.9,1,276.0,831.0,1.0,713.0,1,0.27504330356323825
52,52,0.09496003639726691,0.1,0,449.0,899.0,0.0,2032.0,1,0.7956542060277807
53,53,-0.804124618080341,-0.8,1,279.0,855.0,1.0,736.0,1,0.13293952270898476
54,54,0.09019206668916069,0.1,0,411.0,910.0,0.0,1279.0,1,0.38315414452884244
55,55,0.9874779499271504,1.0,0,456.0,814.0,0.0,320.0,1,0.5546429741288799
56,56,-0.03961602937389985,-0.0,1,427.0,760.0,0.0,923.0,0,0.31113457113244375
57,57,-0.2724311869927192,-0.3,1,307.0,831.0,1.0,2852.0,1,0.10480610276098244
58,58,-0.5413265506378162,-0.5,1,470.0,786.0,1.0,1984.0,1,0.3006028322550494
59,59,0.13419788429620438,0.1,0,410.0,756.0,0.0,3504.0,1,0.7663040244367547
60,60,0.5448843341092762,0.5,0,368.0,593.0,0.0,559.0,1,0.20281829267166235
61,61,-0.05364559278557168,-0.1,1,415.0,552.0,0.0,4033.0,0,0.2626026730596645
62,62,0.33007981020535726,0.3,0,362.0,567.0,0.0,721.0,1,0.3411663520377759
63,63,0.8195880341963413,0.8,0,428.0,712.0,0.0,1020.0,1,0.7622309613002279
64,64,0.12277436270187003,0.1,0,342.0,559.0,1.0,1769.0,0,0.6941151195558839
65,65,0.8578875489841757,0.9,0,459.0,981.0,0.0,160.0,1,0.8820935023255683
66,66,-0.8828602656286253,-0.9,1,351.0,920.0,1.0,569.0,1,0.1385194325053647
67,67,0.763357090303294,0.8,0,431.0,561.0,0.0,458.0,1,0.9983766651561334
68,68,-0.1316948793638395,-0.1,1,360.0,558.0,1.0,3622.0,1,0.2790040224789742
69,69,0.8650452520880103,0.9,0,494.0,911.0,0.0,705.0,1,0.2127311234956758
70,70,-0.030620867056269097,-0.0,1,471.0,857.0,1.0,1712.0,1,0.8457538648593191
71,71,-0.7233212013920591,-0.7,1,390.0,523.0,1.0,317.0,1,0.8043978240320436
72,72,0.6014827523663595,0.6,0,477.0,508.0,0.0,1105.0,1,0.7314415628957152
73,73,-0.24550282367359788,-0.2,1,465.0,846.0,1.0,1059.0,1,0.8571571949088105
74,74,0.11133803273918463,0.1,0,276.0,541.0,0.0,1003.0,1,0.1384146399778552
75,75,-0.45071747504550785,-0.5,1,449.0,952.0,1.0,1079.0,1,0.3524507563932495
76,76,-0.24051666103991964,-0.2,1,257.0,888.0,1.0,2435.0,1,0.5444425195789551
77,77,-0.576722194453448,-0.6,1,416.0,957.0,1.0,697.0,1,0.612538410925399
78,78,-0.4151620699160612,-0.4,1,327.0,764.0,1.0,369.0,1,0.6433033351069493
79,79,-0.5457063459371441,-0.5,1,262.0,769.0,1.0,399.0,1,0.9773716484990922
80,80,0.1094907210158318,0.1,0,459.0,703.0,1.0,868.0,0,0.38128796672461374
81,81,0.6302388414911426,0.6,0,254.0,856.0,0.0,940.0,1,0.9927229314495971
82,82,-0.8357218351705145,-0.8,1,479.0,856.0,1.0,875.0,1,0.28341974943951764
83,83,-0.6007416571435287,-0.6,1,310.0,890.0,1.0,690.0,1,0.3484248184310045
84,84,-0.9073422631643309,-0.9,1,468.0,876.0,1.0,376.0,1,0.9184689832003591
85,85,-0.5634801270577046,-0.6,1,474.0,749.0,1.0,797.0,1,0.21052410637805952
86,86,0.5953062571921892,0.6,0,328.0,622.0,0.0,230.0,1,0.8679738544084942
87,87,0.9688239436336796,1.0,0,437.0,511.0,0.0,1112.0,1,0.4093013060360071
88,88,0.1618614744905209,0.2,0,455.0,621.0,1.0,3924.0,0,0.5054849621872562
89,89,0.9472299536383249,0.9,0,383.0,588.0,0.0,619.0,1,0.7873117991758009
90,90,0.6831439968461552,0.7,0,451.0,944.0,0.0,685.0,1,0.5222788344292002
91,91,0.23679410973184956,0.2,0,360.0,536.0,0.0,2474.0,1,0.9255532851297495
92,92,0.27207394068699453,0.3,0,413.0,836.0,0.0,561.0,1,0.33058759042348695
93,93,0.3063249753964825,0.3,0,275.0,557.0,0.0,1468.0,1,0.5941310733147394
94,94,0.0641245757183404,0.1,0,307.0,646.0,0.0,3547.0,1,0.1553899252719813
95,95,0.3811946707156173,0.4,0,269.0,851.0,0.0,520.0,1,0.6342177712983865
96,96,0.40494339918717914,0.4,0,457.0,988.0,0.0,355.0,1,0.599868898967214
97,97,-0.5213345946895069,-0.5,1,408.0,932.0,1.0,490.0,1,0.7327488858254902
98,98,0.8919408201548122,0.9,0,328.0,609.0,0.0,383.0,1,0.33525512149575387
99,99,-0.8232766097319526,-0.8,1,323.0,638.0,1.0,529.0,1,0.9183661670364348
100,100,-0.07033871479356124,-0.1,1,290.0,742.0,1.0,2048.0,1,0.7875140009752912
101,101,0.2547716531015276,0.3,0,255.0,847.0,0.0,988.0,1,0.8323159931455747
102,102,0.8758422483695849,0.9,0,415.0,865.0,0.0,440.0,1,0.3964480232803582
103,103,-0.839892677502726,-0.8,1,346.0,622.0,1.0,312.0,1,0.4059241120831816
104,104,0.2743268434259132,0.3,0,305.0,916.0,0.0,929.0,1,0.8139573020698287
105,105,0.8482895382660758,0.8,0,440.0,670.0,0.0,370.0,1,0.7767397923073974
106,106,0.12877589894105546,0.1,0,290.0,876.0,1.0,3834.0,0,0.14580806801087337
107,107,0.4192184680017941,0.4,0,441.0,767.0,0.0,1312.0,1,0.21394140356856672
108,108,-0.219328812732551,-0.2,1,370.0,537.0,1.0,1513.0,1,0.3541150826195556
109,109,-0.49344534255087136,-0.5,1,409.0,952.0,1.0,729.0,1,0.5560695379308114
110,110,0.4704736246598986,0.5,0,283.0,723.0,0.0,254.0,1,0.38912164627007495
111,111,-0.2766379055805759,-0.3,1,425.0,788.0,1.0,867.0,1,0.8741787998090991
112,112,0.462613804375291,0.5,0,448.0,578.0,0.0,3794.0,1,0.4752078559850871
113,113,-0.6160154958154225,-0.6,1,440.0,617.0,1.0,553.0,1,0.7565043600938535
114,114,0.17100461060386318,0.2,0,337.0,832.0,0.0,1051.0,1,0.43195177686871156
115,115,-0.3627502320660303,-0.4,1,349.0,768.0,1.0,1303.0,1,0.1910910810386644
116,116,0.4910739900401979,0.5,0,339.0,819.0,0.0,592.0,1,0.6215707636647139
117,117,0.017765109310080573,0.0,0,422.0,870.0,1.0,3708.0,0,0.3803290785943354
118,118,-0.48027645942015207,-0.5,1,497.0,506.0,1.0,777.0,1,0.7796677173876707
119,119,-0.887056928276267,-0.9,1,402.0,714.0,1.0,394.0,1,0.45435447737074797
120,120,-0.9201936633204189,-0.9,1,409.0,867.0,1.0,564.0,1,0.8217833754125154
121,121,0.3301922160678876,0.3,0,325.0,622.0,0.0,2393.0,1,0.178641427637032
122,122,0.8480512758063834,0.8,0,380.0,805.0,0.0,275.0,1,0.6558915307259036
123,123,-0.3381868990203232,-0.3,1,494.0,698.0,1.0,2668.0,1,0.5835717273365156
124,124,0.05087251179649388,0.1,0,421.0,686.0,0.0,1093.0,1,0.9643731730995304
125,125,0.5843016943926587,0.6,0,455.0,790.0,0.0,1195.0,1,0.19036005275179946
126,126,0.795205043003298,0.8,0,447.0,581.0,0.0,942.0,1,0.3700369460384003
127,127,0.6576000809057474,0.7,0,354.0,711.0,0.0,535.0,1,0.1228798098467207
128,128,-0.16308494464610535,-0.2,1,332.0,588.0,1.0,2390.0,1,0.5612450591754032
129,129,0.4233129256005721,0.4,0,381.0,960.0,0.0,469.0,1,0.690930107826256
130,130,-0.2601067553296288,-0.3,1,373.0,968.0,1.0,2519.0,1,0.6783570120343846
131,131,0.9721122606072652,1.0,0,283.0,537.0,0.0,540.0,1,0.4988158138767671
132,132,-0.5913029965246102,-0.6,1,253.0,604.0,1.0,563.0,1,0.9235391855791598
133,133,0.11403449648327624,0.1,0,439.0,667.0,0.0,1084.0,1,0.407412513079505
134,134,-0.7723546280970337,-0.8,1,379.0,697.0,1.0,624.0,1,0.6303165322377514
135,135,0.24328011258653515,0.2,0,302.0,840.0,0.0,748.0,1,0.7358085667251527
136,136,0.07227709150177342,0.1,0,415.0,655.0,1.0,3440.0,0,0.28568761153342925
137,137,-0.5294865678222398,-0.5,1,338.0,854.0,1.0,3218.0,1,0.10739425624322822
138,138,0.5024293640382054,0.5,0,310.0,775.0,0.0,2015.0,1,0.1292056946057376
139,139,-0.8372857609035174,-0.8,1,358.0,935.0,1.0,557.0,1,0.7120536590666896
140,140,-0.7520598965530056,-0.8,1,314.0,870.0,1.0,896.0,1,0.5232981313143442
141,141,0.9433770176468996,0.9,0,288.0,695.0,0.0,877.0,1,0.8987885052286058
142,142,0.1944491179853467,0.2,0,383.0,694.0,0.0,1963.0,1,0.4765605917851953
143,143,0.24816134043136606,0.2,0,368.0,774.0,0.0,2158.0,1,0.14321618009678114
144,144,-0.9091978283839859,-0.9,1,347.0,823.0,1.0,300.0,1,0.6992880293850043
145,145,0.45632316683129903,0.5,0,285.0,821.0,0.0,744.0,1,0.408916398529769
146,146,0.310451650431685,0.3,0,361.0,725.0,0.0,854.0,1,0.25107278575592024
147,147,0.4871662798537775,0.5,0,350.0,636.0,0.0,884.0,1,0.5738588131489979
148,148,0.35529507320973863,0.4,0,420.0,932.0,0.0,1708.0,1,0.3508814277517759
149,149,-0.14078113627547695,-0.1,1,461.0,722.0,1.0,1187.0,1,0.8103054358511969
150,150,0.5783092016340177,0.6,0,339.0,737.0,0.0,934.0,1,0.3000362205639184
151,151,0.3370061455806961,0.3,0,253.0,770.0,0.0,1037.0,1,0.5804535729571135
152,152,0.18187427087237507,0.2,0,494.0,786.0,0.0,380.0,1,0.5355548134662272
153,153,0.13100267783682384,0.1,0,309.0,696.0,0.0,3995.0,1,0.39898050281018027
154,154,0.6040450108630202,0.6,0,409.0,879.0,0.0,942.0,1,0.7352879385492402
155,155,-0.6317852381716098,-0.6,1,407.0,584.0,1.0,529.0,1,0.9804962909618067
156,156,0.7310217409835831,0.7,0,452.0,797.0,0.0,211.0,1,0.9409235672063013
157,157,-0.4967935297442154,-0.5,1,269.0,609.0,1.0,822.0,1,0.27165721965700274
158,158,0.21004667861882975,0.2,0,498.0,725.0,0.0,887.0,1,0.9546961859260028
159,159,0.874733254728709,0.9,0,398.0,738.0,0.0,484.0,1,0.14054545076863376
160,160,-0.21364848713318696,-0.2,1,383.0,824.0,1.0,1223.0,1,0.48145842810946327
161,161,0.4346073091365832,0.4,0,496.0,937.0,0.0,857.0,1,0.1432316085420467
162,162,0.9581218619121112,1.0,0,388.0,675.0,0.0,527.0,1,0.42657631777404004
163,163,-0.1945666609082859,-0.2,1,456.0,792.0,1.0,1622.0,1,0.7192869566949525
164,164,0.8665838390114629,0.9,0,295.0,773.0,0.0,442.0,1,0.4071319431241217
165,165,-0.32186693986576875,-0.3,1,340.0,583.0,1.0,1147.0,1,0.8137896082806154
166,166,0.5252178476708447,0.5,0,356.0,931.0,0.0,773.0,1,0.5572466082071885
167,167,0.4971069385344684,0.5,0,293.0,516.0,0.0,1321.0,1,0.1474944860633063
168,168,-0.15700382932173418,-0.2,1,404.0,624.0,1.0,3972.0,1,0.19839062273215713
169,169,-0.7158409162649786,-0.7,1,250.0,950.0,1.0,840.0,1,0.13839706760398357
170,170,-0.5898190629018589,-0.6,1,357.0,848.0,1.0,1765.0,1,0.3442845360141596
171,171,-0.868176779063575,-0.9,1,430.0,806.0,1.0,444.0,1,0.11944910615966778
172,172,-0.4200036474953599,-0.4,1,410.0,802.0,1.0,618.0,1,0.777243107974611
173,173,-0.4662388436161271,-0.5,1,367.0,610.0,1.0,273.0,1,0.7680737564634741
174,174,-0.015504723310357349,-0.0,1,486.0,776.0,0.0,678.0,0,0.9820100958831092
175,175,-0.09881073924838213,-0.1,1,358.0,534.0,1.0,3828.0,1,0.6786917085471387
176,176,0.5218507522583478,0.5,0,411.0,600.0,0.0,539.0,1,0.6704097191469377
177,177,-0.5394432865415908,-0.5,1,447.0,571.0,1.0,992.0,1,0.8449169684673329
178,178,0.5037131311335623,0.5,0,419.0,974.0,0.0,1837.0,1,0.1952626280332122
179,179,-0.23604340041299277,-0.2,1,354.0,610.0,1.0,1166.0,1,0.12094303329465815
180,180,-0.6575784260191506,-0.7,1,368.0,635.0,1.0,1057.0,1,0.6117252577139292
181,181,-0.8931733903118924,-0.9,1,258.0,523.0,1.0,409.0,1,0.6796591979306832
182,182,0.8734597192040294,0.9,0,384.0,851.0,0.0,545.0,1,0.30856674282525454
183,183,-0.8147598840098422,-0.8,1,317.0,643.0,1.0,480.0,1,0.6301367799396883
184,184,0.09447002305301666,0.1,0,460.0,742.0,0.0,3798.0,1,0.1549370085345143
185,185,-0.6911901367431921,-0.7,1,427.0,910.0,1.0,393.0,1,0.2721088411584714
186,186,0.6127203906768743,0.6,0,310.0,631.0,0.0,1799.0,1,0.18481942681905422
187,187,-0.38597257202559,-0.4,1,350.0,830.0,1.0,730.0,1,0.47099076573702603
188,188,-0.3209799977519536,-0.3,1,488.0,928.0,1.0,1024.0,1,0.6493281781940139
189,189,0.04922613621902694,0.0,0,455.0,804.0,0.0,1741.0,1,0.895399042824118
190,190,-0.44478957632671934,-0.4,1,301.0,649.0,1.0,740.0,1,0.5321556705358371
191,191,0.3184926158717749,0.3,0,347.0,931.0,0.0,2362.0,1,0.9608035800719209
192,192,-0.41115495591004625,-0.4,1,326.0,750.0,1.0,224.0,1,0.6176081541759006
193,193,0.0340795268342986,0.0,0,363.0,967.0,1.0,3670.0,0,0.409939513543373
194,194,-0.08072112098544149,-0.1,1,372.0,629.0,1.0,429.0,1,0.4398051430789006
195,195,0.8435328047580102,0.8,0,367.0,614.0,0.0,739.0,1,0.4294361144876001
196,196,0.945373274962604,0.9,0,390.0,978.0,0.0,352.0,1,0.9636442798010676
197,197,0.43120635432135446,0.4,0,485.0,907.0,0.0,788.0,1,0.13444275078022871
198,198,0.9764370039708652,1.0,0,268.0,869.0,0.0,623.0,1,0.8790865128971356
199,199,-0.6721668761255915,-0.7,1,265.0,988.0,1.0,387.0,1,0.44934351623353064
200,200,-0.5804441332577823,-0.6,1,449.0,763.0,1.0,2138.0,1,0.29382243187813173
201,201,-0.026646266547279973,-0.0,1,449.0,770.0,0.0,3781.0,0,0.8061583216716581
202,202,-0.5355697872991481,-0.5,1,372.0,711.0,1.0,457.0,1,0.5973235896908541
203,203,0.4344880535679103,0.4,0,495.0,719.0,0.0,996.0,1,0.5703921432951109
204,204,0.9703421318399559,1.0,0,334.0,934.0,0.0,632.0,1,0.2994826283559006
205,205,-0.4170355849654981,-0.4,1,450.0,911.0,1.0,479.0,1,0.42267505421123386
206,206,-0.08318547959655342,-0.1,1,471.0,777.0,1.0,3752.0,1,0.4922268652428087
207,207,0.004495940666825904,0.0,0,494.0,575.0,0.0,3931.0,1,0.9729304246829936
208,208,0.29572041400704374,0.3,0,434.0,940.0,0.0,1476.0,1,0.58156395498284
209,209,0.28109817708128393,0.3,0,425.0,925.0,0.0,870.0,1,0.9454592837047131
210,210,0.08946978650784954,0.1,0,300.0,822.0,0.0,618.0,1,0.19345994257576232
211,211,-0.3006119654711046,-0.3,1,396.0,572.0,1.0,402.0,1,0.11627780907420246
212,212,-0.033310383748365924,-0.0,1,298.0,792.0,1.0,2050.0,1,0.1965993927752026
213,213,-0.49856129282273565,-0.5,1,310.0,643.0,1.0,957.0,1,0.6616788554751908
214,214,-0.6581277929876228,-0.7,1,378.0,723.0,1.0,799.0,1,0.300921236731704
215,215,0.35335870154631777,0.4,0,479.0,904.0,0.0,1077.0,1,0.5864613942738659
216,216,0.030453782298025978,0.0,0,446.0,561.0,0.0,633.0,1,0.8973883457518756
217,217,0.9447587691205372,0.9,0,396.0,829.0,0.0,795.0,1,0.3752257805844954
218,218,-0.8926816590334292,-0.9,1,427.0,951.0,1.0,682.0,1,0.6005597472280703
219,219,-0.7481670980051782,-0.7,1,302.0,623.0,1.0,545.0,1,0.72576614611387
220,220,-0.6102021035922003,-0.6,1,415.0,500.0,1.0,1575.0,1,0.24654333158786448
221,221,0.2801686011647897,0.3,0,439.0,652.0,0.0,2169.0,1,0.30092661333576903
222,222,0.5623628673438792,0.6,0,356.0,813.0,0.0,771.0,1,0.7189396475556051
223,223,0.2394698364817327,0.2,0,341.0,586.0,1.0,713.0,0,0.6699074293124119
224,224,0.9895935680920924,1.0,0,463.0,850.0,0.0,827.0,1,0.6843229273020353
225,225,-0.24012942759820222,-0.2,1,488.0,639.0,1.0,2373.0,1,0.24822305721051147
226,226,0.15040287203129088,0.2,0,454.0,549.0,0.0,1967.0,1,0.73434456872377
227,227,-0.3886259908365324,-0.4,1,344.0,993.0,1.0,2603.0,1,0.20467486945089858
228,228,0.9841805359305116,1.0,0,345.0,957.0,0.0,478.0,1,0.30555603171435375
229,229,-0.1917768625957481,-0.2,1,330.0,710.0,1.0,1300.0,1,0.16752493317863099
230,230,0.5123175722393083,0.5,0,474.0,779.0,0.0,1167.0,1,0.7890992444682309
231,231,-0.9366237190007778,-0.9,1,468.0,507.0,1.0,225.0,1,0.3798947879846605
232,232,-0.8173729014304345,-0.8,1,456.0,612.0,1.0,542.0,1,0.5866738003144828
233,233,0.43836348252139135,0.4,0,256.0,947.0,0.0,1117.0,1,0.8813809186381593
234,234,0.17962952425472034,0.2,0,346.0,580.0,0.0,3284.0,1,0.7251056717375822
235,235,0.7138886167822622,0.7,0,323.0,961.0,0.0,226.0,1,0.8862028658830913
236,236,0.5364824854285655,0.5,0,312.0,717.0,0.0,781.0,1,0.10645938596963121
237,237,0.7274437841857528,0.7,0,343.0,511.0,0.0,356.0,1,0.8246226453360077
238,238,-0.9335046767742723,-0.9,1,296.0,907.0,1.0,437.0,1,0.3020997008726568
239,239,-0.12877862017088337,-0.1,1,495.0,821.0,1.0,2294.0,1,0.4065255535060568
240,240,0.021679510470440144,0.0,0,280.0,722.0,1.0,3998.0,0,0.34276448139734567
241,241,0.5876217476391887,0.6,0,305.0,539.0,0.0,596.0,1,0.1699156885196332
242,242,-0.44655999142489433,-0.4,1,290.0,532.0,1.0,878.0,1,0.6998860565113445
243,243,-0.7051897651632655,-0.7,1,300.0,594.0,1.0,1946.0,1,0.17888519035904973
244,244,-0.6319753907950016,-0.6,1,376.0,578.0,1.0,1176.0,1,0.40656187711856784
245,245,-0.06331544661663457,-0.1,1,268.0,560.0,1.0,4172.0,1,0.11107581241289698
246,246,0.023931923570472025,0.0,0,321.0,981.0,1.0,3188.0,0,0.11547756374524507
247,247,-0.44063229727508646,-0.4,1,347.0,929.0,1.0,524.0,1,0.27488800009959047
248,248,-0.6906141465507458,-0.7,1,383.0,910.0,1.0,1017.0,1,0.16858360727313326
249,249,0.04114785886000649,0.0,0,297.0,879.0,0.0,2884.0,1,0.9468859493641574
250,250,0.17006248990891693,0.2,0,395.0,897.0,0.0,2648.0,1,0.29634101899895193
251,251,0.7320537041690451,0.7,0,491.0,921.0,0.0,668.0,1,0.3641015571446229
252,252,0.1147894595041472,0.1,0,429.0,739.0,1.0,3832.0,0,0.3968200417284573
253,253,-0.8085310588609276,-0.8,1,361.0,930.0,1.0,759.0,1,0.867828826960297
254,254,0.5158982220369872,0.5,0,341.0,612.0,0.0,587.0,1,0.45385437180750643
255,255,0.6139708227369503,0.6,0,421.0,775.0,0.0,624.0,1,0.4675414214342717
256,256,-0.5517928676040289,-0.6,1,296.0,550.0,1.0,604.0,1,0.8978543996998272
257,257,0.0035548079950784572,0.0,0,280.0,656.0,1.0,4064.0,0,0.6591174135443906
258,258,-0.5388674834753842,-0.5,1,439.0,805.0,1.0,336.0,1,0.4547411174976709
259,259,0.07020213876113135,0.1,0,498.0,646.0,1.0,1596.0,0,0.9278262885121491
260,260,0.3167010073916159,0.3,0,392.0,812.0,0.0,586.0,1,0.16554587530074572
261,261,0.6565282307788256,0.7,0,320.0,588.0,0.0,1092.0,1,0.36793806791100425
262,262,0.8804480734831726,0.9,0,293.0,692.0,0.0,605.0,1,0.20789085793409073
263,263,0.4416106275439493,0.4,0,280.0,983.0,0.0,1837.0,1,0.14888997633305556
264,264,0.809562364555404,0.8,0,424.0,962.0,0.0,664.0,1,0.8445556355637089
265,265,0.562859659190933,0.6,0,491.0,944.0,0.0,485.0,1,0.5353824272543322
266,266,0.2845932936399991,0.3,0,280.0,744.0,0.0,3456.0,1,0.3608745338837447
267,267,-0.12517059230583683,-0.1,1,276.0,972.0,1.0,1622.0,1,0.11833528302548396
268,268,-0.6040625446765002,-0.6,1,351.0,565.0,1.0,874.0,1,0.6767297667727865
269,269,0.2033038102981093,0.2,0,348.0,500.0,0.0,3022.0,1,0.20334241176198575
270,270,-0.2814557882698492,-0.3,1,452.0,968.0,1.0,910.0,1,0.6776260263186127
271,271,-0.5501148913838769,-0.6,1,273.0,728.0,1.0,1879.0,1,0.31768817090674134
272,272,-0.24139808231430382,-0.2,1,386.0,863.0,1.0,3751.0,1,0.5493863283820656
273,273,0.7835139867705545,0.8,0,456.0,942.0,0.0,1302.0,1,0.3822806995069087
274,274,0.6347629978632565,0.6,0,429.0,573.0,0.0,888.0,1,0.9970585862895106
275,275,0.6638540267791455,0.7,0,361.0,790.0,0.0,879.0,1,0.1963161575691914
276,276,0.49352515814946774,0.5,0,339.0,549.0,0.0,2142.0,1,0.6850626990120018
277,277,-0.8266737938397117,-0.8,1,265.0,967.0,1.0,538.0,1,0.4553825729270634
278,278,-0.2785197305433178,-0.3,1,344.0,642.0,0.0,464.0,0,0.9335397158112323
279,279,-0.6511668754919702,-0.7,1,467.0,843.0,1.0,720.0,1,0.26399336539291285
280,280,-0.06334587165699768,-0.1,1,328.0,995.0,1.0,3677.0,1,0.39982536347121056
281,281,0.3812590846767814,0.4,0,462.0,940.0,0.0,548.0,1,0.6260507934054051
282,282,0.6610662258803683,0.7,0,475.0,656.0,0.0,499.0,1,0.31224537815028686
283,283,-0.047458517365668085,-0.0,1,277.0,595.0,1.0,1678.0,1,0.5804995115151484
284,284,-0.8113993177529,-0.8,1,383.0,913.0,1.0,314.0,1,0.28180909958413486
285,285,-0.8988334594361871,-0.9,1,357.0,972.0,1.0,731.0,1,0.38772275320537597
286,286,0.2176618427887862,0.2,0,283.0,906.0,0.0,2911.0,1,0.4587854370261354
287,287,0.0836659957600332,0.1,0,423.0,678.0,0.0,1839.0,1,0.35603148997564604
288,288,-0.04741090137127246,-0.0,1,287.0,992.0,1.0,841.0,1,0.29995632004085204
289,289,-0.3567496931380796,-0.4,1,465.0,963.0,1.0,1122.0,1,0.7885829594214259
290,290,-0.3784830518089739,-0.4,1,368.0,780.0,1.0,1452.0,1,0.6058957223861305
291,291,-0.05745179468926409,-0.1,1,444.0,888.0,1.0,3668.0,1,0.16046118654289326
292,292,-0.5116321476096615,-0.5,1,475.0,897.0,1.0,498.0,1,0.7299404570160578
293,293,0.1034936700550908,0.1,0,418.0,701.0,0.0,1461.0,1,0.8476557757247138
294,294,-0.9181458470837955,-0.9,1,497.0,673.0,1.0,450.0,1,0.9861120217804975
