,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0
726,726,0.6490511827000456,0.6,0,478.0,774.0,0.0,718.0,1,0.3077827705412288
727,727,0.31413297026797915,0.3,0,269.0,717.0,0.0,684.0,1,0.5279787911451747
728,728,0.07791004997069839,0.1,0,402.0,716.0,0.0,3372.0,1,0.27558293536513495
729,729,-0.4770874291764202,-0.5,1,260.0,620.0,1.0,800.0,1,0.2556176217040743
730,730,0.2957289102723153,0.3,0,289.0,879.0,0.0,1742.0,1,0.48080374538319126
731,731,-0.23053862344783904,-0.2,1,435.0,936.0,1.0,879.0,1,0.4758845300467125
732,732,-0.650199706544272,-0.7,1,312.0,749.0,1.0,669.0,1,0.8657649385555546
733,733,0.15314394583943014,0.2,0,345.0,862.0,0.0,2033.0,1,0.17323338487621615
734,734,-0.267914887916348,-0.3,1,396.0,801.0,1.0,523.0,1,0.8403430191708214
735,735,0.8387287949714755,0.8,0,484.0,520.0,0.0,406.0,1,0.4343782880590299
736,736,0.8764402174844124,0.9,0,271.0,773.0,0.0,626.0,1,0.8172500447062785
737,737,0.17131388703268247,0.2,0,453.0,958.0,0.0,849.0,1,0.27431809494595205
738,738,0.8484012353882375,0.8,0,470.0,556.0,0.0,834.0,1,0.2683061774110148
739,739,0.6391766187233887,0.6,0,439.0,622.0,0.0,1209.0,1,0.13621900987718205
740,740,0.1337963283961343,0.1,0,300.0,803.0,0.0,3897.0,1,0.32137870471510355
741,741,-0.586225842167132,-0.6,1,292.0,796.0,1.0,932.0,1,0.3384618860817744
742,742,0.44431157961764756,0.4,0,435.0,544.0,0.0,411.0,1,0.6613727490579143
743,743,0.2861332786113191,0.3,0,344.0,660.0,0.0,1756.0,1,0.6345642891245493
744,744,-0.9492274492831376,-0.9,1,460.0,502.0,1.0,308.0,1,0.5258028757600257
745,745,-0.9914711495541615,-1.0,1,291.0,866.0,1.0,1163.0,1,0.20092875904427165
746,746,0.8888139698975972,0.9,0,380.0,748.0,0.0,612.0,1,0.17602282765555455
747,747,-0.1967828798511151,-0.2,1,419.0,756.0,1.0,1335.0,1,0.9015750131021412
748,748,0.4111596767175112,0.4,0,353.0,750.0,0.0,757.0,1,0.9630351245733507
749,749,0.5268487651813409,0.5,0,474.0,881.0,0.0,2065.0,1,0.2828609222211729
750,750,-0.3435468798216803,-0.3,1,377.0,705.0,1.0,2118.0,1,0.44235013264920586
751,751,-0.800388783854656,-0.8,1,459.0,691.0,1.0,280.0,1,0.3682912582890572
752,752,-0.6989362020277436,-0.7,1,486.0,954.0,1.0,740.0,1,0.4480835387675298
753,753,-0.5305887467388712,-0.5,1,374.0,731.0,1.0,815.0,1,0.7425144040908044
754,754,0.2805998517275665,0.3,0,336.0,865.0,0.0,2149.0,1,0.876671902236843
755,755,-0.8991918871843787,-0.9,1,297.0,858.0,1.0,545.0,1,0.7368018937245076
756,756,0.3888571583492333,0.4,0,468.0,530.0,0.0,602.0,1,0.9670908160140976
757,757,0.6524527784964822,0.7,0,305.0,754.0,0.0,1061.0,1,0.15147775177087935
758,758,-0.25961845658874805,-0.3,1,477.0,796.0,1.0,867.0,1,0.7601883628118774
759,759,-0.4900112954939704,-0.5,1,350.0,670.0,1.0,1270.0,1,0.9073855801748164
760,760,-0.30077114237890656,-0.3,1,416.0,778.0,1.0,1856.0,1,0.49413568961652343
761,761,0.004306421543272654,0.0,0,285.0,526.0,1.0,809.0,0,0.9961843810640061
762,762,0.18960315167218722,0.2,0,368.0,639.0,0.0,703.0,1,0.3040596958724367
763,763,0.3493917525855179,0.3,0,342.0,922.0,0.0,836.0,1,0.5314870801854211
764,764,0.6534423364478772,0.7,0,407.0,649.0,0.0,314.0,1,0.9382990927803232
765,765,-0.1991663534742607,-0.2,1,397.0,617.0,1.0,3046.0,1,0.21180928532206025
766,766,-0.824417027171215,-0.8,1,444.0,757.0,1.0,379.0,1,0.9402467702560948
767,767,0.9791892679984633,1.0,0,445.0,922.0,0.0,443.0,1,0.3475664909702912
768,768,0.729720839910903,0.7,0,392.0,572.0,0.0,856.0,1,0.7975152679988315
769,769,-0.6116673809375903,-0.6,1,322.0,549.0,1.0,1599.0,1,0.19442302110989373
770,770,0.643745911502585,0.6,0,309.0,796.0,0.0,575.0,1,0.42233692899777975
771,771,-0.7659810200996922,-0.8,1,469.0,947.0,1.0,454.0,1,0.2525871679789029
772,772,0.8388344069656781,0.8,0,321.0,905.0,0.0,274.0,1,0.8563396681624573
773,773,-0.6302927589629572,-0.6,1,332.0,536.0,1.0,572.0,1,0.5956979987258874
774,774,-0.16525762457481896,-0.2,1,492.0,598.0,1.0,3910.0,1,0.43210679245341543
775,775,0.13023368244391897,0.1,0,273.0,728.0,1.0,3999.0,0,0.7545099694266004
776,776,-0.8480149866642648,-0.8,1,470.0,823.0,1.0,647.0,1,0.15534346624753875
777,777,-0.9593573779418303,-1.0,1,296.0,920.0,1.0,754.0,1,0.43711712397007507
778,778,0.14218249106766923,0.1,0,391.0,936.0,0.0,2573.0,1,0.8985522059476893
779,779,-0.19290825534240796,-0.2,1,295.0,748.0,1.0,737.0,1,0.6954483792310098
780,780,0.492762140903215,0.5,0,449.0,888.0,0.0,1193.0,1,0.853100007575576
781,781,0.5673008406986033,0.6,0,423.0,647.0,0.0,730.0,1,0.35660428114293774
782,782,-0.5093819279885705,-0.5,1,438.0,975.0,1.0,907.0,1,0.332148477312627
783,783,-0.988755415651076,-1.0,1,397.0,822.0,1.0,241.0,1,0.7101294276703366
784,784,0.1974088558227476,0.2,0,491.0,851.0,0.0,3658.0,1,0.39824099412308367
785,785,-0.9635949463571474,-1.0,1,423.0,949.0,1.0,768.0,1,0.7264805195270237
786,786,0.9522103384196061,1.0,0,469.0,783.0,0.0,768.0,1,0.3167859532920773
787,787,0.14920233084052614,0.1,0,424.0,978.0,0.0,3318.0,1,0.42462503801122364
788,788,-0.10372161110223521,-0.1,1,476.0,523.0,1.0,2181.0,1,0.6130898634554571
789,789,0.819545917125704,0.8,0,268.0,526.0,0.0,536.0,1,0.10988966412401052
790,790,0.7139371450167726,0.7,0,315.0,628.0,0.0,747.0,1,0.7254315023666338
791,791,0.7745827062928194,0.8,0,350.0,644.0,0.0,566.0,1,0.9882282305710987
792,792,-0.01091416677966417,-0.0,1,372.0,742.0,1.0,536.0,1,0.8436702708013941
793,793,-0.7798298075824077,-0.8,1,487.0,756.0,1.0,357.0,1,0.15600599742258622
794,794,0.6019725196501275,0.6,0,257.0,563.0,0.0,2110.0,1,0.8731430005744174
795,795,-0.5505352523124545,-0.6,1,301.0,751.0,1.0,638.0,1,0.4559123155638244
796,796,0.8743540535288377,0.9,0,399.0,965.0,0.0,1276.0,1,0.4428458853672339
797,797,-0.6577487346671949,-0.7,1,264.0,707.0,1.0,809.0,1,0.2732634122375183
798,798,-0.62643440855031,-0.6,1,281.0,903.0,1.0,736.0,1,0.2996321794902849
799,799,0.8590081939137189,0.9,0,397.0,828.0,0.0,435.0,1,0.34020498595523374
800,800,0.2551331866167059,0.3,0,309.0,588.0,0.0,1113.0,1,0.7094815401930529
801,801,0.9433488086630493,0.9,0,251.0,807.0,0.0,312.0,1,0.6311775760811763
802,802,-0.7737084322719392,-0.8,1,363.0,968.0,1.0,509.0,1,0.5415760753128604
803,803,0.07786052436835722,0.1,0,444.0,789.0,1.0,1507.0,0,0.9747923089209076
804,804,-0.5265318887318973,-0.5,1,290.0,830.0,1.0,930.0,1,0.43242682541700195
805,805,0.6251013454966297,0.6,0,361.0,761.0,0.0,598.0,1,0.48134398658600386
806,806,-0.565472809477078,-0.6,1,377.0,702.0,1.0,551.0,1,0.7019259833758323
807,807,0.5490262605914904,0.5,0,344.0,634.0,0.0,1372.0,1,0.24689616325784935
808,808,-0.33816064505766796,-0.3,1,318.0,823.0,1.0,709.0,1,0.8958329130545243
809,809,0.5470886521554297,0.5,0,444.0,900.0,0.0,796.0,1,0.6948522591146888
810,810,0.8626231863163074,0.9,0,322.0,512.0,0.0,606.0,1,0.6107577045065791
811,811,0.8488722767451977,0.8,0,282.0,928.0,0.0,510.0,1,0.9019087410842139
812,812,0.9440994351054415,0.9,0,346.0,704.0,0.0,640.0,1,0.6836573437558854
813,813,-0.384699690997915,-0.4,1,340.0,902.0,1.0,458.0,1,0.5018156099505245
814,814,-0.673493703132088,-0.7,1,355.0,682.0,1.0,573.0,1,0.5811805668173323
815,815,0.7685023686324113,0.8,0,291.0,996.0,0.0,623.0,1,0.6862012966109335
816,816,-0.7109784484431758,-0.7,1,421.0,713.0,1.0,686.0,1,0.5949080945526315
817,817,0.9831891219125644,1.0,0,470.0,611.0,0.0,569.0,1,0.2303638875216405
818,818,-0.08486303456064426,-0.1,1,444.0,862.0,1.0,1244.0,1,0.8345042784538493
819,819,-0.9423853071051154,-0.9,1,361.0,616.0,1.0,853.0,1,0.31697709021941534
820,820,-0.8255487027777486,-0.8,1,269.0,635.0,1.0,766.0,1,0.7023856949389173
821,821,0.06342864277206517,0.1,0,295.0,911.0,1.0,3794.0,0,0.5576706997497428
822,822,-0.47014921449788183,-0.5,1,447.0,770.0,1.0,713.0,1,0.653683253802923
823,823,-0.37739138222259916,-0.4,1,442.0,515.0,1.0,1553.0,1,0.6854238185020332
824,824,0.8014942036544772,0.8,0,381.0,865.0,0.0,1354.0,1,0.17999597153657848
825,825,-0.14624681552978647,-0.1,1,335.0,734.0,1.0,2071.0,1,0.1449088009005724
826,826,0.1852446851318681,0.2,0,321.0,648.0,0.0,2201.0,1,0.3620514464142057
827,827,-0.30538250587438864,-0.3,1,383.0,884.0,1.0,1493.0,1,0.5293863989455625
828,828,0.2595897743273181,0.3,0,441.0,809.0,0.0,1390.0,1,0.6004993282109047
829,829,0.909685495002666,0.9,0,288.0,944.0,0.0,808.0,1,0.6175032475904588
830,830,-0.7821184123090685,-0.8,1,370.0,976.0,1.0,904.0,1,0.32068347153376653
831,831,0.9702192543923986,1.0,0,499.0,974.0,0.0,597.0,1,0.6149511994684866
832,832,-0.09061472577467766,-0.1,1,290.0,774.0,1.0,3936.0,1,0.690180488559486
833,833,-0.5617804575180254,-0.6,1,354.0,630.0,1.0,416.0,1,0.9244653810428319
834,834,-0.3213209624073312,-0.3,1,490.0,808.0,1.0,832.0,1,0.39804724101674394
835,835,-0.19471110558584437,-0.2,1,461.0,501.0,1.0,2608.0,1,0.6123081888487241
836,836,0.1691062739886473,0.2,0,312.0,575.0,0.0,3313.0,1,0.693632426274251
837,837,-0.33675026236484773,-0.3,1,389.0,836.0,1.0,2165.0,1,0.9568883239761267
838,838,-0.2874509162225727,-0.3,1,343.0,914.0,1.0,3013.0,1,0.45367919175646376
839,839,-0.7523637060740043,-0.8,1,305.0,789.0,1.0,896.0,1,0.5819923013616903
840,840,-0.6751179869718558,-0.7,1,263.0,629.0,1.0,748.0,1,0.8536987742365545
841,841,0.9524972753884411,1.0,0,409.0,920.0,0.0,391.0,1,0.18237352503156762
842,842,-0.022878618835720843,-0.0,1,370.0,806.0,1.0,1964.0,1,0.9487637422591014
843,843,-0.0030240138728341304,-0.0,1,406.0,836.0,1.0,2788.0,1,0.42475335163241035
844,844,0.30214708774688726,0.3,0,288.0,794.0,0.0,538.0,1,0.6215969648397164
845,845,-0.8097776504603613,-0.8,1,267.0,700.0,1.0,223.0,1,0.7793555246156574
846,846,0.49971039732270883,0.5,0,280.0,558.0,0.0,1062.0,1,0.1542677652587266
847,847,-0.9040135496694621,-0.9,1,476.0,653.0,1.0,811.0,1,0.46429067996595064
848,848,-0.43288813524639735,-0.4,1,258.0,749.0,1.0,853.0,1,0.9062841809166499
849,849,-0.997178157979598,-1.0,1,416.0,589.0,1.0,265.0,1,0.5795284037919455
850,850,-0.4594183024017404,-0.5,1,259.0,891.0,1.0,460.0,1,0.1284827543286301
851,851,-0.2072496317916035,-0.2,1,481.0,831.0,1.0,458.0,1,0.6122543149555023
852,852,0.8802761142185593,0.9,0,417.0,784.0,0.0,1109.0,1,0.721609526975104
853,853,-0.17369208173202022,-0.2,1,359.0,590.0,1.0,1701.0,1,0.42499159824894195
854,854,-0.5164053097430827,-0.5,1,259.0,719.0,1.0,832.0,1,0.504423498433865
855,855,0.12450719155658474,0.1,0,373.0,610.0,0.0,3587.0,1,0.7739863505687264
856,856,0.09398705130607388,0.1,0,327.0,977.0,1.0,3696.0,0,0.5277841611604677
857,857,-0.36956110293494526,-0.4,1,424.0,733.0,1.0,463.0,1,0.8745989309781167
858,858,0.21577176939956022,0.2,0,352.0,759.0,0.0,1259.0,1,0.6105193676623665
859,859,-0.713112640679531,-0.7,1,394.0,992.0,1.0,594.0,1,0.6493271407168432
860,860,-0.9251121845887214,-0.9,1,451.0,590.0,1.0,679.0,1,0.38156749337506946
861,861,-0.10624179843126091,-0.1,1,438.0,866.0,1.0,3696.0,1,0.1117865322923366
862,862,0.21151007335469818,0.2,0,360.0,578.0,0.0,1502.0,1,0.9663034526643499
863,863,-0.7606032705241526,-0.8,1,289.0,575.0,1.0,806.0,1,0.5084709234557988
864,864,0.5362683813416944,0.5,0,397.0,672.0,0.0,401.0,1,0.6397372811139254
865,865,-0.8182294200176037,-0.8,1,424.0,504.0,1.0,582.0,1,0.8238988896770566
866,866,0.8105356353506235,0.8,0,418.0,591.0,0.0,1271.0,1,0.20738273016518655
867,867,-0.6825144662933411,-0.7,1,406.0,670.0,1.0,394.0,1,0.8307080101420901
868,868,-0.8033583459460996,-0.8,1,440.0,959.0,1.0,621.0,1,0.32424148977167094
869,869,-0.8180152025026339,-0.8,1,461.0,790.0,1.0,619.0,1,0.28233751264115614
870,870,0.916150666333666,0.9,0,497.0,720.0,0.0,773.0,1,0.24303490733638153
871,871,0.4294119386419668,0.4,0,333.0,970.0,0.0,1517.0,1,0.5049017136145275
872,872,-0.014937031746524054,-0.0,1,410.0,659.0,0.0,811.0,0,0.5166745201264936
873,873,0.9170437171038879,0.9,0,485.0,681.0,0.0,274.0,1,0.8525878760646789
874,874,0.19696525652311037,0.2,0,322.0,906.0,0.0,812.0,1,0.5876244473214035
875,875,-0.6241983314965276,-0.6,1,278.0,803.0,1.0,319.0,1,0.5376378012728003
876,876,-0.4699786637733183,-0.5,1,333.0,965.0,1.0,842.0,1,0.3518876646722725
877,877,-0.79665739789528,-0.8,1,366.0,509.0,1.0,315.0,1,0.7461627267354566
878,878,-0.8169576137595946,-0.8,1,261.0,718.0,1.0,681.0,1,0.20800975888585171
879,879,0.7226490030184447,0.7,0,482.0,854.0,0.0,204.0,1,0.8150389692595091
880,880,0.6457996841363525,0.6,0,327.0,881.0,0.0,612.0,1,0.5362985009846772
881,881,-0.47384797687431623,-0.5,1,350.0,500.0,1.0,640.0,1,0.546353365392528
882,882,0.6918171936704549,0.7,0,364.0,532.0,0.0,514.0,1,0.33166839639089585
883,883,0.2790512768658957,0.3,0,318.0,828.0,0.0,614.0,1,0.5369598582408115
884,884,0.9413446770675515,0.9,0,410.0,996.0,0.0,544.0,1,0.37690810728889557
885,885,0.5595042860029817,0.6,0,302.0,582.0,0.0,336.0,1,0.923158366667115
886,886,-0.35646932642080675,-0.4,1,351.0,815.0,1.0,944.0,1,0.4369003365658628
887,887,0.2853902727877202,0.3,0,324.0,608.0,0.0,518.0,1,0.876145839965455
888,888,0.00958693719046666,0.0,0,409.0,816.0,1.0,3775.0,0,0.22236726191154466
889,889,0.4384061105118937,0.4,0,336.0,655.0,0.0,549.0,1,0.8634084644664052
890,890,0.3511276020416554,0.4,0,319.0,620.0,0.0,731.0,1,0.2943564700225326
891,891,0.8038903654025871,0.8,0,326.0,762.0,0.0,362.0,1,0.9081738819529059
892,892,-0.4574315656778969,-0.5,1,272.0,963.0,1.0,425.0,1,0.4659113641528081
893,893,0.84183614517452,0.8,0,499.0,699.0,0.0,762.0,1,0.7099264311198563
894,894,0.36215301607435757,0.4,0,354.0,871.0,0.0,775.0,1,0.3657754237856561
895,895,-0.3301489103549853,-0.3,1,273.0,555.0,1.0,1082.0,1,0.5669811733176766
896,896,-0.6062282259925422,-0.6,1,291.0,556.0,1.0,393.0,1,0.7728843817780764
897,897,0.3906727019772609,0.4,0,286.0,819.0,0.0,1145.0,1,0.4743651129809566
898,898,0.24696729766091363,0.2,0,341.0,563.0,0.0,426.0,1,0.8838249113450626
899,899,0.8695376228315512,0.9,0,445.0,687.0,0.0,568.0,1,0.6116785177754259
900,900,0.05975657105503385,0.1,0,251.0,783.0,1.0,1566.0,0,0.662518399688695
901,901,0.4779325740213092,0.5,0,442.0,632.0,0.0,856.0,1,0.7697377419634627
902,902,-0.2783907056930044,-0.3,1,466.0,521.0,1.0,833.0,1,0.48121815613444496
903,903,0.8134554310060231,0.8,0,336.0,673.0,0.0,901.0,1,0.8239895343962486
904,904,0.9156413595480006,0.9,0,282.0,964.0,0.0,604.0,1,0.9545914276045181
905,905,0.7956566481454068,0.8,0,257.0,936.0,0.0,447.0,1,0.30116163055409556
906,906,0.8760837437751299,0.9,0,483.0,709.0,0.0,398.0,1,0.25722748195256084
907,907,0.9768493774956843,1.0,0,336.0,573.0,0.0,221.0,1,0.5291307781741638
908,908,0.963549865702753,1.0,0,305.0,925.0,0.0,420.0,1,0.46719961333560567
909,909,0.6687125789254229,0.7,0,266.0,764.0,0.0,570.0,1,0.5663065613388187
910,910,-0.032347733166594006,-0.0,1,395.0,966.0,0.0,3639.0,0,0.12381054900495192
911,911,-0.941613266946276,-0.9,1,421.0,975.0,1.0,954.0,1,0.39851981265500247
912,912,0.83193458070177,0.8,0,286.0,830.0,0.0,884.0,1,0.5600655791027268
913,913,-0.19776821764873875,-0.2,1,434.0,941.0,1.0,1155.0,1,0.948053577158173
914,914,0.031169247760355567,0.0,0,369.0,705.0,0.0,3926.0,1,0.3047808202341961
915,915,0.03780984614667049,0.0,0,486.0,781.0,0.0,1843.0,1,0.9121764652763774
916,916,0.25031902941948103,0.3,0,488.0,918.0,0.0,714.0,1,0.3287990230250181
917,917,-0.42970955209649175,-0.4,1,308.0,830.0,1.0,482.0,1,0.5378282017511923
918,918,0.5828299666027836,0.6,0,434.0,612.0,0.0,424.0,1,0.4248034159774734
919,919,0.6916233233032469,0.7,0,473.0,661.0,0.0,436.0,1,0.3568307576626466
920,920,0.5198371704958908,0.5,0,286.0,851.0,0.0,1303.0,1,0.2041027753151817
921,921,-0.738202889707696,-0.7,1,496.0,591.0,1.0,313.0,1,0.9659141485642828
922,922,0.8115008998898456,0.8,0,401.0,745.0,0.0,384.0,1,0.9918353214528093
923,923,0.9504723574760632,1.0,0,399.0,532.0,0.0,669.0,1,0.4586397533038532
924,924,-0.2382624743612094,-0.2,1,292.0,938.0,1.0,1050.0,1,0.27181464875437045
925,925,0.6210634234464885,0.6,0,284.0,521.0,0.0,675.0,1,0.6160860832483968
926,926,0.5776958131573049,0.6,0,403.0,772.0,0.0,735.0,1,0.5522279264419446
927,927,0.6034830705926557,0.6,0,471.0,916.0,0.0,613.0,1,0.8295248369287984
928,928,-0.7097827537442671,-0.7,1,487.0,835.0,1.0,278.0,1,0.28520041315716316
929,929,-0.9882106333085787,-1.0,1,331.0,664.0,1.0,155.0,1,0.4069919215387967
930,930,-0.3085640469344968,-0.3,1,393.0,532.0,1.0,1545.0,1,0.10763654056189902
931,931,0.5178138515290513,0.5,0,379.0,727.0,0.0,914.0,1,0.26663382422695103
932,932,-0.9444683249414079,-0.9,1,419.0,971.0,1.0,1170.0,1,0.2810743873721994
933,933,0.00016925483576724076,0.0,0,328.0,545.0,0.0,4127.0,1,0.7298603972066047
934,934,0.22934114980236453,0.2,0,413.0,643.0,0.0,2014.0,1,0.6922039762238043
935,935,0.6913734414317287,0.7,0,494.0,757.0,0.0,479.0,1,0.8241131362038429
936,936,0.7476180084702453,0.7,0,457.0,663.0,0.0,710.0,1,0.9084249717930019
937,937,-0.42395049385709993,-0.4,1,383.0,908.0,1.0,799.0,1,0.24830114745637724
938,938,-0.18538990281040424,-0.2,1,430.0,648.0,1.0,2232.0,1,0.5926234542950897
939,939,-0.6693495779603433,-0.7,1,298.0,500.0,1.0,462.0,1,0.472961805905844
940,940,0.8425401636686916,0.8,0,368.0,972.0,0.0,480.0,1,0.17654063695581113
941,941,0.2933711307488367,0.3,0,258.0,638.0,0.0,724.0,1,0.8002176208542098
942,942,0.00028744360736498997,0.0,0,335.0,714.0,1.0,2191.0,0,0.7635701757678173
943,943,0.08844259696783818,0.1,0,250.0,951.0,0.0,2019.0,1,0.9660387619333107
944,944,-0.2109178580659461,-0.2,1,379.0,811.0,1.0,200.0,1,0.8050792013701072
945,945,0.2079739514954766,0.2,0,384.0,841.0,0.0,415.0,1,0.8755973796477731
946,946,-0.06279642125177842,-0.1,1,255.0,986.0,1.0,3759.0,1,0.27345317470538333
947,947,-0.38579578760171085,-0.4,1,489.0,807.0,1.0,1024.0,1,0.5661124710120046
948,948,0.5770318333295112,0.6,0,461.0,517.0,0.0,682.0,1,0.10529352950067682
949,949,0.5458275331733831,0.5,0,296.0,790.0,0.0,814.0,1,0.18250539083119394
950,950,0.4266115140272613,0.4,0,448.0,617.0,0.0,615.0,1,0.989772507856554
951,951,-0.4961769992907257,-0.5,1,452.0,817.0,1.0,551.0,1,0.19322204380621746
952,952,-0.3662697722779147,-0.4,1,386.0,832.0,1.0,812.0,1,0.44496278764037855
953,953,-0.6362325445924113,-0.6,1,349.0,878.0,1.0,393.0,1,0.20085421499262573
954,954,-0.8128699228313716,-0.8,1,297.0,618.0,1.0,875.0,1,0.7991754006692915
955,955,0.9899108742739184,1.0,0,321.0,566.0,0.0,773.0,1,0.10040213369310383
956,956,-0.706161091873194,-0.7,1,354.0,761.0,1.0,1785.0,1,0.21751814027487182
957,957,-0.5107833561512778,-0.5,1,278.0,697.0,1.0,525.0,1,0.5106766526791762
958,958,0.5953283545609469,0.6,0,377.0,759.0,0.0,1464.0,1,0.6831983626821724
959,959,-0.357833857816102,-0.4,1,300.0,594.0,1.0,1376.0,1,0.2368975867988221
960,960,0.16735890209171633,0.2,0,291.0,681.0,0.0,908.0,1,0.9950008174925274
961,961,-0.5819900982524311,-0.6,1,387.0,561.0,1.0,972.0,1,0.885166815516126
962,962,0.8989223725393667,0.9,0,256.0,802.0,0.0,262.0,1,0.9536266821800929
963,963,0.24997970561899963,0.2,0,302.0,953.0,0.0,1745.0,1,0.4755013240555982
964,964,-0.015076725373869948,-0.0,1,372.0,533.0,0.0,535.0,0,0.488793192603878
965,965,0.09608451881527302,0.1,0,302.0,921.0,0.0,1317.0,1,0.8984791132296057
966,966,0.6630013207387999,0.7,0,386.0,871.0,0.0,723.0,1,0.8044669702114509
967,967,0.008045826484454066,0.0,0,418.0,607.0,1.0,3975.0,0,0.31380672797196574
968,968,-0.052006304152188765,-0.1,1,418.0,821.0,1.0,3761.0,1,0.7236369851691109
969,969,0.12882171253695085,0.1,0,406.0,501.0,0.0,3283.0,1,0.19141863222425742
970,970,-0.833316071229103,-0.8,1,258.0,636.0,1.0,346.0,1,0.9461008783063687
971,971,0.6675084193230059,0.7,0,383.0,578.0,0.0,929.0,1,0.6516182082472873
972,972,-0.43287488777549776,-0.4,1,329.0,720.0,1.0,591.0,1,0.2237958811681704
973,973,0.5768149563976039,0.6,0,394.0,867.0,0.0,519.0,1,0.5057835237028714
974,974,-0.17446492041210115,-0.2,1,312.0,866.0,1.0,1102.0,1,0.512998451144249
975,975,-0.20031886685800493,-0.2,1,409.0,685.0,1.0,3906.0,1,0.6147249230229305
976,976,0.3343200027892137,0.3,0,412.0,830.0,0.0,1778.0,1,0.7356444064695163
977,977,-0.3523138576035949,-0.4,1,420.0,985.0,1.0,3595.0,1,0.20615552844835328
978,978,0.5754549501573196,0.6,0,259.0,940.0,0.0,1061.0,1,0.46138510016954226
979,979,-0.2392470007240175,-0.2,1,315.0,889.0,1.0,2366.0,1,0.1533216491835715
980,980,0.27625924286839343,0.3,0,414.0,878.0,0.0,1358.0,1,0.4928159401807033
981,981,-0.2571167304156239,-0.3,1,409.0,503.0,1.0,1698.0,1,0.4603653012926664
982,982,0.8245860617730723,0.8,0,396.0,997.0,0.0,517.0,1,0.6284905508730274
983,983,0.5813378127130753,0.6,0,439.0,740.0,0.0,1401.0,1,0.425648596458888
984,984,-0.46355699068660505,-0.5,1,469.0,587.0,1.0,644.0,1,0.532888969561599
985,985,-0.5849999730899671,-0.6,1,476.0,571.0,1.0,573.0,1,0.3257835885007109
986,986,-0.22621056667354433,-0.2,1,443.0,946.0,1.0,921.0,1,0.6569442205365468
987,987,-0.8159448941783447,-0.8,1,383.0,675.0,1.0,532.0,1,0.9284187431178584
988,988,0.7784975510992547,0.8,0,361.0,578.0,0.0,941.0,1,0.7651873671749392
989,989,0.8022321987443193,0.8,0,437.0,623.0,0.0,280.0,1,0.3747983842859727
990,990,-0.8703007529169258,-0.9,1,427.0,873.0,1.0,440.0,1,0.7999874163925335
991,991,-0.4070490449613038,-0.4,1,387.0,854.0,1.0,1459.0,1,0.3986913985649463
992,992,0.5913141125807531,0.6,0,456.0,945.0,0.0,639.0,1,0.9730999863867158
993,993,0.8823961102747131,0.9,0,368.0,522.0,0.0,610.0,1,0.197008541684976
994,994,0.22860772758237835,0.2,0,304.0,591.0,0.0,2755.0,1,0.111788757177488
995,995,-0.4223941735697876,-0.4,1,353.0,737.0,1.0,1060.0,1,0.27078799456824393
996,996,0.3785628605305371,0.4,0,298.0,959.0,0.0,1353.0,1,0.49001184426734923
997,997,-0.8461173924714578,-0.8,1,395.0,707.0,1.0,638.0,1,0.43519913881165995
998,998,0.33625038400279794,0.3,0,494.0,734.0,0.0,1282.0,1,0.4520003451638718
999,999,0.3287567704931089,0.3,0,251.0,555.0,0.0,414.0,1,0.49560814666593445
1000,1000,0.44650667547778844,0.4,0,326.0,794.0,0.0,840.0,1,0.2535527696363423
1001,1001,0.08981841226803722,0.1,0,451.0,691.0,0.0,3858.0,1,0.410605136969601
1002,1002,0.8690641111733972,0.9,0,288.0,891.0,0.0,281.0,1,0.31927708451887016
1003,1003,-0.9339599851007239,-0.9,1,377.0,763.0,1.0,490.0,1,0.6202141666338873
1004,1004,-0.1880860235433035,-0.2,1,481.0,975.0,0.0,1264.0,0,0.36312619497279
1005,1005,-0.4142625065027983,-0.4,1,372.0,977.0,1.0,931.0,1,0.5108151946655961
1006,1006,0.7915899797397499,0.8,0,361.0,903.0,0.0,926.0,1,0.708094045596956
1007,1007,-0.8071742936730415,-0.8,1,496.0,539.0,1.0,655.0,1,0.560896047196693
1008,1008,-0.6175330100002838,-0.6,1,276.0,749.0,1.0,535.0,1,0.4294695087656718
1009,1009,-0.4215911473332299,-0.4,1,351.0,535.0,1.0,634.0,1,0.19094592134256783
1010,1010,-0.31913299999379263,-0.3,1,331.0,736.0,1.0,1003.0,1,0.6365004136279341
1011,1011,0.9347235425247291,0.9,0,483.0,675.0,0.0,242.0,1,0.796328938560156
1012,1012,-0.6025019114166952,-0.6,1,279.0,887.0,1.0,1814.0,1,0.32626289197215175
1013,1013,-0.6654499820101734,-0.7,1,253.0,767.0,1.0,1230.0,1,0.7929290806550774
1014,1014,-0.9783038638600219,-1.0,1,375.0,506.0,1.0,989.0,1,0.39071986800730985
1015,1015,-0.32781909247338836,-0.3,1,378.0,929.0,1.0,1023.0,1,0.4670168635194998
1016,1016,-0.7371628310055034,-0.7,1,329.0,915.0,1.0,976.0,1,0.1047191583910758
1017,1017,-0.7806045283834397,-0.8,1,484.0,777.0,1.0,709.0,1,0.12868735891985492
1018,1018,-0.6676427133389982,-0.7,1,430.0,788.0,1.0,1712.0,1,0.20372085339934393
1019,1019,0.6801350367502443,0.7,0,359.0,707.0,0.0,1554.0,1,0.35724788247292416
1020,1020,0.6772171826750073,0.7,0,365.0,593.0,0.0,1052.0,1,0.23722150813738158
