,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,configuration,chosen_color
0,0,0.42688853558500106,0.4,1.0,401.0,611.0,1.0,228.0,1,1.0,1.0
1,1,-0.8569224104480335,-0.9,1.0,364.0,627.0,1.0,-441.0,1,-1.0,-1.0
2,2,-0.8919182512791414,-0.9,1.0,408.0,570.0,1.0,82.0,1,-1.0,-1.0
3,3,0.6051182883198768,0.6,-1.0,377.0,592.0,0.0,4031.0,0,-1.0,0.0
4,4,0.8281425584583156,0.8,-1.0,371.0,761.0,0.0,3868.0,0,-1.0,0.0
5,5,0.17144767107798897,0.2,-1.0,440.0,661.0,0.0,3899.0,0,-1.0,0.0
6,6,0.6837508275168559,0.7,1.0,411.0,811.0,1.0,208.0,1,1.0,1.0
7,7,0.04945380268623256,0.0,-1.0,262.0,663.0,0.0,4075.0,0,-1.0,0.0
8,8,-0.5542674034444472,-0.6,1.0,356.0,692.0,1.0,52.0,1,-1.0,-1.0
9,9,0.14442554449995348,0.1,-1.0,419.0,934.0,1.0,-753.0,0,-1.0,-1.0
10,10,-0.05807964713618208,-0.1,1.0,257.0,907.0,1.0,1226.0,1,-1.0,-1.0
11,11,-0.7360232041319069,-0.7,-1.0,470.0,645.0,0.0,3885.0,0,1.0,0.0
12,12,-0.535712181515245,-0.5,-1.0,304.0,982.0,0.0,3714.0,0,1.0,0.0
13,13,0.32519944391157873,0.3,1.0,381.0,815.0,1.0,344.0,1,1.0,1.0
14,14,0.6920696133849374,0.7,-1.0,367.0,946.0,0.0,3687.0,0,-1.0,0.0
15,15,-0.5353330669737104,-0.5,1.0,475.0,906.0,1.0,-751.0,1,-1.0,-1.0
16,16,-0.08823820134654958,-0.1,-1.0,306.0,587.0,0.0,4107.0,0,1.0,0.0
17,17,0.8226333035620238,0.8,1.0,426.0,528.0,1.0,156.0,1,1.0,1.0
18,18,0.6175554589155164,0.6,-1.0,265.0,997.0,0.0,3738.0,0,-1.0,0.0
19,19,0.042389976402943064,0.0,1.0,498.0,512.0,0.0,3990.0,0,1.0,0.0
20,20,0.5074756986871799,0.5,-1.0,254.0,922.0,1.0,-826.0,0,-1.0,-1.0
21,21,-0.054219891350658966,-0.1,1.0,371.0,940.0,1.0,1519.0,1,-1.0,-1.0
22,22,-0.5663996825418031,-0.6,1.0,291.0,742.0,1.0,57.0,1,-1.0,-1.0
23,23,-0.7703512729563946,-0.8,1.0,434.0,505.0,1.0,-279.0,1,-1.0,-1.0
24,24,0.3547676211892269,0.4,-1.0,260.0,650.0,1.0,-500.0,0,-1.0,-1.0
25,25,0.44173045105920317,0.4,-1.0,262.0,804.0,1.0,-586.0,0,-1.0,-1.0
26,26,-0.5706211745503618,-0.6,-1.0,316.0,597.0,0.0,4087.0,0,1.0,0.0
27,27,0.49595956618422876,0.5,-1.0,462.0,889.0,1.0,-731.0,0,-1.0,-1.0
28,28,-0.568974940721275,-0.6,1.0,438.0,864.0,1.0,198.0,1,-1.0,-1.0
29,29,-0.8239243463692952,-0.8,-1.0,364.0,954.0,0.0,3682.0,0,1.0,0.0
30,30,-0.06469190637099842,-0.1,1.0,451.0,876.0,1.0,1663.0,1,-1.0,-1.0
31,31,-0.7141339775275974,-0.7,-1.0,330.0,885.0,0.0,3785.0,0,1.0,0.0
32,32,-0.5301480685381519,-0.5,-1.0,413.0,503.0,0.0,4084.0,0,1.0,0.0
33,33,-0.47763382390419123,-0.5,-1.0,318.0,563.0,0.0,4119.0,0,1.0,0.0
34,34,0.7727739065654132,0.8,-1.0,318.0,644.0,0.0,4038.0,0,-1.0,0.0
35,35,0.5152356090089915,0.5,1.0,294.0,661.0,1.0,235.0,1,1.0,1.0
36,36,0.42583636732135044,0.4,1.0,347.0,508.0,1.0,455.0,1,1.0,1.0
37,37,0.7776410065306439,0.8,1.0,263.0,893.0,1.0,84.0,1,1.0,1.0
38,38,0.3026151973457619,0.3,-1.0,473.0,626.0,0.0,3901.0,0,-1.0,0.0
39,39,-0.7535818885907488,-0.8,-1.0,369.0,958.0,0.0,3673.0,0,1.0,0.0
40,40,-0.4927255532522895,-0.5,1.0,393.0,564.0,1.0,-97.0,1,-1.0,-1.0
41,41,0.6742177334986653,0.7,-1.0,275.0,509.0,1.0,-364.0,0,-1.0,-1.0
42,42,-0.7216440112919866,-0.7,-1.0,492.0,976.0,0.0,3532.0,0,1.0,0.0
43,43,0.33933680102859787,0.3,1.0,265.0,691.0,1.0,284.0,1,1.0,1.0
44,44,0.12769121552352736,0.1,1.0,251.0,533.0,1.0,836.0,1,1.0,1.0
45,45,0.6518344240237087,0.7,-1.0,330.0,851.0,0.0,3819.0,0,-1.0,0.0
46,46,0.5119597037273577,0.5,-1.0,299.0,742.0,0.0,3959.0,0,-1.0,0.0
47,47,-0.3275085516190114,-0.3,1.0,253.0,872.0,1.0,-545.0,1,-1.0,-1.0
48,48,-0.7540045000247066,-0.8,1.0,385.0,940.0,1.0,105.0,1,-1.0,-1.0
49,49,0.8878066399040548,0.9,-1.0,256.0,714.0,0.0,4030.0,0,-1.0,0.0
50,50,-0.20721776353287813,-0.2,1.0,417.0,808.0,1.0,-325.0,1,-1.0,-1.0
51,51,-0.832811582831415,-0.8,-1.0,308.0,517.0,0.0,4175.0,0,1.0,0.0
52,52,0.2643593247099475,0.3,-1.0,357.0,603.0,0.0,4040.0,0,-1.0,0.0
53,53,0.5478782953395042,0.5,-1.0,326.0,876.0,0.0,3798.0,0,-1.0,0.0
54,54,0.7747308362739725,0.8,1.0,459.0,626.0,1.0,145.0,1,1.0,1.0
55,55,0.32664155980082776,0.3,-1.0,302.0,715.0,1.0,-507.0,0,-1.0,-1.0
56,56,-0.5847419735556654,-0.6,1.0,284.0,503.0,1.0,153.0,1,-1.0,-1.0
57,57,-0.35015473246614925,-0.4,1.0,281.0,736.0,1.0,233.0,1,-1.0,-1.0
58,58,0.037425631732726505,0.0,-1.0,321.0,726.0,1.0,2293.0,0,-1.0,-1.0
59,59,-0.11411279093703319,-0.1,1.0,478.0,871.0,1.0,931.0,1,-1.0,-1.0
60,60,0.19633071696340754,0.2,1.0,400.0,798.0,1.0,522.0,1,1.0,1.0
61,61,0.6597956745279051,0.7,1.0,438.0,923.0,1.0,149.0,1,1.0,1.0
62,62,0.35167823558194333,0.4,-1.0,423.0,623.0,0.0,3954.0,0,-1.0,0.0
63,63,0.15108429944047252,0.2,1.0,360.0,548.0,1.0,-38.0,1,1.0,1.0
64,64,0.23790658152627764,0.2,1.0,296.0,625.0,1.0,439.0,1,1.0,1.0
65,65,0.1932969595880466,0.2,-1.0,263.0,957.0,1.0,-670.0,0,-1.0,-1.0
66,66,-0.5796424859767788,-0.6,1.0,328.0,881.0,1.0,331.0,1,-1.0,-1.0
67,67,-0.6703098214319871,-0.7,1.0,297.0,924.0,1.0,199.0,1,-1.0,-1.0
68,68,-0.4889541621217544,-0.5,1.0,314.0,764.0,1.0,152.0,1,-1.0,-1.0
69,69,-0.5863612479948888,-0.6,1.0,409.0,835.0,1.0,536.0,1,-1.0,-1.0
70,70,-0.7071580301287651,-0.7,-1.0,342.0,985.0,0.0,3673.0,0,1.0,0.0
71,71,-0.6181984211358746,-0.6,1.0,412.0,656.0,1.0,-468.0,1,-1.0,-1.0
72,72,0.3227291864122258,0.3,1.0,271.0,533.0,1.0,616.0,1,1.0,1.0
73,73,0.2804215081322484,0.3,-1.0,476.0,666.0,0.0,3858.0,0,-1.0,0.0
74,74,-0.7793992548728286,-0.8,1.0,262.0,939.0,1.0,-71.0,1,-1.0,-1.0
75,75,0.8316142590620031,0.8,-1.0,477.0,536.0,1.0,-93.0,0,-1.0,-1.0
76,76,0.18075794550524116,0.2,-1.0,486.0,626.0,0.0,3888.0,0,-1.0,0.0
77,77,0.544643141188078,0.5,1.0,304.0,525.0,1.0,211.0,1,1.0,1.0
78,78,0.7282971428079362,0.7,-1.0,387.0,645.0,0.0,3968.0,0,-1.0,0.0
79,79,0.23752321559005318,0.2,-1.0,495.0,766.0,0.0,3739.0,0,-1.0,0.0
80,80,-0.08595030301154116,-0.1,-1.0,275.0,654.0,0.0,4071.0,0,1.0,0.0
81,81,0.5033907888691974,0.5,-1.0,414.0,718.0,0.0,3868.0,0,-1.0,0.0
82,82,0.16621248392450216,0.2,1.0,425.0,788.0,1.0,1347.0,1,1.0,1.0
83,83,-0.5461814217354344,-0.5,1.0,359.0,991.0,1.0,-50.0,1,-1.0,-1.0
84,84,-0.3279631782392922,-0.3,-1.0,323.0,947.0,0.0,3730.0,0,1.0,0.0
85,85,0.4371052190171515,0.4,-1.0,420.0,846.0,0.0,3734.0,0,-1.0,0.0
86,86,-0.8447288452608211,-0.8,1.0,266.0,826.0,1.0,-32.0,1,-1.0,-1.0
87,87,0.8750026695980565,0.9,-1.0,272.0,727.0,1.0,-99.0,0,-1.0,-1.0
88,88,0.738937304128897,0.7,-1.0,401.0,628.0,0.0,3971.0,0,-1.0,0.0
89,89,0.5226330016296744,0.5,1.0,377.0,669.0,1.0,284.0,1,1.0,1.0
90,90,-0.1280513274802767,-0.1,-1.0,252.0,944.0,0.0,3804.0,0,1.0,0.0
91,91,0.39621415522806436,0.4,1.0,314.0,539.0,1.0,287.0,1,1.0,1.0
92,92,0.49487781991530355,0.5,1.0,464.0,739.0,1.0,277.0,1,1.0,1.0
93,93,-0.18315968172306651,-0.2,1.0,488.0,720.0,1.0,392.0,1,-1.0,-1.0
94,94,0.03914852424758186,0.0,-1.0,394.0,556.0,1.0,-340.0,0,-1.0,-1.0
95,95,0.15446869729758073,0.2,1.0,283.0,546.0,1.0,2101.0,1,1.0,1.0
96,96,-0.0876406415629929,-0.1,1.0,388.0,936.0,1.0,1086.0,1,-1.0,-1.0
97,97,-0.36083193447217765,-0.4,1.0,490.0,745.0,1.0,95.0,1,-1.0,-1.0
98,98,-0.6530365414338508,-0.7,1.0,371.0,889.0,1.0,-640.0,1,-1.0,-1.0
99,99,0.557852457773992,0.6,-1.0,279.0,555.0,0.0,4166.0,0,-1.0,0.0
100,100,-0.054680347176005006,-0.1,-1.0,467.0,995.0,0.0,3538.0,0,1.0,0.0
101,101,-0.5764142172243641,-0.6,1.0,279.0,908.0,1.0,273.0,1,-1.0,-1.0
102,102,-0.09284144591874821,-0.1,1.0,304.0,675.0,1.0,1491.0,1,-1.0,-1.0
103,103,-0.662377351197507,-0.7,-1.0,415.0,710.0,0.0,3875.0,0,1.0,0.0
104,104,-0.8320118162928729,-0.8,-1.0,303.0,939.0,0.0,3758.0,0,1.0,0.0
105,105,0.5114130621338436,0.5,-1.0,369.0,740.0,0.0,3891.0,0,-1.0,0.0
106,106,0.5247124683883292,0.5,1.0,265.0,559.0,1.0,226.0,1,1.0,1.0
107,107,0.12337065206989906,0.1,-1.0,444.0,807.0,0.0,3749.0,0,-1.0,0.0
108,108,0.06444805437766976,0.1,-1.0,265.0,972.0,0.0,3763.0,0,-1.0,0.0
109,109,-0.28435945078943814,-0.3,1.0,466.0,825.0,1.0,399.0,1,-1.0,-1.0
110,110,-0.5091035318679464,-0.5,1.0,323.0,548.0,1.0,39.0,1,-1.0,-1.0
111,111,0.6516465533105628,0.7,1.0,323.0,722.0,1.0,275.0,1,1.0,1.0
112,112,-0.8394559546354142,-0.8,-1.0,405.0,897.0,0.0,3698.0,0,1.0,0.0
113,113,0.7797129764766361,0.8,-1.0,307.0,655.0,0.0,4038.0,0,-1.0,0.0
114,114,-0.23596724318693751,-0.2,-1.0,423.0,545.0,0.0,4032.0,0,1.0,0.0
115,115,-0.8901359272826485,-0.9,1.0,339.0,904.0,1.0,-433.0,1,-1.0,-1.0
116,116,-0.40268849207530294,-0.4,-1.0,456.0,943.0,0.0,3601.0,0,1.0,0.0
117,117,-0.6647690804748665,-0.7,1.0,486.0,538.0,1.0,156.0,1,-1.0,-1.0
118,118,-0.5707707087363112,-0.6,1.0,344.0,974.0,1.0,-128.0,1,-1.0,-1.0
119,119,-0.8594008337720582,-0.9,-1.0,340.0,740.0,0.0,3920.0,0,1.0,0.0
120,120,0.45331924164219173,0.5,-1.0,329.0,855.0,0.0,3816.0,0,-1.0,0.0
121,121,-0.3919167438216029,-0.4,1.0,496.0,698.0,1.0,226.0,1,-1.0,-1.0
122,122,0.07514134092465896,0.1,1.0,409.0,814.0,0.0,3777.0,0,1.0,0.0
123,123,0.2565517775417069,0.3,-1.0,421.0,634.0,0.0,3945.0,0,-1.0,0.0
124,124,-0.0381431743322419,-0.0,-1.0,451.0,725.0,0.0,3824.0,0,1.0,0.0
125,125,-0.7776373330275707,-0.8,1.0,444.0,522.0,1.0,124.0,1,-1.0,-1.0
126,126,0.8154242647753392,0.8,-1.0,485.0,597.0,0.0,3918.0,0,-1.0,0.0
127,127,-0.22439938876670484,-0.2,1.0,336.0,916.0,1.0,218.0,1,-1.0,-1.0
128,128,0.7547991703841915,0.8,1.0,319.0,748.0,1.0,53.0,1,1.0,1.0
129,129,-0.039047827346374464,-0.0,1.0,474.0,708.0,1.0,218.0,1,-1.0,-1.0
130,130,-0.661313017175138,-0.7,-1.0,274.0,708.0,0.0,4018.0,0,1.0,0.0
131,131,-0.012342957329441018,-0.0,-1.0,269.0,659.0,0.0,4072.0,0,1.0,0.0
132,132,0.14138541483395428,0.1,-1.0,341.0,731.0,1.0,-472.0,0,-1.0,-1.0
133,133,-0.014238852768670207,-0.0,-1.0,432.0,937.0,0.0,3631.0,0,1.0,0.0
134,134,0.7210408939979437,0.7,1.0,426.0,928.0,1.0,56.0,1,1.0,1.0
135,135,-0.62800083861023,-0.6,-1.0,460.0,856.0,0.0,3684.0,0,1.0,0.0
136,136,0.45775684202811207,0.5,-1.0,412.0,980.0,1.0,-682.0,0,-1.0,-1.0
137,137,-0.6567555624624111,-0.7,-1.0,283.0,550.0,0.0,4167.0,0,1.0,0.0
138,138,0.21233824436932724,0.2,1.0,464.0,798.0,1.0,708.0,1,1.0,1.0
139,139,0.5334626417995493,0.5,-1.0,496.0,659.0,0.0,3845.0,0,-1.0,0.0
140,140,-0.8926373980318001,-0.9,-1.0,428.0,772.0,0.0,3800.0,0,1.0,0.0
141,141,0.7024750366767477,0.7,1.0,350.0,529.0,1.0,-839.0,1,1.0,1.0
142,142,0.781487765311731,0.8,-1.0,492.0,739.0,1.0,-501.0,0,-1.0,-1.0
143,143,-0.15396612897917306,-0.2,1.0,347.0,732.0,1.0,-19.0,1,-1.0,-1.0
144,144,-0.7144170004622579,-0.7,-1.0,321.0,722.0,0.0,3957.0,0,1.0,0.0
145,145,0.24929747606363806,0.2,-1.0,312.0,533.0,0.0,4155.0,0,-1.0,0.0
146,146,-0.069683828531108,-0.1,1.0,316.0,645.0,1.0,119.0,1,-1.0,-1.0
147,147,-0.45545545881389127,-0.5,-1.0,482.0,667.0,0.0,3851.0,0,1.0,0.0
148,148,-0.08379289216423125,-0.1,1.0,359.0,710.0,1.0,-349.0,1,-1.0,-1.0
149,149,0.36345808269092184,0.4,-1.0,336.0,982.0,0.0,3682.0,0,-1.0,0.0
150,150,-0.19849803425201606,-0.2,-1.0,446.0,863.0,0.0,3691.0,0,1.0,0.0
151,151,-0.1261706891087233,-0.1,1.0,280.0,671.0,1.0,689.0,1,-1.0,-1.0
152,152,0.49259465643279643,0.5,1.0,355.0,565.0,1.0,80.0,1,1.0,1.0
153,153,0.8248112641253164,0.8,-1.0,499.0,912.0,0.0,3589.0,0,-1.0,0.0
154,154,0.18025846797167377,0.2,-1.0,452.0,628.0,0.0,3920.0,0,-1.0,0.0
155,155,-0.7461624058923861,-0.7,-1.0,372.0,679.0,0.0,3949.0,0,1.0,0.0
156,156,0.6379781398757339,0.6,-1.0,333.0,642.0,0.0,4025.0,0,-1.0,0.0
157,157,-0.497683091086496,-0.5,-1.0,433.0,521.0,1.0,-744.0,0,1.0,1.0
158,158,0.21581454803657818,0.2,1.0,311.0,663.0,1.0,1016.0,1,1.0,1.0
159,159,-0.39861484672433156,-0.4,-1.0,384.0,554.0,0.0,4062.0,0,1.0,0.0
160,160,0.09788271258590808,0.1,-1.0,452.0,958.0,1.0,-640.0,0,-1.0,-1.0
161,161,0.5128347759521937,0.5,1.0,363.0,971.0,1.0,376.0,1,1.0,1.0
162,162,0.7683512410946404,0.8,1.0,486.0,770.0,1.0,134.0,1,1.0,1.0
163,163,-0.7985973527070146,-0.8,-1.0,446.0,879.0,0.0,3675.0,0,1.0,0.0
164,164,0.6985493315629253,0.7,-1.0,314.0,861.0,1.0,-765.0,0,-1.0,-1.0
165,165,-0.7902132656530749,-0.8,-1.0,469.0,568.0,0.0,3963.0,0,1.0,0.0
166,166,-0.3023016479940087,-0.3,-1.0,310.0,905.0,0.0,3785.0,0,1.0,0.0
167,167,0.1895351948302374,0.2,1.0,261.0,515.0,1.0,254.0,1,1.0,1.0
168,168,-0.28229241951809647,-0.3,1.0,319.0,788.0,1.0,103.0,1,-1.0,-1.0
169,169,0.6697765874099532,0.7,1.0,322.0,629.0,1.0,339.0,1,1.0,1.0
170,170,0.4342903095866827,0.4,1.0,434.0,641.0,1.0,-955.0,1,1.0,1.0
171,171,0.44628890167371404,0.4,-1.0,292.0,696.0,1.0,-178.0,0,-1.0,-1.0
172,172,0.896218446995758,0.9,1.0,423.0,761.0,1.0,146.0,1,1.0,1.0
173,173,0.03157113622897012,0.0,-1.0,440.0,990.0,1.0,-1080.0,0,-1.0,-1.0
174,174,0.634103672509197,0.6,1.0,398.0,730.0,1.0,222.0,1,1.0,1.0
175,175,-0.13104264606762994,-0.1,-1.0,454.0,830.0,0.0,3716.0,0,1.0,0.0
176,176,-0.7569771980358396,-0.8,-1.0,266.0,812.0,0.0,3922.0,0,1.0,0.0
177,177,-0.25452636403840945,-0.3,1.0,402.0,631.0,1.0,-463.0,1,-1.0,-1.0
178,178,-0.3727751138886358,-0.4,-1.0,311.0,889.0,0.0,3800.0,0,1.0,0.0
179,179,-0.6891539380391256,-0.7,-1.0,337.0,735.0,0.0,3928.0,0,1.0,0.0
180,180,-0.0770420466131021,-0.1,-1.0,306.0,975.0,0.0,3719.0,0,1.0,0.0
181,181,0.5906357848447671,0.6,1.0,356.0,951.0,1.0,273.0,1,1.0,1.0
182,182,0.04348027936690568,0.0,1.0,401.0,647.0,0.0,3952.0,0,1.0,0.0
183,183,0.755548376489216,0.8,-1.0,410.0,696.0,0.0,3894.0,0,-1.0,0.0
184,184,0.3374682056519166,0.3,-1.0,390.0,526.0,0.0,4084.0,0,-1.0,0.0
185,185,-0.415768926987418,-0.4,1.0,380.0,500.0,1.0,200.0,1,-1.0,-1.0
186,186,-0.06289647791973818,-0.1,-1.0,307.0,746.0,0.0,3947.0,0,1.0,0.0
187,187,0.8657418456278584,0.9,-1.0,277.0,905.0,1.0,-632.0,0,-1.0,-1.0
188,188,-0.8371008833685681,-0.8,1.0,319.0,525.0,1.0,186.0,1,-1.0,-1.0
189,189,0.38135051359637184,0.4,-1.0,385.0,693.0,1.0,-348.0,0,-1.0,-1.0
190,190,-0.4739533579724158,-0.5,-1.0,426.0,975.0,0.0,3599.0,0,1.0,0.0
191,191,0.8144603175185589,0.8,-1.0,485.0,749.0,0.0,3766.0,0,-1.0,0.0
192,192,-0.5121295974618023,-0.5,1.0,360.0,532.0,1.0,928.0,1,-1.0,-1.0
193,193,0.8096824511824375,0.8,1.0,345.0,587.0,1.0,98.0,1,1.0,1.0
194,194,0.31092698264583507,0.3,-1.0,262.0,798.0,1.0,-100.0,0,-1.0,-1.0
195,195,0.4499923078777138,0.4,1.0,360.0,508.0,1.0,262.0,1,1.0,1.0
196,196,0.7998939645977604,0.8,-1.0,478.0,925.0,1.0,-553.0,0,-1.0,-1.0
197,197,0.002207309212756914,0.0,-1.0,465.0,576.0,0.0,3959.0,0,-1.0,0.0
198,198,0.8271161346337567,0.8,-1.0,285.0,865.0,0.0,3850.0,0,-1.0,0.0
199,199,0.8450089868138461,0.8,1.0,258.0,750.0,1.0,152.0,1,1.0,1.0
200,200,0.6421715348942721,0.6,1.0,271.0,660.0,1.0,289.0,1,1.0,1.0
201,201,0.24850372733446335,0.2,1.0,409.0,850.0,1.0,421.0,1,1.0,1.0
202,202,-0.39817809420491546,-0.4,-1.0,477.0,923.0,0.0,3600.0,0,1.0,0.0
203,203,0.40719798557891396,0.4,1.0,488.0,900.0,1.0,352.0,1,1.0,1.0
204,204,0.12423805537562449,0.1,-1.0,390.0,994.0,0.0,3616.0,0,-1.0,0.0
205,205,-0.1444878667867353,-0.1,-1.0,451.0,608.0,0.0,3941.0,0,1.0,0.0
206,206,-0.22818513861628031,-0.2,-1.0,437.0,503.0,0.0,4060.0,0,1.0,0.0
207,207,0.6355073490002133,0.6,-1.0,455.0,902.0,1.0,-497.0,0,-1.0,-1.0
208,208,0.05704139438488376,0.1,-1.0,348.0,680.0,1.0,2262.0,0,-1.0,-1.0
209,209,0.3345027790117806,0.3,-1.0,489.0,804.0,0.0,3707.0,0,-1.0,0.0
210,210,-0.6923784009566136,-0.7,1.0,451.0,825.0,1.0,264.0,1,-1.0,-1.0
211,211,-0.3275661554144833,-0.3,1.0,272.0,513.0,1.0,-5.0,1,-1.0,-1.0
212,212,-0.47679813999495013,-0.5,-1.0,365.0,879.0,0.0,3756.0,0,1.0,0.0
213,213,-0.3651148548049189,-0.4,1.0,298.0,611.0,1.0,-49.0,1,-1.0,-1.0
214,214,0.12048544353105994,0.1,-1.0,415.0,860.0,1.0,-125.0,0,-1.0,-1.0
215,215,0.2743259920284341,0.3,-1.0,468.0,640.0,0.0,3892.0,0,-1.0,0.0
216,216,-0.2278875081131121,-0.2,-1.0,406.0,981.0,0.0,3613.0,0,1.0,0.0
217,217,0.6693661457204622,0.7,1.0,423.0,765.0,1.0,182.0,1,1.0,1.0
218,218,0.40835268282091464,0.4,-1.0,359.0,555.0,0.0,4086.0,0,-1.0,0.0
219,219,-0.8272008097484078,-0.8,1.0,290.0,980.0,1.0,-760.0,1,-1.0,-1.0
220,220,0.8353654010657671,0.8,-1.0,451.0,698.0,1.0,-319.0,0,-1.0,-1.0
221,221,0.37084301058864166,0.4,-1.0,332.0,747.0,1.0,-559.0,0,-1.0,-1.0
222,222,0.22739936149247753,0.2,1.0,373.0,754.0,1.0,753.0,1,1.0,1.0
223,223,-0.24279064228252245,-0.2,-1.0,498.0,794.0,0.0,3708.0,0,1.0,0.0
224,224,-0.4564450384929571,-0.5,-1.0,485.0,826.0,0.0,3689.0,0,1.0,0.0
225,225,0.17420826873653972,0.2,-1.0,442.0,944.0,0.0,3614.0,0,-1.0,0.0
226,226,0.7783303090396078,0.8,1.0,272.0,689.0,1.0,189.0,1,1.0,1.0
227,227,-0.6120638554837234,-0.6,1.0,305.0,831.0,1.0,104.0,1,-1.0,-1.0
228,228,0.0502356681347047,0.1,-1.0,460.0,914.0,1.0,-404.0,0,-1.0,-1.0
229,229,-0.7337349751720306,-0.7,1.0,379.0,552.0,1.0,-341.0,1,-1.0,-1.0
230,230,-0.3122729274362126,-0.3,1.0,487.0,692.0,1.0,-419.0,1,-1.0,-1.0
231,231,0.16570546281945864,0.2,-1.0,306.0,568.0,0.0,4126.0,0,-1.0,0.0
232,232,0.14809652461581313,0.1,-1.0,405.0,931.0,1.0,-1026.0,0,-1.0,-1.0
233,233,-0.1715844024441906,-0.2,-1.0,288.0,982.0,0.0,3730.0,0,1.0,0.0
234,234,0.013702486615912446,0.0,1.0,356.0,835.0,1.0,589.0,1,1.0,1.0
235,235,-0.32421769079966234,-0.3,-1.0,420.0,912.0,0.0,3668.0,0,1.0,0.0
236,236,0.45079737347911275,0.5,-1.0,389.0,944.0,0.0,3667.0,0,-1.0,0.0
237,237,-0.7494984724366273,-0.7,-1.0,416.0,665.0,0.0,3919.0,0,1.0,0.0
238,238,0.05016325330950844,0.1,-1.0,292.0,769.0,1.0,2229.0,0,-1.0,-1.0
239,239,-0.6716551304126059,-0.7,1.0,331.0,595.0,1.0,144.0,1,-1.0,-1.0
240,240,-0.5673340727696037,-0.6,1.0,337.0,807.0,1.0,516.0,1,-1.0,-1.0
241,241,0.6191751952270591,0.6,1.0,422.0,923.0,1.0,115.0,1,1.0,1.0
242,242,-0.13785107445309275,-0.1,-1.0,362.0,504.0,0.0,4134.0,0,1.0,0.0
243,243,0.14961577126193493,0.1,-1.0,348.0,525.0,1.0,-133.0,0,-1.0,-1.0
244,244,0.06920347470672306,0.1,1.0,365.0,643.0,0.0,3992.0,0,1.0,0.0
245,245,-0.5579937600266751,-0.6,-1.0,452.0,727.0,0.0,3821.0,0,1.0,0.0
246,246,-0.7082530637015227,-0.7,1.0,404.0,823.0,1.0,53.0,1,-1.0,-1.0
247,247,-0.6845996212563855,-0.7,1.0,297.0,721.0,1.0,-218.0,1,-1.0,-1.0
248,248,-0.4579176114773107,-0.5,-1.0,327.0,515.0,0.0,4158.0,0,1.0,0.0
249,249,0.014938354476067062,0.0,-1.0,489.0,870.0,1.0,-139.0,0,-1.0,-1.0
250,250,0.16327590006970916,0.2,1.0,255.0,696.0,1.0,1179.0,1,1.0,1.0
251,251,0.37253728536234576,0.4,-1.0,309.0,852.0,0.0,3839.0,0,-1.0,0.0
252,252,0.013691685999499992,0.0,-1.0,361.0,603.0,1.0,686.0,0,-1.0,-1.0
253,253,0.6462202010560508,0.6,1.0,259.0,541.0,1.0,210.0,1,1.0,1.0
254,254,0.8066747420824182,0.8,1.0,376.0,783.0,1.0,191.0,1,1.0,1.0
255,255,-0.06431004543837371,-0.1,1.0,264.0,616.0,0.0,4120.0,0,-1.0,0.0
256,256,-0.7856273902575742,-0.8,-1.0,388.0,785.0,0.0,3827.0,0,1.0,0.0
257,257,0.4601382846494154,0.5,-1.0,340.0,823.0,1.0,-273.0,0,-1.0,-1.0
258,258,-0.2276547412700929,-0.2,1.0,490.0,632.0,1.0,-482.0,1,-1.0,-1.0
259,259,0.7265099764129291,0.7,1.0,490.0,531.0,1.0,249.0,1,1.0,1.0
260,260,-0.3741214878070249,-0.4,-1.0,428.0,691.0,0.0,3881.0,0,1.0,0.0
261,261,0.05842204929258521,0.1,1.0,487.0,655.0,1.0,888.0,1,1.0,1.0
262,262,0.15003586167452843,0.2,1.0,420.0,655.0,1.0,995.0,1,1.0,1.0
263,263,-0.4067311328733678,-0.4,1.0,440.0,630.0,1.0,520.0,1,-1.0,-1.0
264,264,0.6396331707032187,0.6,1.0,305.0,934.0,1.0,251.0,1,1.0,1.0
265,265,-0.25962874306463724,-0.3,-1.0,403.0,610.0,0.0,3987.0,0,1.0,0.0
266,266,-0.04741338895909164,-0.0,-1.0,283.0,649.0,0.0,4068.0,0,1.0,0.0
267,267,0.8029936957267428,0.8,-1.0,316.0,785.0,0.0,3899.0,0,-1.0,0.0
268,268,0.25052208827518696,0.3,1.0,253.0,966.0,1.0,711.0,1,1.0,1.0
269,269,0.24512852159971288,0.2,1.0,422.0,880.0,1.0,728.0,1,1.0,1.0
270,270,0.39819675661705645,0.4,-1.0,387.0,948.0,0.0,3665.0,0,-1.0,0.0
271,271,0.12240877744727008,0.1,-1.0,487.0,558.0,1.0,-185.0,0,-1.0,-1.0
272,272,0.18853333888330337,0.2,1.0,457.0,985.0,1.0,478.0,1,1.0,1.0
273,273,-0.21647507887432238,-0.2,1.0,366.0,803.0,1.0,541.0,1,-1.0,-1.0
274,274,-0.3573319344291167,-0.4,-1.0,428.0,515.0,1.0,-493.0,0,1.0,1.0
275,275,0.1471987382835095,0.1,-1.0,345.0,926.0,0.0,3729.0,0,-1.0,0.0
276,276,-0.04089888193604818,-0.0,1.0,487.0,510.0,1.0,1443.0,1,-1.0,-1.0
277,277,-0.5406717370766982,-0.5,1.0,416.0,857.0,1.0,-493.0,1,-1.0,-1.0
