,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,configuration,chosen_color
2445,2445,-0.6001998005495175,-0.6,-1.0,495.0,562.0,0.0,3943.0,0,1.0,0.0
2446,2446,0.1658374616955779,0.2,1.0,486.0,583.0,1.0,301.0,1,1.0,1.0
2447,2447,0.15738699430453884,0.2,-1.0,429.0,708.0,0.0,3863.0,0,-1.0,0.0
2448,2448,0.6633033677256593,0.7,-1.0,427.0,751.0,1.0,-18.0,0,-1.0,-1.0
2449,2449,0.14795378553687788,0.1,-1.0,351.0,632.0,0.0,4017.0,0,-1.0,0.0
2450,2450,-0.27400499305224835,-0.3,-1.0,305.0,726.0,0.0,3969.0,0,1.0,0.0
2451,2451,-0.5351887434846881,-0.5,1.0,410.0,797.0,1.0,243.0,1,-1.0,-1.0
2452,2452,0.4571927313402716,0.5,1.0,480.0,728.0,1.0,372.0,1,1.0,1.0
2453,2453,-0.3060197315903561,-0.3,1.0,320.0,780.0,1.0,570.0,1,-1.0,-1.0
2454,2454,0.11398062891459426,0.1,1.0,250.0,921.0,1.0,3369.0,1,1.0,1.0
2455,2455,-0.795082262618666,-0.8,1.0,408.0,692.0,1.0,170.0,1,-1.0,-1.0
2456,2456,-0.8309780178424672,-0.8,1.0,401.0,931.0,1.0,248.0,1,-1.0,-1.0
2457,2457,0.7973497638753962,0.8,-1.0,372.0,840.0,0.0,3788.0,0,-1.0,0.0
2458,2458,-0.23973936809166918,-0.2,-1.0,371.0,640.0,0.0,3989.0,0,1.0,0.0
2459,2459,-0.32957691729905414,-0.3,1.0,478.0,785.0,1.0,-43.0,1,-1.0,-1.0
2460,2460,-0.591720863486406,-0.6,1.0,435.0,845.0,1.0,220.0,1,-1.0,-1.0
2461,2461,-0.08495096560869075,-0.1,1.0,388.0,628.0,1.0,524.0,1,-1.0,-1.0
2462,2462,0.52018749131593,0.5,-1.0,272.0,758.0,0.0,3970.0,0,-1.0,0.0
2463,2463,0.059758226790142865,0.1,1.0,400.0,696.0,1.0,964.0,1,1.0,1.0
2464,2464,-0.8263009102085078,-0.8,-1.0,432.0,597.0,0.0,3971.0,0,1.0,0.0
2465,2465,-0.7999347485682038,-0.8,-1.0,487.0,927.0,0.0,3586.0,0,1.0,0.0
2466,2466,-0.4777204512704012,-0.5,1.0,306.0,831.0,1.0,223.0,1,-1.0,-1.0
2467,2467,0.08082175210837927,0.1,-1.0,364.0,593.0,0.0,4043.0,0,-1.0,0.0
2468,2468,-0.4214934644821133,-0.4,-1.0,425.0,722.0,0.0,3853.0,0,1.0,0.0
2469,2469,0.5146813590191598,0.5,1.0,438.0,863.0,1.0,239.0,1,1.0,1.0
2470,2470,-0.5009453541635921,-0.5,1.0,461.0,917.0,1.0,-848.0,1,-1.0,-1.0
2471,2471,-0.489893635255463,-0.5,1.0,349.0,510.0,1.0,-269.0,1,-1.0,-1.0
2472,2472,0.7232921907073219,0.7,-1.0,306.0,794.0,0.0,3900.0,0,-1.0,0.0
2473,2473,0.4974154191420873,0.5,-1.0,360.0,558.0,0.0,4082.0,0,-1.0,0.0
2474,2474,0.10434413078137317,0.1,1.0,251.0,627.0,0.0,4122.0,0,1.0,0.0
2475,2475,-0.4025059331452087,-0.4,-1.0,468.0,774.0,0.0,3758.0,0,1.0,0.0
2476,2476,0.004600105108071628,0.0,-1.0,413.0,720.0,1.0,157.0,0,-1.0,-1.0
2477,2477,0.23940545570133576,0.2,1.0,350.0,524.0,1.0,296.0,1,1.0,1.0
2478,2478,0.513106109850055,0.5,1.0,350.0,960.0,1.0,150.0,1,1.0,1.0
2479,2479,0.5569367357927592,0.6,-1.0,386.0,865.0,0.0,3749.0,0,-1.0,0.0
2480,2480,-0.4409168926446201,-0.4,1.0,380.0,675.0,1.0,315.0,1,-1.0,-1.0
2481,2481,-0.3784305866889198,-0.4,1.0,461.0,742.0,1.0,-463.0,1,-1.0,-1.0
2482,2482,0.0781388473223088,0.1,1.0,464.0,808.0,1.0,2648.0,1,1.0,1.0
2483,2483,0.5515836514638196,0.6,1.0,258.0,865.0,1.0,267.0,1,1.0,1.0
2484,2484,0.4388253346575278,0.4,-1.0,359.0,886.0,1.0,-75.0,0,-1.0,-1.0
2485,2485,-0.21194820545442306,-0.2,-1.0,311.0,672.0,0.0,4017.0,0,1.0,0.0
2486,2486,-0.7530212330705413,-0.8,1.0,422.0,814.0,1.0,-396.0,1,-1.0,-1.0
2487,2487,0.11179814607304894,0.1,-1.0,382.0,983.0,0.0,3635.0,0,-1.0,0.0
2488,2488,-0.027204208017724052,-0.0,1.0,454.0,689.0,1.0,47.0,1,-1.0,-1.0
2489,2489,-0.7875829437710037,-0.8,1.0,479.0,901.0,1.0,390.0,1,-1.0,-1.0
2490,2490,-0.27828486387053664,-0.3,1.0,295.0,921.0,1.0,424.0,1,-1.0,-1.0
2491,2491,0.07226916099694236,0.1,-1.0,479.0,872.0,1.0,-761.0,0,-1.0,-1.0
2492,2492,-0.7491721618902505,-0.7,-1.0,260.0,806.0,0.0,3934.0,0,1.0,0.0
2493,2493,0.6376715345511738,0.6,1.0,413.0,818.0,1.0,189.0,1,1.0,1.0
2494,2494,0.21383594261484673,0.2,-1.0,299.0,836.0,1.0,-565.0,0,-1.0,-1.0
2495,2495,-0.2211294187222379,-0.2,-1.0,332.0,871.0,0.0,3797.0,0,1.0,0.0
2496,2496,0.59165953123471,0.6,1.0,491.0,757.0,1.0,102.0,1,1.0,1.0
2497,2497,0.8314951109379151,0.8,1.0,333.0,587.0,1.0,180.0,1,1.0,1.0
2498,2498,0.8484482248557094,0.8,-1.0,301.0,953.0,0.0,3746.0,0,-1.0,0.0
2499,2499,-0.373017762827368,-0.4,-1.0,314.0,709.0,0.0,3977.0,0,1.0,0.0
2500,2500,-0.7236035707008379,-0.7,-1.0,499.0,699.0,0.0,3802.0,0,1.0,0.0
2501,2501,-0.2162565494398403,-0.2,1.0,422.0,784.0,1.0,634.0,1,-1.0,-1.0
2502,2502,0.33669448625795717,0.3,-1.0,405.0,989.0,0.0,3606.0,0,-1.0,0.0
2503,2503,0.06477863954832119,0.1,-1.0,459.0,584.0,0.0,3957.0,0,-1.0,0.0
2504,2504,0.5317104781047194,0.5,1.0,356.0,527.0,1.0,347.0,1,1.0,1.0
2505,2505,0.5603330986020753,0.6,1.0,458.0,983.0,1.0,169.0,1,1.0,1.0
2506,2506,0.5142253473919461,0.5,1.0,279.0,575.0,1.0,96.0,1,1.0,1.0
2507,2507,-0.7238690124889335,-0.7,-1.0,474.0,714.0,0.0,3812.0,0,1.0,0.0
2508,2508,-0.013990341322048905,-0.0,-1.0,354.0,961.0,0.0,3685.0,0,1.0,0.0
2509,2509,-0.6618291597918152,-0.7,1.0,290.0,841.0,1.0,479.0,1,-1.0,-1.0
2510,2510,0.6221807464685581,0.6,1.0,476.0,746.0,1.0,198.0,1,1.0,1.0
2511,2511,-0.846001863337227,-0.8,1.0,288.0,678.0,1.0,54.0,1,-1.0,-1.0
2512,2512,-0.13906339250074884,-0.1,-1.0,304.0,595.0,0.0,4101.0,0,1.0,0.0
2513,2513,-0.380096818694317,-0.4,1.0,455.0,549.0,1.0,446.0,1,-1.0,-1.0
2514,2514,0.18687398667351596,0.2,-1.0,293.0,800.0,0.0,3907.0,0,-1.0,0.0
2515,2515,0.14906082088437922,0.1,1.0,341.0,664.0,1.0,795.0,1,1.0,1.0
2516,2516,0.40565664608133123,0.4,-1.0,366.0,572.0,1.0,-118.0,0,-1.0,-1.0
2517,2517,-0.020471827216762883,-0.0,1.0,354.0,541.0,1.0,-295.0,1,-1.0,-1.0
2518,2518,0.8451970737537947,0.8,-1.0,372.0,906.0,1.0,-678.0,0,-1.0,-1.0
2519,2519,-0.6556602876249237,-0.7,1.0,460.0,514.0,1.0,136.0,1,-1.0,-1.0
2520,2520,-0.06321491007604463,-0.1,-1.0,483.0,806.0,0.0,3711.0,0,1.0,0.0
2521,2521,-0.35372712897690517,-0.4,-1.0,372.0,828.0,0.0,3800.0,0,1.0,0.0
2522,2522,-0.6233275994196243,-0.6,1.0,415.0,740.0,1.0,245.0,1,-1.0,-1.0
2523,2523,0.8802038851375659,0.9,-1.0,268.0,977.0,1.0,-705.0,0,-1.0,-1.0
2524,2524,0.14008504741404482,0.1,1.0,253.0,730.0,1.0,1607.0,1,1.0,1.0
2525,2525,-0.6100226369307777,-0.6,-1.0,425.0,584.0,0.0,3991.0,0,1.0,0.0
2526,2526,0.8224464088445295,0.8,-1.0,329.0,962.0,1.0,-551.0,0,-1.0,-1.0
2527,2527,0.7561796554715917,0.8,1.0,475.0,742.0,1.0,113.0,1,1.0,1.0
2528,2528,-0.7352920833264627,-0.7,-1.0,469.0,827.0,0.0,3704.0,0,1.0,0.0
2529,2529,0.6555569901066464,0.7,1.0,310.0,929.0,1.0,151.0,1,1.0,1.0
2530,2530,-0.5987014667708237,-0.6,1.0,372.0,624.0,1.0,244.0,1,-1.0,-1.0
2531,2531,0.020563370481815446,0.0,1.0,427.0,608.0,0.0,3965.0,0,1.0,0.0
2532,2532,0.24003190684689046,0.2,1.0,307.0,911.0,1.0,602.0,1,1.0,1.0
2533,2533,-0.12411965660722413,-0.1,1.0,432.0,940.0,1.0,318.0,1,-1.0,-1.0
2534,2534,-0.5821088375200645,-0.6,1.0,253.0,617.0,1.0,270.0,1,-1.0,-1.0
2535,2535,0.3478820913962023,0.3,-1.0,440.0,506.0,0.0,4054.0,0,-1.0,0.0
2536,2536,-0.10424949672035178,-0.1,-1.0,300.0,652.0,0.0,4048.0,0,1.0,0.0
2537,2537,-0.6911308943975564,-0.7,-1.0,484.0,564.0,1.0,-588.0,0,1.0,1.0
2538,2538,0.2579214264115449,0.3,1.0,338.0,815.0,1.0,967.0,1,1.0,1.0
2539,2539,0.6494329064095689,0.6,-1.0,283.0,986.0,0.0,3731.0,0,-1.0,0.0
2540,2540,-0.18025059544173871,-0.2,1.0,274.0,776.0,1.0,340.0,1,-1.0,-1.0
2541,2541,-0.5138236481635099,-0.5,-1.0,275.0,875.0,0.0,3850.0,0,1.0,0.0
2542,2542,-0.513910015915459,-0.5,-1.0,317.0,871.0,0.0,3812.0,0,1.0,0.0
2543,2543,0.3189388077999621,0.3,1.0,441.0,875.0,1.0,254.0,1,1.0,1.0
2544,2544,-0.351459268646674,-0.4,-1.0,340.0,737.0,0.0,3923.0,0,1.0,0.0
2545,2545,-0.2357711014155054,-0.2,-1.0,463.0,796.0,0.0,3741.0,0,1.0,0.0
2546,2546,0.5460022746318577,0.5,-1.0,360.0,727.0,0.0,3913.0,0,-1.0,0.0
2547,2547,0.288287319702219,0.3,-1.0,304.0,759.0,1.0,-473.0,0,-1.0,-1.0
2548,2548,-0.8965714740063545,-0.9,1.0,365.0,942.0,1.0,-77.0,1,-1.0,-1.0
2549,2549,0.04068106361356694,0.0,-1.0,489.0,500.0,1.0,3761.0,0,-1.0,-1.0
2550,2550,-0.890107235091471,-0.9,-1.0,456.0,503.0,0.0,4041.0,0,1.0,0.0
2551,2551,-0.23543919568464056,-0.2,1.0,495.0,612.0,1.0,393.0,1,-1.0,-1.0
2552,2552,-0.3866313325133921,-0.4,1.0,360.0,671.0,1.0,169.0,1,-1.0,-1.0
2553,2553,0.18149472917496545,0.2,1.0,453.0,620.0,1.0,607.0,1,1.0,1.0
2554,2554,0.8341221875401125,0.8,1.0,451.0,700.0,1.0,79.0,1,1.0,1.0
2555,2555,-0.5876200061666295,-0.6,-1.0,437.0,661.0,0.0,3902.0,0,1.0,0.0
2556,2556,0.874341784189285,0.9,-1.0,256.0,817.0,0.0,3927.0,0,-1.0,0.0
2557,2557,0.30240465362339874,0.3,1.0,351.0,769.0,1.0,410.0,1,1.0,1.0
2558,2558,-0.8416443509379595,-0.8,-1.0,470.0,507.0,0.0,4023.0,0,1.0,0.0
2559,2559,-0.8564822080137438,-0.9,-1.0,463.0,833.0,0.0,3704.0,0,1.0,0.0
2560,2560,0.20626654883549633,0.2,-1.0,481.0,986.0,0.0,3533.0,0,-1.0,0.0
2561,2561,0.4274515447868351,0.4,-1.0,451.0,683.0,0.0,3866.0,0,-1.0,0.0
2562,2562,-0.15475503836542792,-0.2,-1.0,382.0,930.0,0.0,3688.0,0,1.0,0.0
2563,2563,0.3992851188098153,0.4,1.0,409.0,916.0,1.0,265.0,1,1.0,1.0
2564,2564,0.6246699244072483,0.6,-1.0,490.0,865.0,0.0,3645.0,0,-1.0,0.0
2565,2565,-0.25736860398033534,-0.3,1.0,477.0,544.0,1.0,239.0,1,-1.0,-1.0
2566,2566,-0.11884865898021224,-0.1,-1.0,332.0,996.0,0.0,3672.0,0,1.0,0.0
2567,2567,-0.45490489263541195,-0.5,1.0,326.0,737.0,1.0,137.0,1,-1.0,-1.0
2568,2568,-0.4921578152789326,-0.5,-1.0,326.0,969.0,0.0,3705.0,0,1.0,0.0
2569,2569,-0.8224066636108763,-0.8,1.0,353.0,628.0,1.0,189.0,1,-1.0,-1.0
2570,2570,0.6488427730802414,0.6,1.0,422.0,530.0,1.0,158.0,1,1.0,1.0
2571,2571,0.3589969226969906,0.4,1.0,339.0,636.0,1.0,385.0,1,1.0,1.0
2572,2572,-0.3018068667726317,-0.3,-1.0,377.0,585.0,0.0,4038.0,0,1.0,0.0
2573,2573,0.8571271212238544,0.9,-1.0,280.0,742.0,1.0,-522.0,0,-1.0,-1.0
2574,2574,0.48328590040096453,0.5,1.0,345.0,960.0,1.0,235.0,1,1.0,1.0
2575,2575,-0.5100362221116086,-0.5,-1.0,479.0,907.0,0.0,3614.0,0,1.0,0.0
2576,2576,-0.466714307672854,-0.5,-1.0,435.0,635.0,0.0,3930.0,0,1.0,0.0
2577,2577,-0.005668169908586762,-0.0,1.0,491.0,576.0,1.0,1043.0,1,-1.0,-1.0
2578,2578,0.8284184676461567,0.8,-1.0,376.0,682.0,0.0,3942.0,0,-1.0,0.0
2579,2579,0.7879538403354441,0.8,1.0,413.0,612.0,1.0,105.0,1,1.0,1.0
2580,2580,-0.4960189585555884,-0.5,-1.0,266.0,737.0,0.0,3997.0,0,1.0,0.0
2581,2581,0.09426761260310745,0.1,-1.0,431.0,726.0,1.0,-487.0,0,-1.0,-1.0
2582,2582,0.3258454721875975,0.3,-1.0,473.0,829.0,1.0,-602.0,0,-1.0,-1.0
2583,2583,0.4528901459839171,0.5,-1.0,452.0,833.0,1.0,-25.0,0,-1.0,-1.0
2584,2584,0.7043450471819607,0.7,1.0,276.0,565.0,1.0,119.0,1,1.0,1.0
2585,2585,0.8367806071659957,0.8,1.0,278.0,956.0,1.0,66.0,1,1.0,1.0
2586,2586,-0.36623813952565787,-0.4,-1.0,463.0,915.0,0.0,3622.0,0,1.0,0.0
2587,2587,-0.6784517096504812,-0.7,-1.0,350.0,771.0,0.0,3879.0,0,1.0,0.0
2588,2588,-0.7835428542990128,-0.8,-1.0,406.0,614.0,0.0,3980.0,0,1.0,0.0
2589,2589,-0.8782544417389788,-0.9,-1.0,299.0,513.0,0.0,4188.0,0,1.0,0.0
2590,2590,-0.41936713875818693,-0.4,-1.0,332.0,975.0,0.0,3693.0,0,1.0,0.0
2591,2591,-0.8370309969571614,-0.8,-1.0,404.0,616.0,0.0,3980.0,0,1.0,0.0
2592,2592,0.16439932639761945,0.2,1.0,273.0,961.0,1.0,1256.0,1,1.0,1.0
2593,2593,-0.6775011874146741,-0.7,1.0,322.0,532.0,1.0,106.0,1,-1.0,-1.0
2594,2594,-0.775702142119812,-0.8,-1.0,298.0,509.0,0.0,4193.0,0,1.0,0.0
2595,2595,-0.04896145226999571,-0.0,1.0,252.0,581.0,1.0,917.0,1,-1.0,-1.0
2596,2596,-0.7562012932782377,-0.8,-1.0,299.0,558.0,0.0,4143.0,0,1.0,0.0
2597,2597,0.4012748704285217,0.4,-1.0,378.0,540.0,0.0,4082.0,0,-1.0,0.0
2598,2598,-0.4438321921682469,-0.4,-1.0,428.0,965.0,0.0,3607.0,0,1.0,0.0
2599,2599,-0.5229800816830579,-0.5,1.0,280.0,540.0,1.0,100.0,1,-1.0,-1.0
2600,2600,-0.26369553238425003,-0.3,-1.0,280.0,577.0,0.0,4143.0,0,1.0,0.0
2601,2601,-0.8507335956425884,-0.9,-1.0,282.0,998.0,0.0,3720.0,0,1.0,0.0
2602,2602,0.24509041115963648,0.2,-1.0,474.0,828.0,1.0,-672.0,0,-1.0,-1.0
2603,2603,-0.6309976232003807,-0.6,1.0,391.0,586.0,1.0,123.0,1,-1.0,-1.0
2604,2604,0.36805772181310104,0.4,1.0,410.0,724.0,1.0,296.0,1,1.0,1.0
2605,2605,0.27813030822798834,0.3,1.0,278.0,852.0,1.0,580.0,1,1.0,1.0
2606,2606,0.8587825586260497,0.9,-1.0,401.0,846.0,0.0,3753.0,0,-1.0,0.0
2607,2607,0.8568425665234659,0.9,1.0,473.0,784.0,1.0,163.0,1,1.0,1.0
2608,2608,-0.40599842456899465,-0.4,-1.0,439.0,758.0,0.0,3803.0,0,1.0,0.0
2609,2609,0.8478591056352419,0.8,1.0,358.0,868.0,1.0,194.0,1,1.0,1.0
2610,2610,0.020056177825748978,0.0,-1.0,434.0,703.0,0.0,3863.0,0,-1.0,0.0
2611,2611,0.1531124399786833,0.2,1.0,292.0,518.0,0.0,4190.0,0,1.0,0.0
2612,2612,0.6559635627121031,0.7,1.0,444.0,886.0,1.0,160.0,1,1.0,1.0
2613,2613,0.6971270455646345,0.7,-1.0,436.0,985.0,1.0,-231.0,0,-1.0,-1.0
2614,2614,-0.5825505973063687,-0.6,-1.0,366.0,820.0,0.0,3814.0,0,1.0,0.0
2615,2615,0.8724628941701026,0.9,1.0,469.0,706.0,1.0,125.0,1,1.0,1.0
2616,2616,0.34787870208591476,0.3,1.0,416.0,517.0,1.0,297.0,1,1.0,1.0
2617,2617,-0.1832028803587844,-0.2,1.0,450.0,773.0,1.0,-203.0,1,-1.0,-1.0
2618,2618,-0.4887674601170385,-0.5,-1.0,407.0,761.0,0.0,3832.0,0,1.0,0.0
2619,2619,-0.8474854284032564,-0.8,-1.0,410.0,780.0,0.0,3810.0,0,1.0,0.0
2620,2620,-0.4362457363624796,-0.4,-1.0,301.0,576.0,0.0,4123.0,0,1.0,0.0
2621,2621,0.2872147627430345,0.3,-1.0,448.0,926.0,0.0,3626.0,0,-1.0,0.0
2622,2622,0.6225519427065102,0.6,1.0,438.0,731.0,1.0,201.0,1,1.0,1.0
2623,2623,-0.7136584802214558,-0.7,-1.0,481.0,949.0,0.0,3570.0,0,1.0,0.0
2624,2624,0.45989033298048787,0.5,1.0,435.0,565.0,1.0,320.0,1,1.0,1.0
2625,2625,0.8249739905344412,0.8,1.0,295.0,605.0,1.0,60.0,1,1.0,1.0
2626,2626,-0.8492111784453893,-0.8,-1.0,324.0,985.0,0.0,3691.0,0,1.0,0.0
2627,2627,-0.21704437945365795,-0.2,1.0,417.0,990.0,1.0,-407.0,1,-1.0,-1.0
2628,2628,0.8749912957473679,0.9,-1.0,401.0,611.0,1.0,-22.0,0,-1.0,-1.0
2629,2629,0.35252360233574087,0.4,1.0,487.0,885.0,1.0,348.0,1,1.0,1.0
2630,2630,-0.24061042123552379,-0.2,-1.0,480.0,930.0,0.0,3590.0,0,1.0,0.0
2631,2631,-0.10848149301102228,-0.1,-1.0,483.0,958.0,0.0,3559.0,0,1.0,0.0
2632,2632,0.04397553297639478,0.0,1.0,335.0,525.0,0.0,4140.0,0,1.0,0.0
2633,2633,-0.8525699654839383,-0.9,-1.0,427.0,529.0,0.0,4044.0,0,1.0,0.0
2634,2634,0.3169981862767045,0.3,1.0,478.0,837.0,1.0,115.0,1,1.0,1.0
2635,2635,0.11593242048579755,0.1,1.0,376.0,879.0,1.0,3445.0,1,1.0,1.0
2636,2636,0.5974696314519058,0.6,1.0,460.0,796.0,1.0,124.0,1,1.0,1.0
2637,2637,-0.6335979697826613,-0.6,-1.0,469.0,582.0,0.0,3949.0,0,1.0,0.0
2638,2638,-0.6000819930127025,-0.6,-1.0,344.0,914.0,0.0,3742.0,0,1.0,0.0
2639,2639,0.574880899573697,0.6,1.0,469.0,536.0,1.0,105.0,1,1.0,1.0
2640,2640,-0.27222517644155275,-0.3,-1.0,308.0,874.0,0.0,3818.0,0,1.0,0.0
2641,2641,0.40162124014337064,0.4,1.0,330.0,975.0,1.0,345.0,1,1.0,1.0
2642,2642,-0.8420748751344219,-0.8,-1.0,425.0,881.0,0.0,3694.0,0,1.0,0.0
2643,2643,0.4430759558620524,0.4,-1.0,402.0,730.0,0.0,3868.0,0,-1.0,0.0
2644,2644,-0.1627462454455305,-0.2,-1.0,278.0,850.0,0.0,3872.0,0,1.0,0.0
2645,2645,-0.3788335009269421,-0.4,-1.0,297.0,642.0,1.0,-819.0,0,1.0,1.0
2646,2646,-0.0769052813429294,-0.1,1.0,287.0,971.0,1.0,2272.0,1,-1.0,-1.0
2647,2647,-0.3855811020789893,-0.4,-1.0,328.0,614.0,0.0,4058.0,0,1.0,0.0
2648,2648,-0.48875115907802225,-0.5,1.0,269.0,708.0,1.0,183.0,1,-1.0,-1.0
2649,2649,-0.6374501839685556,-0.6,-1.0,483.0,869.0,0.0,3648.0,0,1.0,0.0
2650,2650,0.7463756330034373,0.7,1.0,308.0,970.0,1.0,212.0,1,1.0,1.0
2651,2651,0.5145545063986999,0.5,-1.0,264.0,931.0,0.0,3805.0,0,-1.0,0.0
2652,2652,-0.6112076161492481,-0.6,1.0,337.0,793.0,1.0,-640.0,1,-1.0,-1.0
2653,2653,0.36231095419011783,0.4,1.0,255.0,753.0,1.0,202.0,1,1.0,1.0
2654,2654,-0.43439076994721243,-0.4,-1.0,447.0,741.0,0.0,3812.0,0,1.0,0.0
2655,2655,-0.8217401902265934,-0.8,-1.0,286.0,979.0,0.0,3735.0,0,1.0,0.0
2656,2656,0.33591660142354496,0.3,1.0,477.0,714.0,1.0,319.0,1,1.0,1.0
2657,2657,-0.22818308608711713,-0.2,-1.0,287.0,815.0,0.0,3898.0,0,1.0,0.0
2658,2658,0.38904344268462066,0.4,-1.0,442.0,745.0,1.0,-187.0,0,-1.0,-1.0
2659,2659,0.8357671827216752,0.8,1.0,362.0,787.0,1.0,81.0,1,1.0,1.0
2660,2660,-0.5731640669507458,-0.6,-1.0,467.0,975.0,0.0,3558.0,0,1.0,0.0
2661,2661,0.007028879593160342,0.0,1.0,477.0,735.0,0.0,3788.0,0,1.0,0.0
2662,2662,0.5593483579233128,0.6,-1.0,258.0,543.0,1.0,-51.0,0,-1.0,-1.0
2663,2663,-0.3170964705916215,-0.3,-1.0,356.0,929.0,0.0,3715.0,0,1.0,0.0
2664,2664,-0.22382462663135572,-0.2,-1.0,453.0,757.0,0.0,3790.0,0,1.0,0.0
2665,2665,-0.8540909141847142,-0.9,-1.0,470.0,797.0,0.0,3733.0,0,1.0,0.0
2666,2666,-0.24206725580031208,-0.2,-1.0,468.0,556.0,0.0,3976.0,0,1.0,0.0
2667,2667,0.3296643868418895,0.3,1.0,407.0,803.0,1.0,820.0,1,1.0,1.0
2668,2668,0.32483842499488247,0.3,1.0,265.0,930.0,1.0,265.0,1,1.0,1.0
2669,2669,-0.19979223933166446,-0.2,-1.0,285.0,620.0,0.0,4095.0,0,1.0,0.0
2670,2670,0.1736818384059634,0.2,-1.0,425.0,625.0,1.0,-470.0,0,-1.0,-1.0
2671,2671,-0.06009725970186919,-0.1,-1.0,477.0,562.0,0.0,3961.0,0,1.0,0.0
2672,2672,0.3940209659189323,0.4,1.0,312.0,646.0,1.0,182.0,1,1.0,1.0
2673,2673,0.03963406816101289,0.0,-1.0,417.0,522.0,1.0,1151.0,0,-1.0,-1.0
2674,2674,0.5359566059244235,0.5,-1.0,399.0,551.0,0.0,4050.0,0,-1.0,0.0
2675,2675,0.6433034621517707,0.6,1.0,395.0,996.0,1.0,229.0,1,1.0,1.0
2676,2676,0.44632732454980195,0.4,1.0,378.0,865.0,1.0,187.0,1,1.0,1.0
2677,2677,0.516720487777015,0.5,-1.0,392.0,849.0,0.0,3759.0,0,-1.0,0.0
2678,2678,0.6989934033307786,0.7,-1.0,453.0,936.0,0.0,3611.0,0,-1.0,0.0
2679,2679,0.35521592678433855,0.4,1.0,338.0,929.0,1.0,463.0,1,1.0,1.0
2680,2680,-0.41536904912760914,-0.4,1.0,348.0,737.0,1.0,445.0,1,-1.0,-1.0
2681,2681,-0.1764419366381199,-0.2,-1.0,272.0,505.0,0.0,4223.0,0,1.0,0.0
2682,2682,-0.3989627249364225,-0.4,1.0,428.0,722.0,1.0,-680.0,1,-1.0,-1.0
2683,2683,0.4049727632327321,0.4,-1.0,328.0,841.0,1.0,-219.0,0,-1.0,-1.0
2684,2684,-0.8829842621231216,-0.9,1.0,353.0,927.0,1.0,-480.0,1,-1.0,-1.0
2685,2685,0.7436069002944942,0.7,-1.0,370.0,937.0,1.0,-797.0,0,-1.0,-1.0
2686,2686,-0.8765762128912956,-0.9,1.0,481.0,941.0,1.0,188.0,1,-1.0,-1.0
2687,2687,0.11183621515841613,0.1,1.0,337.0,879.0,1.0,824.0,1,1.0,1.0
2688,2688,-0.2716496246849015,-0.3,-1.0,457.0,519.0,0.0,4024.0,0,1.0,0.0
2689,2689,0.17061658933500234,0.2,1.0,413.0,537.0,1.0,420.0,1,1.0,1.0
2690,2690,-0.40345482368764474,-0.4,1.0,497.0,805.0,1.0,-682.0,1,-1.0,-1.0
2691,2691,0.8142407314352115,0.8,1.0,351.0,588.0,1.0,151.0,1,1.0,1.0
2692,2692,0.5398219698261272,0.5,1.0,368.0,760.0,1.0,202.0,1,1.0,1.0
2693,2693,0.5118713463238921,0.5,-1.0,422.0,732.0,1.0,-614.0,0,-1.0,-1.0
2694,2694,0.08947403131611253,0.1,1.0,495.0,844.0,1.0,1231.0,1,1.0,1.0
2695,2695,0.7432967491623194,0.7,-1.0,433.0,745.0,1.0,-598.0,0,-1.0,-1.0
2696,2696,0.6740836163508749,0.7,1.0,354.0,568.0,1.0,98.0,1,1.0,1.0
2697,2697,0.8293861398699777,0.8,1.0,300.0,805.0,1.0,155.0,1,1.0,1.0
2698,2698,0.4410601899933241,0.4,1.0,261.0,862.0,1.0,347.0,1,1.0,1.0
2699,2699,0.19040842582382667,0.2,1.0,305.0,568.0,1.0,1847.0,1,1.0,1.0
2700,2700,-0.45846031980911406,-0.5,-1.0,409.0,859.0,0.0,3732.0,0,1.0,0.0
2701,2701,0.3109731498175702,0.3,-1.0,446.0,723.0,1.0,-559.0,0,-1.0,-1.0
2702,2702,0.5389727830208578,0.5,-1.0,457.0,963.0,0.0,3580.0,0,-1.0,0.0
2703,2703,0.2060004897066131,0.2,-1.0,498.0,955.0,0.0,3547.0,0,-1.0,0.0
2704,2704,0.15430067748722165,0.2,1.0,489.0,667.0,1.0,1534.0,1,1.0,1.0
2705,2705,-0.7586323271350928,-0.8,1.0,373.0,601.0,1.0,246.0,1,-1.0,-1.0
2706,2706,-0.8403960486240134,-0.8,1.0,320.0,984.0,1.0,-754.0,1,-1.0,-1.0
2707,2707,0.8928101459332777,0.9,1.0,347.0,740.0,1.0,113.0,1,1.0,1.0
2708,2708,-0.7627049221275514,-0.8,1.0,430.0,690.0,1.0,120.0,1,-1.0,-1.0
2709,2709,0.5398683308343314,0.5,-1.0,251.0,720.0,0.0,4029.0,0,-1.0,0.0
2710,2710,0.28167487470529273,0.3,1.0,389.0,909.0,1.0,572.0,1,1.0,1.0
2711,2711,-0.8028496763148386,-0.8,-1.0,279.0,945.0,0.0,3776.0,0,1.0,0.0
2712,2712,0.3326594682553451,0.3,-1.0,443.0,517.0,1.0,-240.0,0,-1.0,-1.0
2713,2713,-0.38126648123074725,-0.4,1.0,457.0,837.0,1.0,486.0,1,-1.0,-1.0
