,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
3179,3179,-0.0984668597071896,-0.1,1,318.0,623.0,0.0,-941.0,0,0.6338881939829699,0.0
3180,3180,0.25477604548848376,0.3,0,344.0,967.0,0.0,319.0,1,0.7323572125708829,0.0
3181,3181,-0.8374835186145333,-0.8,1,388.0,923.0,1.0,259.0,1,0.2612568150324276,0.0
3182,3182,0.31676586129733075,0.3,0,494.0,849.0,0.0,277.0,1,0.15246391376502721,0.0
3183,3183,-0.7623508996103363,-0.8,1,442.0,696.0,1.0,272.0,1,0.23763037125626463,0.0
3184,3184,-0.8854558002974837,-0.9,1,432.0,801.0,1.0,257.0,1,0.6272468155132038,0.0
3185,3185,0.9956405720141495,1.0,0,358.0,536.0,0.0,-744.0,1,0.8548309947123115,0.0
3186,3186,-0.13587467195412284,-0.1,1,375.0,753.0,1.0,202.0,1,0.6286383142700571,0.0
3187,3187,0.3859550134150094,0.4,0,282.0,770.0,0.0,-1042.0,1,0.18255599060696315,0.0
3188,3188,-0.4601956493458541,-0.5,1,448.0,631.0,1.0,251.0,1,0.8163800360787722,0.0
3189,3189,-0.5054294768200396,-0.5,1,330.0,828.0,1.0,332.0,1,0.18468386453211516,0.0
3190,3190,0.5767383122750414,0.6,0,407.0,719.0,0.0,334.0,1,0.3388497412523416,0.0
3191,3191,0.1115314368192537,0.1,0,361.0,836.0,0.0,223.0,1,0.701734405681878,0.0
3192,3192,-0.8195015243986441,-0.8,1,253.0,593.0,0.0,-836.0,0,0.7725658452819808,0.0
3193,3193,-0.8810831302546775,-0.9,1,445.0,561.0,0.0,-1006.0,0,0.9465526263205948,0.0
3194,3194,-0.6174451366462672,-0.6,1,334.0,966.0,1.0,380.0,1,0.340491836057362,0.0
3195,3195,0.7774743287450552,0.8,0,431.0,925.0,0.0,-1356.0,1,0.6114652795299936,0.0
3196,3196,0.41244161530362367,0.4,0,447.0,864.0,0.0,259.0,1,0.6443474019870897,0.0
3197,3197,-0.4555643184691218,-0.5,1,476.0,822.0,1.0,302.0,1,0.5816630028607601,0.0
3198,3198,0.26523562857331595,0.3,0,423.0,699.0,0.0,118.0,1,0.5296958327177548,0.0
3199,3199,-0.9025189285761346,-0.9,1,409.0,927.0,1.0,274.0,1,0.024296255068944284,0.0
3200,3200,0.49420888368214744,0.5,0,472.0,610.0,0.0,-1082.0,1,0.9681893704567445,0.0
