,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
88,88,0.9567042927737603,1.0,0,438.0,843.0,0.0,419.0,1,0.22754968788949748,6.17240531762242e-05
89,89,-0.6897254028879922,-0.7,1,286.0,564.0,1.0,360.0,1,0.6484719651997455,0.0029539261039452373
90,90,0.5924298549638614,0.6,0,445.0,713.0,0.0,302.0,1,0.1498861309709505,0.004670081699403251
91,91,0.2959654876431661,0.3,0,388.0,696.0,1.0,416.0,0,0.928624603433659,0.0047893879978247785
92,92,0.4849766659985639,0.5,0,328.0,996.0,0.0,276.0,1,0.5493589699144591,0.002829807673151604
93,93,0.01335248846120951,0.0,0,411.0,839.0,1.0,320.0,0,0.1582016462873097,0.0049283413986560415
94,94,0.034526167035150435,0.0,0,398.0,706.0,0.0,486.0,1,0.029022641588288045,0.0013415564164033467
95,95,0.47134508417404875,0.5,0,409.0,720.0,0.0,361.0,1,0.9323127529838681,0.0032143392007355216
96,96,0.30891269848998304,0.3,0,310.0,707.0,0.0,263.0,1,0.44254011800668114,0.004408365093938816
97,97,-0.5857229314135708,-0.6,1,333.0,829.0,1.0,328.0,1,0.045407492656891146,0.0015950181408278142
98,98,-0.6218153610776598,-0.6,1,482.0,621.0,1.0,357.0,1,0.7227412962945575,0.0035017308944341723
99,99,0.3433804830442009,0.3,0,272.0,600.0,0.0,328.0,1,0.7148758316077056,0.0006864726039369806
100,100,-0.9167018638978004,-0.9,1,255.0,844.0,1.0,381.0,1,0.590196294148452,0.004424305012449884
101,101,0.38566508915757525,0.4,0,452.0,978.0,0.0,730.0,1,0.6256491463864081,0.0002826615559300005
102,102,0.6852486314551982,0.7,0,283.0,758.0,0.0,299.0,1,0.1770163000581214,0.0047951218530272914
103,103,-0.12763520306470855,-0.1,1,490.0,918.0,1.0,472.0,1,0.23822520526367863,0.0034648808611076228
104,104,-0.26968208445135144,-0.3,1,299.0,953.0,1.0,1008.0,1,0.5616369930767675,0.0005244319162624833
105,105,-0.4800245451731424,-0.5,1,398.0,725.0,1.0,467.0,1,0.4304758558535804,0.0012686948304280166
106,106,0.5692065165514124,0.6,0,318.0,832.0,0.0,710.0,1,0.3127295658858851,0.0003541213362869594
107,107,0.5897678969361959,0.6,0,428.0,929.0,0.0,393.0,1,0.7677215689868785,0.002140770856706491
108,108,-0.7056293512599168,-0.7,1,342.0,929.0,1.0,189.0,1,0.2951837887419154,0.0036662249438835686
109,109,-0.743242181798007,-0.7,1,394.0,807.0,1.0,349.0,1,0.3700136692210456,0.003463751155681025
110,110,-0.17034793219543687,-0.2,1,419.0,813.0,1.0,918.0,1,0.9026874845875329,0.00020651981683422415
111,111,-0.6563915649079932,-0.7,1,431.0,838.0,1.0,281.0,1,0.010372680072287865,0.0034379635891811366
112,112,-0.466548341390151,-0.5,1,308.0,913.0,1.0,269.0,1,0.795626123778536,0.0008277674817104341
113,113,0.1922596669801233,0.2,0,278.0,619.0,1.0,413.0,0,0.25775801816256283,0.0017317951484633288
114,114,0.5898339083230764,0.6,0,270.0,662.0,0.0,428.0,1,0.10343122588103848,0.004457985044525524
115,115,0.9588003183987013,1.0,0,477.0,610.0,0.0,393.0,1,0.6480898704673884,0.0033807241233800617
116,116,0.37829687866296346,0.4,0,447.0,745.0,0.0,528.0,1,0.8907457583432248,0.0003668837963465843
117,117,-0.2680571776374474,-0.3,1,465.0,609.0,1.0,536.0,1,0.04865582249783107,0.0006006324261823332
118,118,-0.01194152245662683,-0.0,1,318.0,894.0,0.0,438.0,0,0.8684377855034476,0.004912730042838654
119,119,0.13830600986507524,0.1,0,302.0,517.0,0.0,401.0,1,0.01510738040597659,0.0026517501658899433
120,120,-0.001352871183314619,-0.0,1,381.0,662.0,0.0,1187.0,0,0.7233432516279447,0.0041001350435345
121,121,-0.4976245527639569,-0.5,1,391.0,810.0,1.0,859.0,1,0.4320499896309439,0.00021194852416888676
122,122,0.0960854118680603,0.1,0,295.0,716.0,0.0,609.0,1,0.15990435779584833,0.0006023676539512379
123,123,0.998827765597796,1.0,0,284.0,524.0,0.0,232.0,1,0.8186195969113672,0.0017438496086273493
124,124,-0.848979263236584,-0.8,1,285.0,569.0,1.0,206.0,1,0.9139803009946212,0.0016307351875299698
125,125,-0.8256594927260821,-0.8,1,274.0,823.0,1.0,353.0,1,0.8260672580221162,0.0019378534834991001
126,126,-0.6070436829323398,-0.6,1,445.0,892.0,1.0,593.0,1,0.21321845193511935,0.0009474544978108135
127,127,0.897730402675827,0.9,0,396.0,806.0,0.0,298.0,1,0.6426689055036736,0.0040943618065395464
128,128,0.5201280815335594,0.5,0,318.0,684.0,0.0,298.0,1,0.8215365465947446,0.0032109739983836394
129,129,0.295714966722582,0.3,0,432.0,723.0,0.0,575.0,1,0.1522174723931088,0.0016523719371585937
130,130,0.7730052598866317,0.8,0,307.0,854.0,0.0,179.0,1,0.871046409611822,0.004000654646068368
131,131,0.6852365209892453,0.7,0,349.0,938.0,0.0,663.0,1,0.1848095578580281,0.0013201058902686286
132,132,-0.9991025420714965,-1.0,1,457.0,823.0,1.0,690.0,1,0.2230814838306655,0.0005918365640859014
133,133,-0.039309363836382616,-0.0,1,452.0,572.0,1.0,336.0,1,0.14483268574446662,0.004677542127509778
134,134,-0.7012124347566195,-0.7,1,353.0,691.0,1.0,336.0,1,0.7991691687961116,0.004120581511381938
135,135,-0.0793332247041838,-0.1,1,281.0,865.0,0.0,1034.0,0,0.031334419201650476,0.0005500427669299057
136,136,0.09889963674280766,0.1,0,365.0,936.0,0.0,789.0,1,0.6339324661638337,0.0004636988549991322
137,137,-0.3190533928871868,-0.3,1,454.0,849.0,1.0,307.0,1,0.2938891271292301,0.004504868098021484
138,138,-0.1127943156438016,-0.1,1,492.0,821.0,1.0,277.0,1,0.8603241777267537,0.003227737959046466
139,139,0.4754362092182076,0.5,0,335.0,756.0,0.0,429.0,1,0.16145212679174525,0.002540392682861986
140,140,-0.953354694878362,-1.0,1,473.0,745.0,1.0,492.0,1,0.46692993079952705,0.0030736652608139327
141,141,0.7349061825811214,0.7,0,325.0,949.0,0.0,356.0,1,0.2762916490719288,0.004394479974829709
142,142,0.7184725025309784,0.7,0,425.0,612.0,0.0,383.0,1,0.5756570581672518,0.0024674514150649536
143,143,0.5160464915572891,0.5,0,293.0,920.0,0.0,467.0,1,0.5450010804069613,0.00013665589949798606
144,144,-0.9299808878912794,-0.9,1,352.0,986.0,1.0,382.0,1,0.616900096497028,0.0031547637250289085
145,145,-0.49793738215185424,-0.5,1,329.0,543.0,1.0,278.0,1,0.22961894615631695,0.0013007860707524483
146,146,0.16857027476262343,0.2,0,493.0,710.0,0.0,557.0,1,0.34367973525217244,0.001443869819875962
147,147,0.4788057079661381,0.5,0,468.0,737.0,0.0,715.0,1,0.7879438717350495,0.004891494620180369
148,148,0.9278591233945674,0.9,0,497.0,926.0,0.0,607.0,1,0.17406695151316876,0.00026084303803115605
149,149,-0.8544531467860674,-0.9,1,463.0,914.0,1.0,313.0,1,0.7325616746446613,0.0044427461213688195
150,150,0.8142410686958728,0.8,0,266.0,921.0,0.0,363.0,1,0.5165937088941952,0.001857410220724829
151,151,0.8511750994264324,0.9,0,488.0,968.0,0.0,294.0,1,0.5048121866685675,0.002977902369551777
152,152,-0.17198259565048235,-0.2,1,346.0,857.0,1.0,347.0,1,0.004181125685663312,0.0030702075608056716
153,153,-0.2773994192550411,-0.3,1,307.0,884.0,1.0,469.0,1,0.9836704257891805,0.0018373802986451015
154,154,0.8324493247303828,0.8,0,417.0,777.0,0.0,476.0,1,0.6095696069239599,0.0013905288974550567
155,155,-0.279285649121912,-0.3,1,282.0,835.0,0.0,453.0,0,0.8969335199542596,0.0030737467910255025
156,156,-0.2404913937410833,-0.2,1,370.0,651.0,1.0,299.0,1,0.16055984608905183,0.0009291677212579308
157,157,-0.9301798184186014,-0.9,1,491.0,584.0,1.0,365.0,1,0.8138966000118953,0.001307767690631464
158,158,-0.7336258611851996,-0.7,1,294.0,954.0,1.0,222.0,1,0.7232457070536873,0.004258334554761038
159,159,-0.7003309501522124,-0.7,1,291.0,550.0,1.0,249.0,1,0.10372346939482469,0.004245828552547238
160,160,0.7293011514325036,0.7,0,346.0,756.0,0.0,318.0,1,0.8029686691476468,0.0031525570581198282
161,161,0.4962772605558554,0.5,0,467.0,729.0,0.0,414.0,1,0.5270014572925894,0.0010777104451936098
162,162,-0.489140405209042,-0.5,1,494.0,965.0,1.0,361.0,1,0.39245459387978876,0.00402814098177959
163,163,-0.01710674687479319,-0.0,1,353.0,647.0,1.0,490.0,1,0.14403797065568003,0.00313657904016205
164,164,-0.7663040202956146,-0.8,1,388.0,890.0,1.0,402.0,1,0.000813569127191327,0.004450180797958795
165,165,0.5272899697672631,0.5,0,337.0,625.0,0.0,488.0,1,0.13083289031736012,0.00014372620855888641
166,166,-0.7917476111358186,-0.8,1,307.0,809.0,1.0,304.0,1,0.9280799386584587,0.004321910985277543
167,167,-0.9919969782452245,-1.0,1,259.0,632.0,1.0,339.0,1,0.07742194388640777,0.0014586530569475388
168,168,0.8472059624139883,0.8,0,409.0,997.0,0.0,444.0,1,0.5150994246983214,6.43397952026531e-05
169,169,0.48886822740284974,0.5,0,375.0,878.0,0.0,447.0,1,0.16609019485967869,0.002213494634360762
170,170,0.39263906871257226,0.4,0,275.0,909.0,0.0,-874.0,1,0.8133125662483294,0.0031195268019224166
171,171,0.8941864432441444,0.9,0,396.0,839.0,0.0,355.0,1,0.026342781069587318,0.0030628509298360512
172,172,0.8736481219171137,0.9,0,339.0,573.0,0.0,498.0,1,0.5194094219074007,0.0003656059980045867
173,173,0.9759736986357932,1.0,0,419.0,944.0,0.0,257.0,1,0.5973645828377419,0.0014095591575689864
174,174,0.3945515926069978,0.4,0,379.0,552.0,0.0,419.0,1,0.8845947105938975,0.0009084506701126899
175,175,-0.3512627270040354,-0.4,1,281.0,669.0,1.0,330.0,1,0.5400607594472133,0.002971944646022152
176,176,0.851907699639348,0.9,0,334.0,755.0,0.0,291.0,1,0.5083879105916288,0.0015696055176673074
177,177,0.5751281144023264,0.6,0,497.0,973.0,0.0,310.0,1,0.788426447756735,0.001035142935187252
178,178,0.8279695965720695,0.8,0,465.0,959.0,0.0,336.0,1,0.18913140899919212,0.0019164705594530691
179,179,-0.38715316272565636,-0.4,1,392.0,793.0,1.0,435.0,1,0.2081948734544803,0.002871213918324265
180,180,-0.9432581093806647,-0.9,1,365.0,960.0,1.0,525.0,1,0.3433142397281669,0.00024218152131420256
181,181,0.6351680221827445,0.6,0,334.0,563.0,0.0,313.0,1,0.255149213026837,0.0009630259792200174
182,182,-0.02359599762726372,-0.0,1,483.0,896.0,0.0,231.0,0,0.9596256068869041,0.004551036340547883
183,183,0.9686830824949426,1.0,0,396.0,793.0,0.0,341.0,1,0.8711200776354479,0.003920586461293803
184,184,0.8060387511812634,0.8,0,436.0,687.0,0.0,477.0,1,0.12504250937968153,0.0022664066108097967
185,185,0.025923485144682346,0.0,0,335.0,680.0,0.0,415.0,1,0.49288856306457196,0.0029657971978046794
186,186,-0.16082021006483904,-0.2,1,308.0,646.0,1.0,336.0,1,0.06555930130200971,0.004375659943846515
187,187,-0.3882578734673343,-0.4,1,412.0,599.0,1.0,409.0,1,0.98323789443131,5.513276837693093e-06
188,188,0.6734397313259726,0.7,0,477.0,910.0,0.0,223.0,1,0.7130209238330611,0.004216741604803182
189,189,0.07488208691048337,0.1,0,323.0,693.0,0.0,344.0,1,0.46844659130019073,0.0033923947593180377
190,190,-0.15596469651523148,-0.2,1,255.0,590.0,1.0,275.0,1,0.1140099027423872,0.003611565510517013
191,191,0.9524055889127581,1.0,0,262.0,548.0,0.0,290.0,1,0.583545094817141,0.0025879506769114066
192,192,-0.46191174077202923,-0.5,1,476.0,886.0,1.0,358.0,1,0.5196767475584719,0.0045336584645631495
193,193,-0.28199782213750413,-0.3,1,485.0,993.0,1.0,3522.0,1,0.47799893674139793,0.004211097480023539
194,194,0.574924412761064,0.6,0,487.0,704.0,1.0,159.0,0,0.056143611500558355,0.0012894338674701528
195,195,-0.27820548776980814,-0.3,1,329.0,533.0,1.0,328.0,1,0.5985847705861689,0.003917892557049636
196,196,0.4138676088579456,0.4,0,494.0,735.0,0.0,351.0,1,0.7078301518631139,0.0016893964907822951
197,197,-0.08396523571055181,-0.1,1,397.0,830.0,1.0,273.0,1,0.4509898936385076,0.0022153655744619415
198,198,0.7975090272200414,0.8,0,376.0,976.0,0.0,338.0,1,0.2690246901112294,0.0011887168553645256
199,199,0.0769510555303019,0.1,0,491.0,863.0,0.0,406.0,1,0.4386167813281603,0.001483039321801642
200,200,0.07811947198705105,0.1,0,265.0,614.0,0.0,441.0,1,0.3305118328581732,0.0004578126818816208
201,201,0.2610121408574986,0.3,0,292.0,901.0,0.0,647.0,1,0.5549496861983203,0.00045660039244650453
202,202,0.04351427008665931,0.0,0,343.0,949.0,0.0,388.0,1,0.5611060257536511,0.0038604463447432474
203,203,-0.5851168460039278,-0.6,1,340.0,529.0,1.0,281.0,1,0.3455251205331026,0.004723277862174325
204,204,0.519046450515058,0.5,0,344.0,587.0,0.0,449.0,1,0.21309123837211752,0.0017727081069353096
205,205,-0.2587385525254149,-0.3,1,298.0,760.0,1.0,592.0,1,0.28840254239857444,0.00018759180682098977
206,206,-0.406141756044359,-0.4,1,478.0,742.0,1.0,640.0,1,0.8017391254867792,0.0003983122823342161
207,207,-0.9028077097207918,-0.9,1,255.0,753.0,1.0,262.0,1,0.17672038896593723,0.0019506139963029136
208,208,0.0350581439408566,0.0,0,330.0,505.0,1.0,595.0,0,0.04600306534281107,0.001659216945668034
209,209,0.17706270654702627,0.2,0,477.0,702.0,1.0,311.0,0,0.48063099387221797,0.003692732859490241
210,210,-0.9309011636779003,-0.9,1,279.0,697.0,1.0,314.0,1,0.22539863858273645,0.0028179255444702946
211,211,0.8951796825822975,0.9,0,460.0,817.0,0.0,193.0,1,0.502516849653535,0.0026124558970630585
212,212,0.5483129879152147,0.5,0,390.0,924.0,0.0,526.0,1,0.7743427031633452,0.0003131659588184715
213,213,-0.4800987273924253,-0.5,1,433.0,531.0,1.0,446.0,1,0.6150887986644649,0.0024477489151045547
214,214,-0.7047753851505156,-0.7,1,335.0,972.0,1.0,363.0,1,0.2316722103216402,0.0038550531683522013
215,215,-0.5869086945671023,-0.6,1,276.0,877.0,1.0,287.0,1,0.08926218600198166,0.004701085679891955
216,216,0.05553403665917456,0.1,0,267.0,937.0,1.0,896.0,0,0.2747170787711992,0.0008203327092153362
217,217,-0.7334945032726445,-0.7,1,443.0,623.0,1.0,324.0,1,0.5479135150071703,0.0020875344652080564
218,218,-0.11429636385171649,-0.1,1,353.0,712.0,0.0,335.0,0,0.3100862195811924,0.003222590238743852
219,219,0.2003738112827813,0.2,0,327.0,972.0,0.0,471.0,1,0.04806311609786307,0.003580066249147335
220,220,0.8734018371912291,0.9,0,340.0,861.0,0.0,219.0,1,0.8853920024936205,0.0032425249992243488
221,221,0.03648319089939345,0.0,0,350.0,788.0,1.0,362.0,0,0.047172599157806694,0.004046515467319933
222,222,0.46346193825388093,0.5,0,411.0,771.0,0.0,378.0,1,0.7143691645985752,0.0020832883039703064
223,223,0.9232437752615708,0.9,0,256.0,995.0,0.0,209.0,1,0.5047463171711595,0.001711921136231664
224,224,0.5693253590988117,0.6,0,449.0,703.0,0.0,388.0,1,0.19880598111620185,0.004044133850381156
225,225,0.6342908558409659,0.6,0,327.0,781.0,0.0,502.0,1,0.14827211670759033,0.004768800456828416
226,226,-0.5153655175662946,-0.5,1,344.0,744.0,1.0,632.0,1,0.1145177813717354,0.002429639251256846
227,227,-0.2326179266029984,-0.2,1,302.0,796.0,1.0,612.0,1,0.3062554617202915,2.1189065057533596e-05
228,228,0.10041539442900649,0.1,0,475.0,896.0,0.0,439.0,1,0.4830006959629678,0.003428956160599289
229,229,0.7443538560364578,0.7,0,381.0,572.0,0.0,337.0,1,0.7816793002874612,0.0001830703286709945
230,230,0.8276742313662717,0.8,0,301.0,872.0,0.0,207.0,1,0.5134148327397448,0.004077429974739676
231,231,-0.4218706874511393,-0.4,1,475.0,620.0,1.0,155.0,1,0.6185893911171699,0.00268937675909933
232,232,-0.0701290333347715,-0.1,1,479.0,740.0,0.0,701.0,0,0.24884321666606013,0.0008246780541011123
233,233,-0.9803251358498637,-1.0,1,492.0,641.0,1.0,817.0,1,0.617914781022299,0.0003373818900695713
234,234,0.6349533665336842,0.6,0,454.0,541.0,0.0,255.0,1,0.9586595900120716,0.0029308318249531774
235,235,0.1592300493594383,0.2,0,290.0,881.0,0.0,509.0,1,0.09139794782264754,0.004805298135902559
236,236,-0.8995327300010227,-0.9,1,488.0,915.0,1.0,347.0,1,0.5790084848282382,0.004466288526259281
237,237,-0.30432576122078037,-0.3,1,368.0,688.0,1.0,314.0,1,0.9630105373875543,0.00033303981716461205
238,238,0.9795432392639696,1.0,0,432.0,617.0,0.0,171.0,1,0.8986844428797734,0.0040316674622045716
239,239,0.24548299893985748,0.2,0,417.0,630.0,0.0,263.0,1,0.3380543424149002,0.004517575138461713
240,240,0.25936710039611244,0.3,0,374.0,817.0,0.0,599.0,1,0.9289393496583677,0.00017354243411675242
241,241,0.19922338327039935,0.2,0,489.0,832.0,0.0,499.0,1,0.37276965485079017,0.002431388742660922
242,242,-0.7130428519973946,-0.7,1,354.0,986.0,1.0,300.0,1,0.21707929119338942,0.004379171197751062
243,243,-0.7293710454452029,-0.7,1,308.0,530.0,1.0,362.0,1,0.5107107477682405,0.0026468105594729292
