,trial,coherence,coherence_bin,green_side,correct_side,target_onset,checker_onset,decision,green_decision,decision_time,correct_decision
0,0,-0.31298841722873527,-0.3,1.0,0.0,317.0,535.0,0.0,0,328.0,1
1,1,0.10374698414073047,0.1,0.0,0.0,287.0,519.0,0.0,1,444.0,1
2,2,-0.32301716060207986,-0.3,1.0,0.0,344.0,688.0,0.0,0,298.0,1
3,3,-0.45425871478425334,-0.5,1.0,0.0,462.0,780.0,0.0,0,278.0,1
4,4,-0.6800250310342701,-0.7,1.0,0.0,499.0,681.0,0.0,0,200.0,1
5,5,-0.1373480342663962,-0.1,1.0,0.0,445.0,969.0,0.0,0,216.0,1
6,6,0.0850765964758321,0.1,1.0,1.0,444.0,573.0,1.0,1,683.0,1
7,7,0.0016274533069640107,0.0,1.0,1.0,403.0,851.0,0.0,0,2236.0,0
8,8,0.2337330381949344,0.2,0.0,0.0,280.0,857.0,0.0,1,443.0,1
9,9,-0.17931271863228637,-0.2,1.0,0.0,260.0,840.0,0.0,0,270.0,1
10,10,-0.5943380478811306,-0.6,0.0,1.0,360.0,561.0,1.0,0,349.0,1
11,11,-0.6043872313024763,-0.6,1.0,0.0,294.0,831.0,0.0,0,125.0,1
12,12,-0.5029074856104425,-0.5,0.0,1.0,449.0,869.0,1.0,0,142.0,1
13,13,0.3282065580910526,0.3,1.0,1.0,451.0,899.0,1.0,1,200.0,1
14,14,0.5491966993173097,0.5,0.0,0.0,477.0,883.0,0.0,1,80.0,1
15,15,0.6358483501942916,0.6,1.0,1.0,471.0,747.0,1.0,1,192.0,1
16,16,0.2614473621260679,0.3,1.0,1.0,345.0,631.0,1.0,1,264.0,1
17,17,0.7949380533491727,0.8,0.0,0.0,318.0,946.0,0.0,1,166.0,1
18,18,-0.11420392366074061,-0.1,0.0,1.0,368.0,620.0,1.0,0,582.0,1
19,19,0.11213906766249881,0.1,0.0,0.0,472.0,808.0,0.0,1,300.0,1
20,20,-0.6274194993918529,-0.6,1.0,0.0,454.0,604.0,0.0,0,292.0,1
21,21,0.8556782473286942,0.9,1.0,1.0,417.0,682.0,1.0,1,591.0,1
22,22,-0.28699050613785004,-0.3,1.0,0.0,414.0,824.0,0.0,0,172.0,1
23,23,-0.12901493736023995,-0.1,0.0,1.0,252.0,740.0,1.0,0,278.0,1
24,24,0.0593539513350827,0.1,1.0,1.0,429.0,573.0,1.0,1,718.0,1
25,25,-0.22498572727493094,-0.2,1.0,0.0,394.0,768.0,0.0,0,208.0,1
26,26,-0.04857293415812314,-0.0,1.0,0.0,416.0,718.0,0.0,0,436.0,1
27,27,0.8612039406001107,0.9,0.0,0.0,305.0,947.0,0.0,1,188.0,1
28,28,-0.6041418638537503,-0.6,1.0,0.0,264.0,512.0,0.0,0,314.0,1
29,29,0.6497839284185204,0.6,0.0,0.0,326.0,533.0,0.0,1,291.0,1
30,30,0.14612300943794299,0.1,0.0,0.0,360.0,519.0,0.0,1,491.0,1
31,31,-0.218632884403425,-0.2,1.0,0.0,385.0,644.0,0.0,0,231.0,1
32,32,-0.006453236335475343,-0.0,0.0,1.0,372.0,786.0,1.0,0,2072.0,1
33,33,0.10342539291131969,0.1,1.0,1.0,252.0,870.0,1.0,1,358.0,1
34,34,-0.05408248285820805,-0.1,1.0,0.0,329.0,820.0,0.0,0,151.0,1
35,35,-0.06990873147531129,-0.1,1.0,0.0,435.0,964.0,0.0,0,461.0,1
36,36,0.36236416234678026,0.4,0.0,0.0,251.0,969.0,0.0,1,110.0,1
37,37,-0.07411517577260018,-0.1,0.0,1.0,453.0,821.0,1.0,0,486.0,1
38,38,-0.8277526966620278,-0.8,1.0,0.0,370.0,522.0,0.0,0,288.0,1
39,39,-0.5448189737055575,-0.5,0.0,1.0,350.0,610.0,1.0,0,220.0,1
40,40,-0.0770366204493168,-0.1,1.0,0.0,265.0,781.0,0.0,0,224.0,1
41,41,-0.34162291063589356,-0.3,0.0,1.0,380.0,824.0,1.0,0,246.0,1
42,42,0.6716359767869436,0.7,0.0,0.0,254.0,561.0,0.0,1,215.0,1
43,43,0.6258956931983451,0.6,1.0,1.0,358.0,837.0,1.0,1,325.0,1
44,44,-0.3662961524399386,-0.4,1.0,0.0,484.0,580.0,0.0,0,326.0,1
45,45,0.26761079659157383,0.3,0.0,0.0,451.0,922.0,0.0,1,157.0,1
46,46,0.43608533098293434,0.4,0.0,0.0,301.0,572.0,0.0,1,337.0,1
47,47,-0.2526792427254312,-0.3,0.0,1.0,458.0,738.0,1.0,0,304.0,1
48,48,0.6550607927054578,0.7,0.0,0.0,324.0,541.0,0.0,1,295.0,1
49,49,-0.8452607632109878,-0.8,1.0,0.0,301.0,894.0,0.0,0,215.0,1
50,50,-0.019622306448958904,-0.0,1.0,0.0,382.0,923.0,0.0,0,3695.0,1
51,51,-0.43291484933159863,-0.4,0.0,1.0,269.0,730.0,1.0,0,241.0,1
52,52,0.8574843903050545,0.9,1.0,1.0,336.0,900.0,1.0,1,94.0,1
53,53,0.45171934312205686,0.5,1.0,1.0,499.0,713.0,1.0,1,258.0,1
54,54,0.12494661447978739,0.1,1.0,1.0,274.0,875.0,1.0,1,281.0,1
55,55,-0.4489882641906719,-0.4,1.0,0.0,367.0,560.0,0.0,0,313.0,1
56,56,-0.3642351061495078,-0.4,1.0,0.0,339.0,664.0,0.0,0,217.0,1
57,57,0.6921921206642726,0.7,1.0,1.0,338.0,517.0,1.0,1,345.0,1
58,58,0.13318797341891575,0.1,0.0,0.0,354.0,523.0,0.0,1,603.0,1
59,59,0.5929724410804053,0.6,1.0,1.0,289.0,735.0,1.0,1,126.0,1
60,60,-0.1975689846900327,-0.2,1.0,0.0,484.0,685.0,0.0,0,251.0,1
61,61,0.542818225815274,0.5,1.0,1.0,390.0,793.0,1.0,1,407.0,1
62,62,-0.8420822583959325,-0.8,0.0,1.0,429.0,580.0,1.0,0,341.0,1
63,63,0.3149764356915369,0.3,1.0,1.0,476.0,970.0,1.0,1,154.0,1
64,64,0.3639067070835015,0.4,1.0,1.0,388.0,804.0,1.0,1,248.0,1
65,65,0.21714187495098225,0.2,1.0,1.0,472.0,523.0,1.0,1,455.0,1
66,66,0.8380802093349043,0.8,1.0,1.0,446.0,881.0,1.0,1,183.0,1
67,67,0.2501693096207954,0.3,0.0,0.0,335.0,548.0,0.0,1,397.0,1
68,68,0.29478940632389505,0.3,1.0,1.0,371.0,723.0,1.0,1,296.0,1
69,69,0.14655042333637514,0.1,0.0,0.0,495.0,724.0,0.0,1,521.0,1
70,70,-0.44822736598165375,-0.4,0.0,1.0,392.0,731.0,1.0,0,207.0,1
71,71,0.09142727561201325,0.1,1.0,1.0,487.0,533.0,1.0,1,550.0,1
72,72,0.6797518874550706,0.7,0.0,0.0,305.0,634.0,0.0,1,221.0,1
73,73,0.5062729367304705,0.5,0.0,0.0,446.0,978.0,0.0,1,196.0,1
74,74,-0.2074294754167959,-0.2,1.0,0.0,299.0,581.0,0.0,0,480.0,1
75,75,0.4670462380854624,0.5,1.0,1.0,468.0,765.0,1.0,1,177.0,1
76,76,0.5662565876223645,0.6,1.0,1.0,479.0,742.0,1.0,1,539.0,1
77,77,0.6985372205107135,0.7,0.0,0.0,459.0,787.0,0.0,1,274.0,1
78,78,-0.4071014310139229,-0.4,0.0,1.0,292.0,514.0,1.0,0,304.0,1
79,79,0.49221055948014414,0.5,0.0,0.0,476.0,960.0,0.0,1,104.0,1
80,80,0.28371835061595296,0.3,0.0,0.0,282.0,873.0,0.0,1,265.0,1
81,81,0.4540735995669588,0.5,1.0,1.0,461.0,706.0,1.0,1,273.0,1
82,82,0.4284423746842564,0.4,1.0,1.0,370.0,985.0,1.0,1,125.0,1
83,83,-0.8561488197151871,-0.9,1.0,0.0,280.0,938.0,0.0,0,182.0,1
84,84,0.8835916216268102,0.9,0.0,0.0,409.0,853.0,0.0,1,98.0,1
85,85,-0.12309799323851967,-0.1,0.0,1.0,359.0,793.0,1.0,0,388.0,1
86,86,-0.09917752790829171,-0.1,1.0,0.0,326.0,691.0,0.0,0,423.0,1
87,87,-0.30549585014739666,-0.3,1.0,0.0,386.0,641.0,0.0,0,283.0,1
88,88,0.6298488512248167,0.6,0.0,0.0,419.0,565.0,0.0,1,256.0,1
89,89,0.36284672019823694,0.4,0.0,0.0,407.0,502.0,0.0,1,511.0,1
90,90,0.8644820893141615,0.9,0.0,0.0,316.0,709.0,0.0,1,185.0,1
91,91,-0.4103018691240135,-0.4,1.0,0.0,444.0,977.0,0.0,0,469.0,1
92,92,0.01864056331765973,0.0,1.0,1.0,344.0,601.0,1.0,1,1185.0,1
93,93,0.1875468920193829,0.2,1.0,1.0,383.0,673.0,1.0,1,474.0,1
94,94,0.3762687585625041,0.4,1.0,1.0,284.0,914.0,1.0,1,172.0,1
95,95,0.7113717282480628,0.7,1.0,1.0,356.0,653.0,1.0,1,201.0,1
96,96,0.3540713451676164,0.4,1.0,1.0,368.0,581.0,1.0,1,371.0,1
97,97,-0.060709799673589804,-0.1,0.0,1.0,268.0,716.0,1.0,0,316.0,1
98,98,-0.30123749618803153,-0.3,0.0,1.0,322.0,580.0,1.0,0,428.0,1
99,99,0.4994062546706185,0.5,0.0,0.0,474.0,971.0,0.0,1,215.0,1
100,100,-0.8179066900859124,-0.8,0.0,1.0,296.0,711.0,1.0,0,333.0,1
101,101,0.4638777191637805,0.5,1.0,1.0,258.0,647.0,1.0,1,105.0,1
102,102,-0.3004825529361138,-0.3,0.0,1.0,251.0,622.0,1.0,0,277.0,1
103,103,-0.7352325823415815,-0.7,0.0,1.0,418.0,509.0,1.0,0,283.0,1
104,104,0.8195476006374557,0.8,0.0,0.0,453.0,535.0,0.0,1,212.0,1
105,105,0.02594312656730291,0.0,1.0,1.0,312.0,659.0,1.0,1,949.0,1
106,106,0.0182080916754358,0.0,1.0,1.0,287.0,730.0,1.0,1,3763.0,1
107,107,-0.6245479268960561,-0.6,0.0,1.0,454.0,654.0,1.0,0,322.0,1
108,108,-0.7862836539547677,-0.8,1.0,0.0,445.0,534.0,0.0,0,261.0,1
