,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
0,0,0.3765192538161368,0.4,0,274.0,695.0,0.0,291.0,1,0.03431263658329098,0.0
1,1,-0.05641443930427337,-0.1,1,337.0,980.0,0.0,403.0,0,0.09734631991203414,0.0
2,2,0.2325326091979114,0.2,0,442.0,942.0,0.0,676.0,1,0.0938183653513549,0.0
3,3,-0.7368263128925174,-0.7,1,368.0,576.0,1.0,366.0,1,0.08639098212823271,0.0
4,4,-0.9169914023179988,-0.9,1,296.0,913.0,1.0,451.0,1,0.019077596641412356,0.0
5,5,0.3996316276934506,0.4,0,293.0,592.0,0.0,195.0,1,0.019480853936998766,0.0
6,6,-0.9421290624215979,-0.9,1,465.0,701.0,1.0,374.0,1,0.04795965437655532,0.0
7,7,0.4111551658456525,0.4,0,452.0,574.0,0.0,3974.0,1,0.04800497156156089,0.0
8,8,0.8348943506080411,0.8,0,361.0,721.0,0.0,348.0,1,0.09787472553008575,0.0
9,9,-0.4968302841190626,-0.5,1,301.0,885.0,0.0,2384.0,0,0.06215781053507089,0.0
10,10,0.9098518534240427,0.9,0,407.0,762.0,0.0,1411.0,1,0.058463215339321854,0.0
11,11,0.44001902497010414,0.4,0,473.0,675.0,0.0,342.0,1,0.01975131926371944,0.0
12,12,-0.9767251496396772,-1.0,1,407.0,585.0,1.0,408.0,1,0.052363980261847104,0.0
13,13,-0.26020332189671347,-0.3,1,256.0,724.0,0.0,850.0,0,0.051289076426490415,0.0
14,14,0.7460828019537509,0.7,0,279.0,663.0,0.0,218.0,1,0.08155172370102046,0.0
15,15,-0.9413038416584221,-0.9,1,335.0,993.0,1.0,522.0,1,0.00048551624965815777,0.0
16,16,-0.5856752973311219,-0.6,1,493.0,819.0,1.0,958.0,1,0.041309615520231636,0.0
17,17,0.843725142767624,0.8,0,495.0,567.0,0.0,368.0,1,0.02332781605952229,0.0
18,18,0.8790576140670558,0.9,0,305.0,775.0,0.0,3920.0,1,0.08627872272788259,0.0
19,19,-0.08131421824610774,-0.1,1,424.0,897.0,0.0,2279.0,0,0.02246309391060335,0.0
20,20,-0.015344883567353751,-0.0,1,352.0,717.0,0.0,1571.0,0,0.0016198967865887926,0.0
21,21,0.8473131372814826,0.8,0,283.0,916.0,0.0,201.0,1,0.09654407069581776,0.0
22,22,0.17877263108912422,0.2,0,436.0,988.0,0.0,466.0,1,0.012359464877214245,0.0
23,23,-0.8817228572562212,-0.9,1,477.0,895.0,1.0,378.0,1,0.0531904672183208,0.0
24,24,-0.04329447753093274,-0.0,1,304.0,503.0,0.0,273.0,0,0.011420852182881315,0.0
25,25,0.37882405805742403,0.4,0,390.0,599.0,0.0,1311.0,1,0.014510713824602306,0.0
26,26,-0.8661828169043255,-0.9,1,269.0,548.0,1.0,513.0,1,0.06426028279772732,0.0
27,27,-0.8849765884540903,-0.9,1,473.0,585.0,1.0,782.0,1,0.01868845749715995,0.0
28,28,0.15106168301291856,0.2,0,499.0,754.0,0.0,397.0,1,0.06499814239947214,0.0
29,29,-0.5468863252991203,-0.5,1,265.0,825.0,1.0,370.0,1,0.040138103238921634,0.0
30,30,-0.14178140304204545,-0.1,1,335.0,636.0,0.0,609.0,0,0.03319071606019491,0.0
31,31,0.38497522769741854,0.4,0,431.0,655.0,0.0,304.0,1,0.015018226835175608,0.0
32,32,0.46128818142506,0.5,0,414.0,958.0,0.0,3218.0,1,0.024154888900823845,0.0
33,33,-0.2181513167465181,-0.2,1,451.0,867.0,0.0,1242.0,0,0.050193563181538385,0.0
34,34,0.6406710435775043,0.6,0,370.0,702.0,0.0,178.0,1,0.06705904209309524,0.0
35,35,-0.8264267538222305,-0.8,1,375.0,829.0,1.0,446.0,1,0.06083391129908421,0.0
36,36,-0.8712700968516571,-0.9,1,299.0,870.0,1.0,381.0,1,0.027223529619505027,0.0
37,37,-0.9366246950206338,-0.9,1,451.0,614.0,1.0,565.0,1,0.09316946082279988,0.0
38,38,-0.3691449608659847,-0.4,1,319.0,844.0,0.0,497.0,0,0.0417931754111904,0.0
39,39,0.6144811636758949,0.6,0,282.0,909.0,0.0,519.0,1,0.08119534848063242,0.0
40,40,-0.12296558853623019,-0.1,1,305.0,823.0,0.0,1172.0,0,0.044629861550887065,0.0
41,41,-0.7959608667791203,-0.8,1,426.0,866.0,1.0,378.0,1,0.0323713649526409,0.0
42,42,-0.9206201702340719,-0.9,1,254.0,767.0,1.0,329.0,1,0.0244261717100131,0.0
43,43,-0.11823874604496254,-0.1,1,497.0,523.0,0.0,740.0,0,0.062051339474696855,0.0
44,44,-0.44778001450615035,-0.4,1,443.0,623.0,1.0,354.0,1,0.09494841611455923,0.0
45,45,0.27530757671235184,0.3,0,328.0,856.0,0.0,366.0,1,0.05861384134615049,0.0
46,46,-0.3797120902506992,-0.4,1,349.0,864.0,1.0,2687.0,1,0.07679756922291296,0.0
47,47,0.7491434448797971,0.7,0,467.0,648.0,0.0,365.0,1,0.07917846156674252,0.0
48,48,-0.316108295780529,-0.3,1,374.0,773.0,0.0,903.0,0,0.002604553865110326,0.0
49,49,-0.023063077612320848,-0.0,1,466.0,525.0,0.0,379.0,0,0.04467638338589432,0.0
50,50,-0.9797540367500677,-1.0,1,278.0,876.0,1.0,396.0,1,0.010481498766556364,0.0
51,51,-0.3074399791878868,-0.3,1,324.0,886.0,1.0,330.0,1,0.055804653677757846,0.0
