,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,init_y_left,init_y_right
2582,2582,-0.1771953583073982,-0.2,1,278.0,616.0,1.0,936.0,1,0.4897563621108357,0.4897563621108357
2583,2583,-0.508039883891213,-0.5,1,328.0,980.0,1.0,552.0,1,0.3152329737232132,0.3152329737232132
2584,2584,0.9054038848273795,0.9,0,263.0,512.0,0.0,95.0,1,0.04601747177371257,0.04601747177371257
2585,2585,-0.494338279863864,-0.5,1,472.0,821.0,1.0,137.0,1,0.45847902058522855,0.45847902058522855
2586,2586,-0.048790403646948866,-0.0,1,437.0,793.0,1.0,900.0,1,0.3814853042227069,0.3814853042227069
2587,2587,-0.8896335567102389,-0.9,1,440.0,998.0,1.0,392.0,1,0.37357339426115543,0.37357339426115543
2588,2588,-0.5731091920527092,-0.6,1,299.0,822.0,1.0,179.0,1,0.13532314558487046,0.13532314558487046
2589,2589,0.1582799450509662,0.2,0,361.0,570.0,0.0,459.0,1,0.3152575963768151,0.3152575963768151
2590,2590,-0.4609990414709686,-0.5,1,443.0,704.0,1.0,273.0,1,0.1398434999853722,0.1398434999853722
2591,2591,-0.7052288542983705,-0.7,1,338.0,803.0,1.0,199.0,1,0.009152884931755478,0.009152884931755478
2592,2592,-0.13736047503484383,-0.1,1,400.0,827.0,1.0,1123.0,1,0.1242883093860998,0.1242883093860998
2593,2593,0.3277659050157484,0.3,0,338.0,856.0,0.0,216.0,1,0.091163349513954,0.091163349513954
2594,2594,0.22496510303018047,0.2,0,357.0,713.0,0.0,490.0,1,0.12817082530813212,0.12817082530813212
2595,2595,-0.5122725268325425,-0.5,1,334.0,756.0,1.0,200.0,1,0.18674878699305236,0.18674878699305236
2596,2596,0.5956804172573864,0.6,0,497.0,921.0,0.0,432.0,1,0.005153950105241778,0.005153950105241778
2597,2597,-0.5349604166822133,-0.5,1,338.0,702.0,1.0,250.0,1,0.4161199607883642,0.4161199607883642
2598,2598,-0.5327468622993372,-0.5,1,287.0,616.0,1.0,167.0,1,0.25543776546930086,0.25543776546930086
2599,2599,0.8961815986553356,0.9,0,493.0,717.0,0.0,330.0,1,0.12202490396320592,0.12202490396320592
2600,2600,0.2680368580636019,0.3,0,391.0,512.0,0.0,207.0,1,0.016506658206880298,0.016506658206880298
2601,2601,-0.6748553993102457,-0.7,1,290.0,980.0,1.0,1220.0,1,0.20294039982950224,0.20294039982950224
2602,2602,-0.5994812762565762,-0.6,1,294.0,968.0,1.0,558.0,1,0.42262928327775556,0.42262928327775556
2603,2603,0.3985667879635222,0.4,0,388.0,803.0,0.0,569.0,1,0.01122693959291804,0.01122693959291804
2604,2604,-0.974788818631479,-1.0,1,291.0,672.0,1.0,147.0,1,0.39312463757733834,0.39312463757733834
2605,2605,-0.3101867450140783,-0.3,1,364.0,826.0,1.0,260.0,1,0.46691095293006357,0.46691095293006357
2606,2606,-0.9050632710468416,-0.9,1,335.0,854.0,1.0,531.0,1,0.26689123005024595,0.26689123005024595
2607,2607,0.05094469090197373,0.1,0,300.0,995.0,0.0,75.0,1,0.13511725693418958,0.13511725693418958
2608,2608,-0.19292078410359426,-0.2,1,313.0,575.0,1.0,442.0,1,0.4149889622407552,0.4149889622407552
2609,2609,-0.7337284330043792,-0.7,1,265.0,834.0,1.0,141.0,1,0.17869942934175304,0.17869942934175304
2610,2610,-0.0991672233778278,-0.1,1,371.0,948.0,1.0,301.0,1,0.07292542127508356,0.07292542127508356
2611,2611,-0.40873572582613904,-0.4,1,272.0,746.0,1.0,342.0,1,0.23280670634911482,0.23280670634911482
2612,2612,0.9816697502550069,1.0,0,329.0,768.0,0.0,173.0,1,0.24568746112407613,0.24568746112407613
2613,2613,0.8646030364842947,0.9,0,263.0,827.0,0.0,210.0,1,0.004507510702718043,0.004507510702718043
2614,2614,-0.17235349840562875,-0.2,1,322.0,585.0,1.0,253.0,1,0.2896315262635257,0.2896315262635257
2615,2615,-0.13568594663924416,-0.1,1,447.0,834.0,1.0,249.0,1,0.07417240833664179,0.07417240833664179
2616,2616,-0.5415993128790244,-0.5,1,440.0,960.0,1.0,390.0,1,0.22773492125770922,0.22773492125770922
2617,2617,-0.6272556892661916,-0.6,1,401.0,860.0,1.0,229.0,1,0.43011396846145517,0.43011396846145517
2618,2618,-0.5271983852128783,-0.5,1,443.0,834.0,1.0,113.0,1,0.12648055300116562,0.12648055300116562
2619,2619,0.4300456332133886,0.4,0,269.0,962.0,0.0,579.0,1,0.2775037387520512,0.2775037387520512
2620,2620,-0.7499949726016057,-0.7,1,388.0,687.0,1.0,725.0,1,0.11043340942484181,0.11043340942484181
2621,2621,-0.6880500200101409,-0.7,1,331.0,832.0,1.0,77.0,1,0.4215335065538063,0.4215335065538063
2622,2622,-0.7693052650024021,-0.8,1,345.0,895.0,1.0,210.0,1,0.19839187968778005,0.19839187968778005
2623,2623,-0.9493032180506404,-0.9,1,389.0,841.0,1.0,180.0,1,0.05593648154757508,0.05593648154757508
2624,2624,-0.050266553619892296,-0.1,1,341.0,606.0,0.0,373.0,0,0.09585579409909989,0.09585579409909989
2625,2625,0.9428489346136677,0.9,0,420.0,752.0,0.0,138.0,1,0.21189359708415828,0.21189359708415828
2626,2626,-0.039950464848354184,-0.0,1,269.0,873.0,1.0,138.0,1,0.3816102314397342,0.3816102314397342
2627,2627,-0.6046474710210397,-0.6,1,425.0,874.0,1.0,91.0,1,0.18961777363323506,0.18961777363323506
2628,2628,-0.613957833469247,-0.6,1,276.0,640.0,1.0,194.0,1,0.07740839425137419,0.07740839425137419
2629,2629,-0.26272808984505547,-0.3,1,303.0,841.0,0.0,226.0,0,0.16522827858906786,0.16522827858906786
2630,2630,-0.6345623636542235,-0.6,1,255.0,847.0,1.0,858.0,1,0.21014237109230116,0.21014237109230116
2631,2631,0.01693744459624935,0.0,0,282.0,639.0,1.0,319.0,0,0.11246558477632956,0.11246558477632956
2632,2632,-0.4828592573591035,-0.5,1,431.0,504.0,1.0,475.0,1,0.05766670905229199,0.05766670905229199
2633,2633,-0.8434532124117313,-0.8,1,461.0,733.0,1.0,576.0,1,0.24646662841267097,0.24646662841267097
2634,2634,-0.2646603693115759,-0.3,1,261.0,817.0,0.0,342.0,0,0.47344109478157725,0.47344109478157725
2635,2635,-0.8697584974614105,-0.9,1,417.0,505.0,1.0,158.0,1,0.49927813057570725,0.49927813057570725
2636,2636,-0.1198341720298135,-0.1,1,291.0,730.0,1.0,89.0,1,0.3675030411299792,0.3675030411299792
2637,2637,0.8178352064974888,0.8,0,319.0,729.0,0.0,232.0,1,0.15247714227222436,0.15247714227222436
2638,2638,0.8892543345383657,0.9,0,328.0,877.0,0.0,135.0,1,0.0048943320517730315,0.0048943320517730315
2639,2639,0.33281680738212804,0.3,0,475.0,858.0,1.0,227.0,0,0.3377015427216074,0.3377015427216074
2640,2640,-0.035678600806897,-0.0,1,308.0,574.0,0.0,218.0,0,0.0063981337475780276,0.0063981337475780276
2641,2641,0.8772263289127271,0.9,0,300.0,908.0,0.0,192.0,1,0.12627884579947068,0.12627884579947068
2642,2642,0.2998880157723105,0.3,0,361.0,818.0,1.0,111.0,0,0.07604094084436397,0.07604094084436397
2643,2643,-0.7774445090073385,-0.8,1,266.0,518.0,1.0,126.0,1,0.26458588417782514,0.26458588417782514
2644,2644,-0.3463345478403459,-0.3,1,434.0,504.0,1.0,432.0,1,0.30411988401972195,0.30411988401972195
2645,2645,0.8330270491524738,0.8,0,293.0,922.0,0.0,515.0,1,0.4680228661939507,0.4680228661939507
2646,2646,-0.7059229093529313,-0.7,1,493.0,648.0,1.0,179.0,1,0.2536508608603481,0.2536508608603481
2647,2647,0.09177584357595392,0.1,0,406.0,863.0,1.0,421.0,0,0.3648261167908378,0.3648261167908378
2648,2648,0.9463075860985604,0.9,0,323.0,749.0,0.0,258.0,1,0.018204197386524457,0.018204197386524457
2649,2649,-0.8538200513439509,-0.9,1,490.0,877.0,1.0,153.0,1,0.1557387796249009,0.1557387796249009
2650,2650,0.29171884997457487,0.3,0,343.0,999.0,0.0,278.0,1,0.3496311310390887,0.3496311310390887
2651,2651,0.30288369904437173,0.3,0,329.0,925.0,0.0,1906.0,1,0.29712998175606586,0.29712998175606586
2652,2652,-0.49424961806260304,-0.5,1,396.0,741.0,1.0,423.0,1,0.40803573621264516,0.40803573621264516
2653,2653,-0.16614825254781684,-0.2,1,262.0,627.0,1.0,231.0,1,0.09231102142267744,0.09231102142267744
2654,2654,0.19492476766613387,0.2,0,433.0,690.0,0.0,197.0,1,0.3325022336961772,0.3325022336961772
2655,2655,0.7156877206507988,0.7,0,290.0,774.0,0.0,126.0,1,0.05821518612373172,0.05821518612373172
2656,2656,0.31958936088262413,0.3,0,366.0,502.0,0.0,402.0,1,0.27571920830708213,0.27571920830708213
2657,2657,-0.10942709831586828,-0.1,1,279.0,950.0,1.0,391.0,1,0.2646519857026471,0.2646519857026471
2658,2658,-0.9603802762440372,-1.0,1,402.0,559.0,1.0,219.0,1,0.31477826186325747,0.31477826186325747
2659,2659,-0.7363614703406074,-0.7,1,431.0,878.0,1.0,281.0,1,0.4346623105145234,0.4346623105145234
2660,2660,0.9992548014213507,1.0,0,366.0,981.0,0.0,213.0,1,0.005073328684538081,0.005073328684538081
2661,2661,-0.20506800765569544,-0.2,1,433.0,719.0,1.0,398.0,1,0.041424210409310325,0.041424210409310325
2662,2662,0.8730958475962189,0.9,0,330.0,958.0,0.0,112.0,1,0.30086110134617305,0.30086110134617305
2663,2663,-0.2244971972662948,-0.2,1,489.0,955.0,1.0,236.0,1,0.2353632029491966,0.2353632029491966
2664,2664,0.744267871085794,0.7,0,303.0,924.0,0.0,263.0,1,0.305072624230963,0.305072624230963
2665,2665,-0.02476210452436356,-0.0,1,422.0,545.0,0.0,193.0,0,0.38126959666883914,0.38126959666883914
2666,2666,0.2102097708015025,0.2,0,274.0,893.0,1.0,243.0,0,0.142106769507735,0.142106769507735
2667,2667,0.9016205009756602,0.9,0,397.0,833.0,0.0,150.0,1,0.23356604382794321,0.23356604382794321
2668,2668,0.12426579482757583,0.1,0,380.0,531.0,1.0,959.0,0,0.3897110064966794,0.3897110064966794
2669,2669,-0.08234752679839819,-0.1,1,402.0,782.0,0.0,806.0,0,0.44353843894358713,0.44353843894358713
2670,2670,-0.71858289394642,-0.7,1,423.0,715.0,1.0,1062.0,1,0.33602044244861495,0.33602044244861495
2671,2671,0.010794896812821753,0.0,0,421.0,647.0,0.0,272.0,1,0.28797173638396356,0.28797173638396356
2672,2672,0.6797793449253333,0.7,0,498.0,791.0,0.0,111.0,1,0.34889682392540555,0.34889682392540555
2673,2673,-0.7827077421159099,-0.8,1,311.0,679.0,1.0,430.0,1,0.2615952023561712,0.2615952023561712
2674,2674,0.09337420368505844,0.1,0,399.0,965.0,0.0,206.0,1,0.134580089215326,0.134580089215326
2675,2675,-0.6693617532457385,-0.7,1,429.0,852.0,1.0,529.0,1,0.18472415965370298,0.18472415965370298
2676,2676,0.364209936551672,0.4,0,364.0,989.0,0.0,167.0,1,0.3358289025937057,0.3358289025937057
2677,2677,-0.48353445906747683,-0.5,1,269.0,655.0,1.0,156.0,1,0.44302859526074934,0.44302859526074934
2678,2678,0.8923391622136359,0.9,0,435.0,706.0,0.0,389.0,1,0.4015823614471716,0.4015823614471716
2679,2679,0.05808216871571115,0.1,0,455.0,664.0,1.0,701.0,0,0.3541776471082417,0.3541776471082417
2680,2680,-0.4618852413665997,-0.5,1,269.0,749.0,1.0,422.0,1,0.32568459218293877,0.32568459218293877
2681,2681,-0.19143540300896178,-0.2,1,323.0,657.0,1.0,430.0,1,0.25133750289837714,0.25133750289837714
2682,2682,-0.5350039884522053,-0.5,1,390.0,600.0,1.0,140.0,1,0.16356069104191007,0.16356069104191007
2683,2683,0.6340318758757428,0.6,0,285.0,838.0,0.0,107.0,1,0.495252245940035,0.495252245940035
2684,2684,-0.05732004454518114,-0.1,1,321.0,896.0,0.0,133.0,0,0.2625190460482816,0.2625190460482816
2685,2685,-0.39922687949121816,-0.4,1,448.0,811.0,1.0,121.0,1,0.38931305941354344,0.38931305941354344
2686,2686,0.1266423987785772,0.1,0,325.0,843.0,0.0,462.0,1,0.1679930597879869,0.1679930597879869
2687,2687,0.3322570094026642,0.3,0,320.0,773.0,0.0,377.0,1,0.05996758907563304,0.05996758907563304
2688,2688,-0.6930240059050763,-0.7,1,497.0,890.0,1.0,293.0,1,0.4438533466068326,0.4438533466068326
2689,2689,-0.5959641935267508,-0.6,1,447.0,965.0,1.0,178.0,1,0.30265790518255725,0.30265790518255725
2690,2690,0.059832368481182785,0.1,0,280.0,694.0,0.0,886.0,1,0.11006186995836176,0.11006186995836176
2691,2691,0.1116337205645479,0.1,0,254.0,943.0,1.0,353.0,0,0.39985652947656164,0.39985652947656164
2692,2692,0.8881038387452289,0.9,0,400.0,917.0,0.0,283.0,1,0.3069891677603125,0.3069891677603125
2693,2693,-0.11144754232752963,-0.1,1,481.0,895.0,1.0,84.0,1,0.1658552243459327,0.1658552243459327
2694,2694,0.36131782232488585,0.4,0,421.0,813.0,0.0,756.0,1,0.023197692858508978,0.023197692858508978
2695,2695,-0.2096700350476568,-0.2,1,321.0,805.0,1.0,534.0,1,0.11002867808581102,0.11002867808581102
2696,2696,-0.9960024758245174,-1.0,1,262.0,776.0,1.0,152.0,1,0.39096011178224893,0.39096011178224893
2697,2697,0.2170294836752653,0.2,0,316.0,793.0,0.0,191.0,1,0.1400587920681743,0.1400587920681743
2698,2698,-0.01815498146951544,-0.0,1,393.0,802.0,0.0,235.0,0,0.36184888557360473,0.36184888557360473
2699,2699,0.6980656772295564,0.7,0,330.0,659.0,0.0,221.0,1,0.09213256237452111,0.09213256237452111
2700,2700,-0.5416755356047092,-0.5,1,393.0,702.0,1.0,535.0,1,0.06257601508018484,0.06257601508018484
2701,2701,0.3084913673692058,0.3,0,306.0,841.0,1.0,243.0,0,0.4692954226292116,0.4692954226292116
2702,2702,-0.06696025206518885,-0.1,1,369.0,880.0,1.0,201.0,1,0.4004993723072314,0.4004993723072314
2703,2703,-0.10784973106804352,-0.1,1,421.0,929.0,1.0,220.0,1,0.31328724036245503,0.31328724036245503
2704,2704,-0.41808486069056117,-0.4,1,339.0,655.0,1.0,276.0,1,0.24523853714131955,0.24523853714131955
2705,2705,-0.734244409098757,-0.7,1,334.0,925.0,1.0,301.0,1,0.44348750536381326,0.44348750536381326
2706,2706,-0.26378077591060944,-0.3,1,487.0,792.0,1.0,291.0,1,0.27508110224114063,0.27508110224114063
2707,2707,-0.7924769886244436,-0.8,1,344.0,595.0,1.0,331.0,1,0.36060758543759025,0.36060758543759025
2708,2708,0.12729433741437957,0.1,0,259.0,747.0,0.0,244.0,1,0.014442987834034027,0.014442987834034027
2709,2709,-0.7930637975249284,-0.8,1,296.0,863.0,1.0,511.0,1,0.469119034591366,0.469119034591366
2710,2710,0.6309886976597869,0.6,0,319.0,806.0,0.0,675.0,1,0.2820164667319431,0.2820164667319431
2711,2711,-0.5959657714088997,-0.6,1,499.0,744.0,1.0,177.0,1,0.14538987013476135,0.14538987013476135
2712,2712,-0.962535696535916,-1.0,1,341.0,645.0,1.0,154.0,1,0.4421884840729966,0.4421884840729966
2713,2713,0.32009495103509145,0.3,0,276.0,940.0,1.0,164.0,0,0.35211597496660824,0.35211597496660824
2714,2714,-0.8264918581606651,-0.8,1,285.0,797.0,1.0,348.0,1,0.403961585093103,0.403961585093103
2715,2715,0.8689484236212137,0.9,0,454.0,992.0,0.0,344.0,1,0.1012722448801106,0.1012722448801106
2716,2716,0.43907144260792696,0.4,0,427.0,722.0,0.0,481.0,1,0.20847346516873588,0.20847346516873588
2717,2717,0.2667743215400187,0.3,0,344.0,996.0,0.0,460.0,1,0.3501117652699247,0.3501117652699247
2718,2718,-0.07258545623449253,-0.1,1,380.0,567.0,1.0,1293.0,1,0.11402712112340124,0.11402712112340124
2719,2719,-0.943373711354458,-0.9,1,477.0,781.0,1.0,132.0,1,0.4771518332474999,0.4771518332474999
2720,2720,0.09735928533568128,0.1,0,326.0,809.0,1.0,165.0,0,0.17634590282268475,0.17634590282268475
2721,2721,-0.5930206600302514,-0.6,1,388.0,501.0,1.0,201.0,1,0.2958207647979082,0.2958207647979082
2722,2722,0.3773145100556954,0.4,0,299.0,880.0,1.0,91.0,0,0.18060993871659742,0.18060993871659742
2723,2723,0.2839382109222981,0.3,0,376.0,746.0,0.0,268.0,1,0.07634953293591357,0.07634953293591357
2724,2724,-0.13975985473913277,-0.1,1,317.0,814.0,0.0,229.0,0,0.10590704559891262,0.10590704559891262
2725,2725,0.6739831985406557,0.7,0,310.0,671.0,0.0,319.0,1,0.053053932782102464,0.053053932782102464
2726,2726,0.8072699885498056,0.8,0,490.0,921.0,0.0,249.0,1,0.12572441730263068,0.12572441730263068
2727,2727,-0.18970740889134086,-0.2,1,253.0,858.0,1.0,129.0,1,0.49939617291788807,0.49939617291788807
2728,2728,0.3166594049689724,0.3,0,469.0,637.0,1.0,244.0,0,0.16232145540309112,0.16232145540309112
2729,2729,0.9415425386838363,0.9,0,340.0,971.0,0.0,249.0,1,0.33886304559759006,0.33886304559759006
2730,2730,-0.9806701612518185,-1.0,1,419.0,788.0,1.0,303.0,1,0.3481560913151179,0.3481560913151179
2731,2731,0.030125495264335722,0.0,0,456.0,609.0,0.0,115.0,1,0.31729372069926504,0.31729372069926504
2732,2732,-0.13795380501024934,-0.1,1,321.0,936.0,1.0,133.0,1,0.0007967993245748817,0.0007967993245748817
2733,2733,-0.6761555292760886,-0.7,1,359.0,829.0,1.0,792.0,1,0.3713854073403842,0.3713854073403842
2734,2734,-0.44508613481331016,-0.4,1,319.0,694.0,1.0,57.0,1,0.07823245582194571,0.07823245582194571
2735,2735,-0.1579946062940567,-0.2,1,383.0,614.0,1.0,233.0,1,0.4170896509197545,0.4170896509197545
2736,2736,-0.3924082760015233,-0.4,1,424.0,692.0,1.0,194.0,1,0.4916250219215329,0.4916250219215329
2737,2737,-0.43613501895568074,-0.4,1,371.0,646.0,1.0,593.0,1,0.2920957314911672,0.2920957314911672
2738,2738,-0.6339044254152566,-0.6,1,397.0,739.0,0.0,204.0,0,0.21955724872449184,0.21955724872449184
2739,2739,-0.8965855498816226,-0.9,1,285.0,533.0,1.0,392.0,1,0.09755018948450972,0.09755018948450972
2740,2740,0.013107403095079295,0.0,0,281.0,605.0,0.0,244.0,1,0.005094992701207113,0.005094992701207113
2741,2741,-0.32060111110345413,-0.3,1,286.0,813.0,1.0,221.0,1,0.25240056300964275,0.25240056300964275
2742,2742,0.567273975049442,0.6,0,480.0,791.0,0.0,239.0,1,0.12181871963070645,0.12181871963070645
2743,2743,-0.2850307623554271,-0.3,1,267.0,852.0,1.0,121.0,1,0.27499619364998046,0.27499619364998046
2744,2744,-0.20999866425081581,-0.2,1,422.0,923.0,1.0,495.0,1,0.24168238470960424,0.24168238470960424
2745,2745,0.24015329183019696,0.2,0,382.0,919.0,0.0,209.0,1,0.39205387210836506,0.39205387210836506
2746,2746,-0.917217056503729,-0.9,1,487.0,659.0,1.0,494.0,1,0.49088049078186347,0.49088049078186347
2747,2747,0.7530210745085197,0.8,0,361.0,540.0,0.0,129.0,1,0.18356769593544875,0.18356769593544875
2748,2748,-0.8826292615062423,-0.9,1,388.0,559.0,1.0,163.0,1,0.017161018493524915,0.017161018493524915
2749,2749,-0.5447248371440525,-0.5,1,402.0,595.0,1.0,313.0,1,0.40034442591518504,0.40034442591518504
2750,2750,0.07728341270648476,0.1,0,484.0,528.0,0.0,268.0,1,0.24904643721798264,0.24904643721798264
2751,2751,-0.8158624946280109,-0.8,1,396.0,614.0,1.0,100.0,1,0.4598385579391839,0.4598385579391839
2752,2752,0.20428958557706012,0.2,0,488.0,558.0,1.0,404.0,0,0.13570489862039647,0.13570489862039647
2753,2753,0.9024548231724054,0.9,0,291.0,590.0,0.0,169.0,1,0.2573692720268541,0.2573692720268541
2754,2754,0.9093000996493867,0.9,0,336.0,904.0,0.0,190.0,1,0.10908379128222678,0.10908379128222678
2755,2755,-0.717973070892725,-0.7,1,409.0,716.0,1.0,345.0,1,0.30381466475724417,0.30381466475724417
2756,2756,-0.3020457012103033,-0.3,1,491.0,526.0,1.0,173.0,1,0.2425220052246853,0.2425220052246853
2757,2757,-0.45474173006499097,-0.5,1,350.0,551.0,1.0,399.0,1,0.18921522412908887,0.18921522412908887
2758,2758,0.3503472494876758,0.4,0,302.0,784.0,0.0,194.0,1,0.021903226683986476,0.021903226683986476
2759,2759,-0.5135420353823104,-0.5,1,462.0,695.0,1.0,193.0,1,0.10088416326325716,0.10088416326325716
2760,2760,0.464707840689208,0.5,0,445.0,975.0,0.0,120.0,1,0.4652995341637737,0.4652995341637737
2761,2761,0.1897167569086471,0.2,0,448.0,540.0,0.0,182.0,1,0.09642843033902343,0.09642843033902343
2762,2762,0.6771899083637396,0.7,0,376.0,876.0,0.0,138.0,1,0.17805362879865416,0.17805362879865416
2763,2763,-0.7482562601967468,-0.7,1,465.0,731.0,1.0,174.0,1,0.03132461451050028,0.03132461451050028
2764,2764,-0.9422836893039959,-0.9,1,337.0,682.0,1.0,111.0,1,0.20294589343943575,0.20294589343943575
2765,2765,0.1273640073360316,0.1,0,428.0,804.0,1.0,328.0,0,0.20286675302859125,0.20286675302859125
2766,2766,-0.7306042553082774,-0.7,1,298.0,638.0,1.0,324.0,1,0.23969335267393777,0.23969335267393777
2767,2767,0.2505219529796481,0.3,0,363.0,877.0,0.0,400.0,1,0.19126913990796485,0.19126913990796485
2768,2768,-0.07172322128818087,-0.1,1,396.0,739.0,0.0,1665.0,0,0.3421418779195563,0.3421418779195563
2769,2769,-0.9121445235874808,-0.9,1,358.0,527.0,1.0,355.0,1,0.08264398771299003,0.08264398771299003
2770,2770,-0.4326659026018591,-0.4,1,321.0,593.0,1.0,196.0,1,0.22854225034284753,0.22854225034284753
2771,2771,-0.13461510189341697,-0.1,1,388.0,719.0,0.0,323.0,0,0.12343890195163132,0.12343890195163132
2772,2772,-0.7061419010020955,-0.7,1,438.0,812.0,1.0,580.0,1,0.31624853474516645,0.31624853474516645
2773,2773,-0.22816871803822503,-0.2,1,457.0,631.0,1.0,182.0,1,0.1077833073952541,0.1077833073952541
2774,2774,0.8335536548399283,0.8,0,329.0,634.0,0.0,107.0,1,0.22879072849143867,0.22879072849143867
2775,2775,-0.20937699859563064,-0.2,1,491.0,813.0,0.0,296.0,0,0.05378122763136295,0.05378122763136295
2776,2776,-0.6316712071731632,-0.6,1,386.0,748.0,1.0,326.0,1,0.11433881803485729,0.11433881803485729
2777,2777,-0.771275023443929,-0.8,1,268.0,976.0,1.0,296.0,1,0.08119188382511722,0.08119188382511722
2778,2778,-0.623646979470627,-0.6,1,374.0,907.0,1.0,239.0,1,0.3536897733192192,0.3536897733192192
2779,2779,0.5010683889641177,0.5,0,351.0,821.0,0.0,768.0,1,0.06792848421018582,0.06792848421018582
2780,2780,0.8791493131385686,0.9,0,320.0,792.0,0.0,208.0,1,0.3850156888500512,0.3850156888500512
2781,2781,-0.48991968995464985,-0.5,1,369.0,504.0,1.0,747.0,1,0.42236498047379256,0.42236498047379256
2782,2782,-0.8115572041517656,-0.8,1,304.0,798.0,1.0,208.0,1,0.3331894667207374,0.3331894667207374
2783,2783,-0.784202450985255,-0.8,1,446.0,814.0,1.0,380.0,1,0.1541835180416612,0.1541835180416612
2784,2784,0.2828013420785014,0.3,0,346.0,771.0,1.0,183.0,0,0.12961308280629652,0.12961308280629652
2785,2785,0.07077370794683246,0.1,0,437.0,517.0,1.0,1306.0,0,0.27321737015398073,0.27321737015398073
2786,2786,-0.5697906592356323,-0.6,1,314.0,930.0,1.0,316.0,1,0.34687263449612854,0.34687263449612854
2787,2787,0.43611507776055003,0.4,0,348.0,853.0,0.0,1589.0,1,0.2015489485701662,0.2015489485701662
2788,2788,0.5431073068963115,0.5,0,410.0,603.0,0.0,357.0,1,0.10525709171118802,0.10525709171118802
2789,2789,0.8019300544619934,0.8,0,361.0,939.0,0.0,280.0,1,0.13972483082598558,0.13972483082598558
2790,2790,-0.9856887734657513,-1.0,1,389.0,659.0,1.0,142.0,1,0.006415649627037945,0.006415649627037945
2791,2791,-0.23410246045644412,-0.2,1,283.0,535.0,1.0,312.0,1,0.07731943108468015,0.07731943108468015
2792,2792,-0.16471427554070406,-0.2,1,404.0,634.0,1.0,342.0,1,0.4780610191179496,0.4780610191179496
2793,2793,0.21233222541118546,0.2,0,499.0,580.0,0.0,511.0,1,0.23996243011443896,0.23996243011443896
2794,2794,0.8216023055757313,0.8,0,300.0,705.0,0.0,315.0,1,0.07376267061589081,0.07376267061589081
2795,2795,-0.3585210116748905,-0.4,1,483.0,709.0,1.0,878.0,1,0.4259635009456897,0.4259635009456897
2796,2796,0.8032651278109417,0.8,0,278.0,822.0,0.0,270.0,1,0.22921324280392574,0.22921324280392574
2797,2797,0.045588583726419385,0.0,0,471.0,920.0,1.0,429.0,0,0.26148458202153857,0.26148458202153857
2798,2798,0.2798293115484518,0.3,0,274.0,712.0,1.0,194.0,0,0.3394082618490695,0.3394082618490695
2799,2799,0.7555111582341116,0.8,0,282.0,993.0,0.0,515.0,1,0.3172747542954364,0.3172747542954364
2800,2800,0.9131608321035307,0.9,0,270.0,588.0,0.0,192.0,1,0.32146713390448656,0.32146713390448656
2801,2801,0.05231432672899028,0.1,0,406.0,519.0,1.0,275.0,0,0.360588616350917,0.360588616350917
2802,2802,0.40614489291066636,0.4,0,352.0,525.0,0.0,203.0,1,0.38426506696625523,0.38426506696625523
2803,2803,0.12724283657550606,0.1,0,250.0,524.0,0.0,756.0,1,0.43597003458190314,0.43597003458190314
2804,2804,0.3886777659348568,0.4,0,416.0,663.0,0.0,181.0,1,0.1789412506600298,0.1789412506600298
2805,2805,-0.5454216586358234,-0.5,1,421.0,666.0,1.0,363.0,1,0.159172817200391,0.159172817200391
2806,2806,-0.05502231503533839,-0.1,1,383.0,998.0,1.0,59.0,1,0.3697932789256096,0.3697932789256096
2807,2807,-0.1325445974315853,-0.1,1,367.0,627.0,0.0,96.0,0,0.4285922199649337,0.4285922199649337
2808,2808,0.00238678048990959,0.0,0,358.0,537.0,1.0,185.0,0,0.10699447466901824,0.10699447466901824
2809,2809,-0.6755869547571953,-0.7,1,346.0,695.0,1.0,429.0,1,0.4041816223862457,0.4041816223862457
2810,2810,-0.934925205113516,-0.9,1,472.0,851.0,1.0,167.0,1,0.3018847524387223,0.3018847524387223
2811,2811,0.06729762269652784,0.1,0,264.0,777.0,0.0,409.0,1,0.07498113814964141,0.07498113814964141
2812,2812,-0.6100450705929317,-0.6,1,488.0,823.0,0.0,329.0,0,0.4716766220362973,0.4716766220362973
2813,2813,-0.9061489387241644,-0.9,1,452.0,515.0,1.0,73.0,1,0.02104271659164164,0.02104271659164164
2814,2814,0.4527761802045991,0.5,0,274.0,919.0,0.0,257.0,1,0.44023151840058483,0.44023151840058483
2815,2815,-0.4164470897975079,-0.4,1,373.0,517.0,1.0,810.0,1,0.42772173562518984,0.42772173562518984
2816,2816,-0.8152352848150621,-0.8,1,316.0,964.0,1.0,110.0,1,0.30992601900860284,0.30992601900860284
2817,2817,-0.5798940011191771,-0.6,1,485.0,743.0,1.0,1042.0,1,0.417445668301904,0.417445668301904
2818,2818,0.28197688459034564,0.3,0,299.0,590.0,0.0,521.0,1,0.3567323127378811,0.3567323127378811
2819,2819,0.04443017188138021,0.0,0,317.0,722.0,1.0,151.0,0,0.2634724371834669,0.2634724371834669
2820,2820,-0.3953383479569632,-0.4,1,289.0,921.0,1.0,160.0,1,0.27900773537328805,0.27900773537328805
2821,2821,0.44733254072399764,0.4,0,483.0,640.0,0.0,187.0,1,0.32207689213216417,0.32207689213216417
