,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
0,0,0.46010898678836365,0.5,0,250.0,642.0,0.0,278.0,1,0.6364018248953847,0.0
1,1,-0.984893726871904,-1.0,1,306.0,918.0,1.0,86.0,1,0.9726187879725888,0.0
2,2,-0.40731873150222464,-0.4,1,388.0,579.0,1.0,513.0,1,0.45038318923017806,0.0
3,3,-0.2728096643098148,-0.3,1,356.0,606.0,1.0,268.0,1,0.8498451284015957,0.0
4,4,-0.3935615114263402,-0.4,1,437.0,861.0,1.0,242.0,1,0.7192285228337328,0.0
5,5,-0.8052913494437985,-0.8,1,451.0,988.0,1.0,421.0,1,0.1774324964728634,0.0
6,6,-0.0011688298954517506,-0.0,1,399.0,520.0,1.0,401.0,1,0.7334164724133687,0.0
7,7,-0.7238765776665115,-0.7,1,466.0,850.0,1.0,374.0,1,0.3923776787232658,0.0
8,8,-0.9082672191472978,-0.9,1,408.0,662.0,1.0,330.0,1,0.2853456071571677,0.0
9,9,0.7441510143599466,0.7,0,358.0,761.0,0.0,171.0,1,0.8522651706053095,0.0
10,10,0.6880259045398742,0.7,0,430.0,625.0,0.0,865.0,1,0.12678379252733576,0.0
11,11,-0.8774386815365016,-0.9,1,431.0,679.0,1.0,200.0,1,0.7332857400029914,0.0
12,12,0.7465736716960876,0.7,0,480.0,874.0,0.0,616.0,1,0.7852540219112226,0.0
13,13,0.3410133552213539,0.3,0,324.0,525.0,0.0,611.0,1,0.39033724916737944,0.0
14,14,-0.5611671813923302,-0.6,1,488.0,745.0,1.0,207.0,1,0.7372255659557924,0.0
15,15,-0.032305080330926605,-0.0,1,270.0,836.0,0.0,734.0,0,0.8693048172007998,0.0
16,16,-0.9739814541738239,-1.0,1,429.0,587.0,1.0,154.0,1,0.8399671570207881,0.0
17,17,-0.21523624040025302,-0.2,1,424.0,958.0,1.0,378.0,1,0.3535788184912364,0.0
18,18,0.19379742756485796,0.2,0,351.0,827.0,0.0,1212.0,1,0.1943033920354214,0.0
19,19,-0.9232908113743861,-0.9,1,284.0,724.0,1.0,262.0,1,0.5517684121511636,0.0
20,20,0.1889811847508973,0.2,0,368.0,817.0,1.0,405.0,0,0.9374509141781125,0.0
21,21,0.0017069726298937216,0.0,0,304.0,983.0,0.0,923.0,1,0.982167923757648,0.0
22,22,-0.5483112519302005,-0.5,1,377.0,640.0,1.0,263.0,1,0.9909915862488187,0.0
23,23,-0.019198289437717175,-0.0,1,441.0,536.0,0.0,1163.0,0,0.5226307776460988,0.0
24,24,-0.8529143784145774,-0.9,1,274.0,846.0,1.0,430.0,1,0.16404297895549524,0.0
25,25,0.2938988156565321,0.3,0,374.0,964.0,0.0,262.0,1,0.9763084906865426,0.0
26,26,-0.9432408637637957,-0.9,1,365.0,589.0,1.0,236.0,1,0.5476523393520438,0.0
27,27,0.968295502011304,1.0,0,447.0,957.0,0.0,186.0,1,0.7126988384096876,0.0
28,28,-0.7152544188041601,-0.7,1,291.0,757.0,1.0,202.0,1,0.44353052996734943,0.0
29,29,0.5699002119043937,0.6,0,289.0,901.0,0.0,470.0,1,0.5282350304100258,0.0
30,30,-0.8923439371899677,-0.9,1,367.0,908.0,1.0,515.0,1,0.10814370319287622,0.0
31,31,-0.3005767523092364,-0.3,1,434.0,834.0,1.0,382.0,1,0.2914516458677904,0.0
32,32,0.7605508788681994,0.8,0,301.0,801.0,0.0,248.0,1,0.880373153686658,0.0
33,33,-0.13317800930505674,-0.1,1,466.0,684.0,1.0,1350.0,1,0.3063518780566498,0.0
34,34,0.26603999562516845,0.3,0,318.0,720.0,0.0,512.0,1,0.8685443087895918,0.0
35,35,0.6017068512132004,0.6,0,470.0,733.0,0.0,427.0,1,0.5721581881101948,0.0
36,36,-0.7326347865089262,-0.7,1,270.0,654.0,1.0,356.0,1,0.5118312595905905,0.0
37,37,-0.7844719995268048,-0.8,1,372.0,863.0,1.0,175.0,1,0.7844749812765375,0.0
38,38,0.6375888525274609,0.6,0,319.0,867.0,0.0,274.0,1,0.4794237111335482,0.0
39,39,-0.4794076418515256,-0.5,1,334.0,773.0,1.0,263.0,1,0.5164774657372547,0.0
40,40,0.9919521002732972,1.0,0,496.0,590.0,0.0,204.0,1,0.729056834645834,0.0
41,41,0.29544567759798723,0.3,0,299.0,509.0,0.0,692.0,1,0.23857632091675515,0.0
42,42,-0.496417474551174,-0.5,1,462.0,809.0,1.0,829.0,1,0.15240883872293992,0.0
43,43,-0.946107915655612,-0.9,1,357.0,922.0,1.0,551.0,1,0.11426988757696269,0.0
44,44,0.021416816408948103,0.0,0,283.0,501.0,1.0,1436.0,0,0.13141969322370764,0.0
45,45,0.833672485086788,0.8,0,378.0,928.0,0.0,224.0,1,0.9873673555810158,0.0
46,46,-0.4006105608412931,-0.4,1,422.0,642.0,1.0,446.0,1,0.6681863973862874,0.0
47,47,-0.11762501675826531,-0.1,1,277.0,917.0,1.0,1326.0,1,0.20647522480444985,0.0
48,48,0.3905685896459985,0.4,0,472.0,828.0,0.0,460.0,1,0.30526544477198647,0.0
49,49,0.6646288334038128,0.7,0,447.0,918.0,0.0,345.0,1,0.5107626484445404,0.0
50,50,0.16028209441023744,0.2,0,453.0,589.0,0.0,708.0,1,0.32033142393158504,0.0
51,51,-0.46936179523397836,-0.5,1,400.0,634.0,1.0,476.0,1,0.493925460424964,0.0
52,52,-0.6253068485282678,-0.6,1,496.0,623.0,1.0,541.0,1,0.4106459317472586,0.0
53,53,-0.6111753716244419,-0.6,1,460.0,639.0,1.0,131.0,1,0.7164257420474062,0.0
54,54,-0.2753830319720052,-0.3,1,280.0,594.0,1.0,566.0,1,0.9458212143813328,0.0
55,55,-0.654169962139731,-0.7,1,464.0,631.0,1.0,345.0,1,0.49236257904732095,0.0
56,56,-0.8472599555646403,-0.8,1,337.0,669.0,1.0,334.0,1,0.31488507867456766,0.0
57,57,-0.5384425101140831,-0.5,1,285.0,568.0,1.0,287.0,1,0.8028632488998381,0.0
58,58,0.5965712716112541,0.6,0,440.0,648.0,0.0,292.0,1,0.9492799857550268,0.0
59,59,-0.8956865576541886,-0.9,1,288.0,583.0,1.0,449.0,1,0.27662126637752277,0.0
60,60,-0.2963493441701719,-0.3,1,470.0,748.0,1.0,202.0,1,0.8420784508096951,0.0
61,61,0.9237927443395706,0.9,0,271.0,602.0,0.0,277.0,1,0.7858818375112572,0.0
62,62,0.883461879598193,0.9,0,477.0,923.0,0.0,150.0,1,0.8972261808008043,0.0
63,63,0.42070553450331927,0.4,0,291.0,714.0,0.0,1075.0,1,0.1940957951727328,0.0
64,64,0.6757302327181114,0.7,0,302.0,651.0,0.0,187.0,1,0.9806303727216261,0.0
65,65,-0.6734293034864007,-0.7,1,422.0,612.0,1.0,176.0,1,0.509481996506292,0.0
66,66,-0.4827027577441976,-0.5,1,419.0,675.0,1.0,346.0,1,0.4568782680347765,0.0
67,67,0.38765589536837064,0.4,0,472.0,936.0,0.0,452.0,1,0.28763616433013844,0.0
68,68,0.24813255092547393,0.2,0,460.0,623.0,0.0,307.0,1,0.943594742564983,0.0
69,69,-0.16613751846628477,-0.2,1,280.0,680.0,1.0,950.0,1,0.692655606266471,0.0
70,70,0.6586301528195291,0.7,0,496.0,962.0,0.0,452.0,1,0.21274647920582754,0.0
71,71,0.11853897358292564,0.1,0,305.0,623.0,0.0,892.0,1,0.28193788754727644,0.0
72,72,0.18660429752145835,0.2,0,455.0,595.0,0.0,860.0,1,0.7735321032292468,0.0
73,73,-0.9548411476729937,-1.0,1,429.0,901.0,1.0,340.0,1,0.17165570939003671,0.0
74,74,-0.8990860328864319,-0.9,1,357.0,829.0,1.0,244.0,1,0.8599616021613903,0.0
75,75,0.5675065845425271,0.6,0,413.0,814.0,0.0,323.0,1,0.8559048829402548,0.0
76,76,-0.1259591534790656,-0.1,1,459.0,866.0,1.0,485.0,1,0.7019607080173238,0.0
77,77,0.9138673062966778,0.9,0,365.0,783.0,0.0,722.0,1,0.1119579991717958,0.0
78,78,-0.3120452149464805,-0.3,1,495.0,927.0,1.0,998.0,1,0.9445874885948706,0.0
79,79,-0.5993065882218951,-0.6,1,404.0,609.0,1.0,467.0,1,0.1998172302692499,0.0
80,80,0.9101774751806642,0.9,0,322.0,712.0,0.0,346.0,1,0.6485784327611652,0.0
81,81,0.9934870823434672,1.0,0,259.0,844.0,0.0,317.0,1,0.2942949889772476,0.0
82,82,-0.41014705411597263,-0.4,1,312.0,951.0,1.0,1017.0,1,0.12709457978622626,0.0
83,83,0.9091197126241473,0.9,0,328.0,636.0,0.0,246.0,1,0.6981685662866588,0.0
84,84,0.6937854615172743,0.7,0,376.0,952.0,0.0,752.0,1,0.26405404542028915,0.0
85,85,0.9491071404302978,0.9,0,345.0,937.0,0.0,238.0,1,0.6670362185372413,0.0
86,86,-0.7105593169397262,-0.7,1,348.0,814.0,1.0,108.0,1,0.8877784835910403,0.0
87,87,-0.594133116395877,-0.6,1,262.0,788.0,1.0,710.0,1,0.17339917302172989,0.0
88,88,-0.7483078653259372,-0.7,1,351.0,571.0,1.0,328.0,1,0.26371581623331014,0.0
89,89,0.9203272093331252,0.9,0,468.0,616.0,0.0,236.0,1,0.6888673004768167,0.0
90,90,0.08242893925637218,0.1,0,352.0,760.0,1.0,1708.0,0,0.15019923906872126,0.0
91,91,0.03770461046466256,0.0,0,317.0,554.0,1.0,409.0,0,0.9994946884773305,0.0
92,92,0.5971931272559963,0.6,0,408.0,935.0,0.0,307.0,1,0.8938670268946691,0.0
93,93,-0.27119683603188416,-0.3,1,429.0,554.0,1.0,317.0,1,0.7394861658388122,0.0
94,94,-0.1498344460418679,-0.1,1,438.0,513.0,1.0,689.0,1,0.33771143430193007,0.0
95,95,-0.8786619211185429,-0.9,1,337.0,946.0,1.0,347.0,1,0.7281130563109834,0.0
96,96,-0.7678415366325693,-0.8,1,256.0,953.0,1.0,381.0,1,0.17798209369891752,0.0
97,97,0.23506962039758217,0.2,0,475.0,876.0,0.0,469.0,1,0.652888177254017,0.0
98,98,0.48568144356727516,0.5,0,463.0,923.0,0.0,394.0,1,0.2252635486387588,0.0
99,99,0.07015372388037933,0.1,0,295.0,819.0,0.0,386.0,1,0.9021136642263615,0.0
100,100,0.7752356730925907,0.8,0,390.0,745.0,0.0,175.0,1,0.812456589070138,0.0
101,101,-0.1718747282348323,-0.2,1,413.0,992.0,1.0,735.0,1,0.347586871044909,0.0
102,102,-0.006181626748992919,-0.0,1,254.0,512.0,0.0,984.0,0,0.8072020136268394,0.0
103,103,0.6942357778151078,0.7,0,393.0,728.0,0.0,299.0,1,0.47937674334947133,0.0
104,104,0.30753203807750196,0.3,0,251.0,871.0,0.0,248.0,1,0.4509826938453336,0.0
105,105,-0.15405203788669364,-0.2,1,371.0,985.0,1.0,804.0,1,0.3730899915593724,0.0
106,106,-0.3561351874132095,-0.4,1,354.0,619.0,1.0,657.0,1,0.19034408268146172,0.0
107,107,0.9425388252286355,0.9,0,477.0,726.0,0.0,807.0,1,0.13198686256277165,0.0
108,108,0.6182970378772561,0.6,0,266.0,632.0,0.0,402.0,1,0.36638159061202547,0.0
109,109,-0.7787232611997228,-0.8,1,284.0,574.0,1.0,142.0,1,0.8739046154969011,0.0
110,110,0.47692554292991485,0.5,0,475.0,588.0,0.0,407.0,1,0.5819348490191139,0.0
111,111,-0.3993134620635588,-0.4,1,433.0,515.0,1.0,172.0,1,0.9108341937962712,0.0
112,112,-0.17654715563087953,-0.2,1,276.0,717.0,1.0,617.0,1,0.480006234125573,0.0
113,113,0.30550649606763813,0.3,0,344.0,904.0,0.0,702.0,1,0.9745594344555064,0.0
114,114,0.5052964337665384,0.5,0,478.0,814.0,0.0,458.0,1,0.3657989268796109,0.0
115,115,0.22604801521277085,0.2,0,252.0,542.0,0.0,1556.0,1,0.5477787666353741,0.0
116,116,-0.23954874579453822,-0.2,1,461.0,752.0,1.0,807.0,1,0.6490734498232508,0.0
117,117,0.7037310792682403,0.7,0,346.0,870.0,0.0,184.0,1,0.709663970833097,0.0
118,118,-0.033492249792385964,-0.0,1,337.0,594.0,1.0,549.0,1,0.6405126943510182,0.0
119,119,-0.9292820640564696,-0.9,1,354.0,776.0,1.0,170.0,1,0.6820003633320435,0.0
120,120,-0.9787799423596428,-1.0,1,333.0,549.0,1.0,298.0,1,0.31795706694412407,0.0
121,121,0.5312838279134491,0.5,0,477.0,635.0,0.0,258.0,1,0.9679837236806372,0.0
122,122,0.8624516260156354,0.9,0,328.0,898.0,0.0,164.0,1,0.5369251315076269,0.0
123,123,0.015046587229989417,0.0,0,327.0,621.0,1.0,492.0,0,0.8116857659345248,0.0
124,124,0.7604677702718721,0.8,0,386.0,536.0,0.0,128.0,1,0.867160332311198,0.0
125,125,0.8606595608717202,0.9,0,320.0,515.0,0.0,385.0,1,0.24354108199017177,0.0
126,126,-0.31129734953652743,-0.3,1,294.0,864.0,1.0,902.0,1,0.36717035819700106,0.0
127,127,-0.5488171495576881,-0.5,1,493.0,958.0,1.0,209.0,1,0.7588404900056951,0.0
128,128,0.01672891570194146,0.0,0,341.0,619.0,0.0,750.0,1,0.9772505138397147,0.0
129,129,-0.39595006138534017,-0.4,1,347.0,700.0,1.0,473.0,1,0.36781468682008345,0.0
130,130,0.40543659038066826,0.4,0,348.0,519.0,0.0,583.0,1,0.2346415065562956,0.0
131,131,0.40088149732814693,0.4,0,363.0,785.0,0.0,602.0,1,0.2570149458948814,0.0
132,132,0.7126391495695696,0.7,0,417.0,597.0,0.0,376.0,1,0.9249238970317599,0.0
133,133,-0.13558852161147872,-0.1,1,436.0,936.0,1.0,1938.0,1,0.5022654668359617,0.0
134,134,-0.7617895975972611,-0.8,1,468.0,631.0,1.0,181.0,1,0.4268644410940329,0.0
135,135,0.6242013889155495,0.6,0,261.0,761.0,0.0,548.0,1,0.22073391444847942,0.0
136,136,-0.3053566381816044,-0.3,1,466.0,963.0,1.0,851.0,1,0.12885067515407392,0.0
137,137,-0.7024800285002182,-0.7,1,355.0,911.0,1.0,254.0,1,0.38093257823813287,0.0
138,138,0.6223347760943261,0.6,0,311.0,639.0,0.0,250.0,1,0.9800386953444333,0.0
139,139,0.6912559794129949,0.7,0,410.0,728.0,0.0,372.0,1,0.9130507308258609,0.0
140,140,-0.9996389695367782,-1.0,1,364.0,533.0,1.0,283.0,1,0.256481778607544,0.0
141,141,0.009537943820832062,0.0,0,422.0,719.0,0.0,419.0,1,0.5088512516926155,0.0
142,142,0.3613320823824804,0.4,0,390.0,975.0,0.0,455.0,1,0.658753717070916,0.0
143,143,-0.5313273429523735,-0.5,1,472.0,964.0,1.0,274.0,1,0.8550979918896262,0.0
144,144,-0.3103568870362612,-0.3,1,420.0,952.0,1.0,298.0,1,0.5605363832222781,0.0
145,145,-0.8718149923296135,-0.9,1,297.0,803.0,1.0,250.0,1,0.8974835430957144,0.0
146,146,0.1725606478151498,0.2,0,253.0,738.0,0.0,1019.0,1,0.39423654088517945,0.0
147,147,0.3502428607760619,0.4,0,457.0,697.0,0.0,816.0,1,0.40619444910179237,0.0
148,148,-0.28575992352847956,-0.3,1,493.0,770.0,1.0,1087.0,1,0.11985573944123962,0.0
149,149,-0.818052029073908,-0.8,1,455.0,772.0,1.0,253.0,1,0.75052146634384,0.0
150,150,0.1357768808363482,0.1,0,323.0,780.0,1.0,2217.0,0,0.37752984181881033,0.0
151,151,-0.09079278471343333,-0.1,1,390.0,700.0,1.0,440.0,1,0.7212380997182241,0.0
152,152,0.3467960095803422,0.3,0,293.0,509.0,0.0,378.0,1,0.41799329875166014,0.0
153,153,0.37052655520172006,0.4,0,472.0,544.0,0.0,554.0,1,0.2702684416386285,0.0
154,154,0.9993622808550482,1.0,0,483.0,502.0,0.0,175.0,1,0.5025955082031033,0.0
155,155,-0.5993521329498821,-0.6,1,419.0,915.0,1.0,296.0,1,0.8200899888524361,0.0
156,156,0.4883683310950713,0.5,0,478.0,971.0,0.0,441.0,1,0.21724707473250532,0.0
157,157,-0.9265388713347236,-0.9,1,427.0,502.0,1.0,471.0,1,0.2918859698464469,0.0
158,158,-0.965043975416785,-1.0,1,464.0,599.0,1.0,257.0,1,0.5883870675585491,0.0
159,159,-0.5201321754472605,-0.5,1,356.0,895.0,1.0,209.0,1,0.929475229878539,0.0
160,160,-0.8696635260695207,-0.9,1,330.0,931.0,1.0,349.0,1,0.26851764555972635,0.0
161,161,-0.3031447695756686,-0.3,1,306.0,872.0,1.0,392.0,1,0.4711603199142219,0.0
162,162,0.07207245111815697,0.1,0,452.0,975.0,0.0,343.0,1,0.9665053349025757,0.0
163,163,-0.5010563268449619,-0.5,1,402.0,634.0,1.0,514.0,1,0.24048465017318707,0.0
164,164,0.10791555006863152,0.1,0,481.0,950.0,0.0,499.0,1,0.7291391131181632,0.0
165,165,-0.8925862069074386,-0.9,1,320.0,669.0,1.0,201.0,1,0.6269428009815781,0.0
166,166,0.37522853597652417,0.4,0,483.0,669.0,0.0,388.0,1,0.46729952377572415,0.0
167,167,-0.24723859908533785,-0.2,1,370.0,654.0,1.0,776.0,1,0.3728702274261201,0.0
168,168,-0.32486709169141803,-0.3,1,403.0,936.0,1.0,691.0,1,0.1733017386710859,0.0
169,169,-0.25417834950809537,-0.3,1,336.0,815.0,1.0,499.0,1,0.8480902115104569,0.0
170,170,-0.7416080818214699,-0.7,1,311.0,698.0,1.0,341.0,1,0.2524328810660281,0.0
171,171,0.9074160622560654,0.9,0,303.0,691.0,0.0,416.0,1,0.4777954598773112,0.0
172,172,-0.7597071466128318,-0.8,1,377.0,737.0,1.0,136.0,1,0.5996593067571812,0.0
173,173,-0.892043717944341,-0.9,1,438.0,775.0,1.0,197.0,1,0.34651397857450106,0.0
174,174,0.9594483512357863,1.0,0,313.0,992.0,0.0,235.0,1,0.6295087662067888,0.0
175,175,-0.3074869040694381,-0.3,1,311.0,938.0,1.0,291.0,1,0.725449238424182,0.0
176,176,-0.8294369413810947,-0.8,1,366.0,892.0,1.0,192.0,1,0.6565678830387057,0.0
177,177,-0.39646043722245206,-0.4,1,302.0,855.0,1.0,343.0,1,0.3500480811373249,0.0
178,178,0.10403124654019735,0.1,0,353.0,880.0,0.0,397.0,1,0.9957249229806814,0.0
179,179,-0.8413725369993355,-0.8,1,265.0,904.0,1.0,321.0,1,0.2165108596819666,0.0
180,180,-0.1901135655613242,-0.2,1,357.0,970.0,1.0,833.0,1,0.18255483762074493,0.0
181,181,0.5193181657697223,0.5,0,353.0,851.0,0.0,276.0,1,0.5861092218625896,0.0
182,182,0.1186470913284412,0.1,0,288.0,620.0,0.0,762.0,1,0.9519163291181859,0.0
183,183,0.8817636900913379,0.9,0,352.0,687.0,0.0,381.0,1,0.3543324312744589,0.0
184,184,0.03494977596192528,0.0,0,480.0,670.0,1.0,850.0,0,0.9975364239076852,0.0
185,185,-0.48965478706205023,-0.5,1,382.0,656.0,1.0,322.0,1,0.6358003407848773,0.0
186,186,-0.048312826998780034,-0.0,1,382.0,728.0,1.0,900.0,1,0.2710915242504276,0.0
187,187,0.8501333158438424,0.9,0,384.0,738.0,0.0,288.0,1,0.623241630130021,0.0
188,188,0.12225082889976258,0.1,0,409.0,991.0,0.0,1490.0,1,0.7269271394281608,0.0
189,189,0.7904537217959815,0.8,0,308.0,515.0,0.0,237.0,1,0.5742790366321174,0.0
190,190,-0.36426881719434,-0.4,1,445.0,794.0,1.0,341.0,1,0.46225421208677286,0.0
191,191,-0.5084924600894134,-0.5,1,397.0,576.0,1.0,367.0,1,0.2981490930136281,0.0
192,192,0.6339089092576233,0.6,0,466.0,590.0,0.0,224.0,1,0.5211237453156335,0.0
193,193,-0.9959046724033664,-1.0,1,303.0,598.0,1.0,269.0,1,0.5422466787071399,0.0
194,194,0.629445891027727,0.6,0,430.0,962.0,0.0,288.0,1,0.7618392599678374,0.0
195,195,-0.01059098673370773,-0.0,1,465.0,653.0,0.0,2442.0,0,0.3039048145179206,0.0
196,196,-0.0647487344474107,-0.1,1,415.0,884.0,1.0,521.0,1,0.7844092535077046,0.0
197,197,0.04893817988729521,0.0,0,295.0,976.0,1.0,599.0,0,0.2908148741571125,0.0
198,198,-0.7727072277100644,-0.8,1,307.0,586.0,1.0,237.0,1,0.5645382501037285,0.0
199,199,-0.7648817437135986,-0.8,1,414.0,805.0,1.0,231.0,1,0.7525491483447626,0.0
200,200,0.8588296216285076,0.9,0,488.0,724.0,0.0,348.0,1,0.5916262665434483,0.0
201,201,0.0650111992991027,0.1,0,450.0,892.0,0.0,988.0,1,0.6038535262117212,0.0
202,202,0.6537434050154738,0.7,0,255.0,583.0,0.0,402.0,1,0.2919824687001076,0.0
203,203,-0.7658599196056974,-0.8,1,427.0,642.0,1.0,181.0,1,0.9526960935231467,0.0
