,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision
0,0,0.9998730331560111,1.0,0,487.0,628.0,0.0,275.0,1
1,1,-0.48544505904306123,-0.5,1,326.0,547.0,1.0,237.0,1
2,2,-0.5755854071056685,-0.6,1,376.0,516.0,1.0,208.0,1
3,3,0.695699418836548,0.7,0,437.0,812.0,0.0,301.0,1
4,4,-0.9905233905573485,-1.0,1,342.0,534.0,1.0,324.0,1
5,5,0.994531868534607,1.0,0,355.0,886.0,0.0,339.0,1
6,6,0.9922572176479922,1.0,0,462.0,924.0,0.0,394.0,1
7,7,-0.31713729770300225,-0.3,1,260.0,921.0,1.0,379.0,1
8,8,-0.32791703571705044,-0.3,1,327.0,815.0,1.0,858.0,1
9,9,-0.27501055669208885,-0.3,1,351.0,961.0,1.0,1028.0,1
10,10,-0.18279189080761982,-0.2,1,325.0,734.0,1.0,1271.0,1
11,11,-0.8998136447278546,-0.9,1,306.0,616.0,1.0,688.0,1
12,12,-0.7884493259546701,-0.8,1,340.0,725.0,1.0,535.0,1
13,13,-0.9644346456598383,-1.0,1,377.0,677.0,1.0,226.0,1
14,14,-0.8350468263427981,-0.8,1,477.0,671.0,1.0,212.0,1
15,15,-0.5607578263186284,-0.6,1,290.0,549.0,1.0,901.0,1
16,16,-0.957110956100605,-1.0,1,368.0,719.0,1.0,113.0,1
17,17,-0.48379892723622886,-0.5,1,438.0,715.0,1.0,257.0,1
18,18,-0.2613722916200405,-0.3,1,414.0,993.0,1.0,213.0,1
19,19,0.1358614372869822,0.1,0,469.0,694.0,0.0,737.0,1
20,20,0.036496916109384436,0.0,0,425.0,737.0,0.0,1448.0,1
21,21,-0.668796021124372,-0.7,1,385.0,686.0,1.0,309.0,1
22,22,0.8470851465999814,0.8,0,295.0,520.0,0.0,355.0,1
23,23,-0.6253111688968807,-0.6,1,337.0,894.0,1.0,499.0,1
24,24,-0.011226719576648891,-0.0,1,478.0,749.0,0.0,1043.0,0
25,25,-0.11605555749498797,-0.1,1,312.0,633.0,0.0,565.0,0
26,26,0.3876434142548262,0.4,0,251.0,702.0,0.0,207.0,1
27,27,0.6501825149919267,0.7,0,306.0,712.0,0.0,292.0,1
28,28,-0.37897445590367873,-0.4,1,296.0,871.0,1.0,493.0,1
29,29,-0.49088895130316756,-0.5,1,387.0,749.0,1.0,314.0,1
30,30,-0.9833897857447891,-1.0,1,496.0,547.0,1.0,697.0,1
31,31,0.2018209300022904,0.2,0,326.0,669.0,0.0,645.0,1
32,32,0.489290469537752,0.5,0,364.0,710.0,0.0,406.0,1
33,33,-0.23204264055907986,-0.2,1,291.0,633.0,1.0,246.0,1
34,34,0.35033188232887347,0.4,0,435.0,694.0,0.0,361.0,1
35,35,-0.518931042727969,-0.5,1,443.0,893.0,1.0,214.0,1
36,36,0.3265299451569976,0.3,0,293.0,807.0,0.0,490.0,1
37,37,-0.6743973064603919,-0.7,1,421.0,738.0,1.0,241.0,1
38,38,-0.2544708145784822,-0.3,1,427.0,844.0,1.0,659.0,1
39,39,0.8416224041354474,0.8,0,335.0,767.0,0.0,178.0,1
40,40,-0.1711553826715062,-0.2,1,255.0,785.0,1.0,310.0,1
41,41,-0.5057506649003549,-0.5,1,329.0,843.0,1.0,638.0,1
42,42,-0.616745544467457,-0.6,1,455.0,950.0,1.0,545.0,1
43,43,-0.754055569342253,-0.8,1,468.0,660.0,1.0,462.0,1
44,44,0.16840355598178425,0.2,0,404.0,708.0,0.0,628.0,1
45,45,-0.6126988211921134,-0.6,1,354.0,663.0,1.0,283.0,1
46,46,-0.13699355370371613,-0.1,1,384.0,855.0,1.0,721.0,1
47,47,-0.2285890674283737,-0.2,1,271.0,708.0,1.0,301.0,1
48,48,-0.8393034552482015,-0.8,1,304.0,894.0,1.0,302.0,1
49,49,0.5534689206255423,0.6,0,457.0,540.0,0.0,443.0,1
50,50,-0.961940094035288,-1.0,1,418.0,530.0,1.0,282.0,1
51,51,-0.508571988796034,-0.5,1,324.0,858.0,1.0,718.0,1
52,52,0.5426274259027724,0.5,0,478.0,694.0,0.0,248.0,1
53,53,0.216713873650217,0.2,0,342.0,651.0,0.0,307.0,1
54,54,0.8428588492412667,0.8,0,256.0,973.0,0.0,261.0,1
55,55,-0.7324850447626576,-0.7,1,268.0,670.0,1.0,322.0,1
56,56,-0.32862545452593617,-0.3,1,468.0,703.0,1.0,289.0,1
57,57,-0.9209179908314868,-0.9,1,378.0,857.0,1.0,305.0,1
58,58,0.9071170367610102,0.9,0,438.0,615.0,0.0,437.0,1
59,59,-0.2043892642363263,-0.2,1,455.0,554.0,1.0,1201.0,1
60,60,-0.7064070289291384,-0.7,1,339.0,667.0,1.0,244.0,1
61,61,0.5254812861467308,0.5,0,407.0,554.0,0.0,539.0,1
62,62,0.6649590196489759,0.7,0,410.0,956.0,0.0,394.0,1
63,63,-0.1289329980097953,-0.1,1,424.0,782.0,1.0,454.0,1
64,64,0.7487556169312126,0.7,0,476.0,888.0,0.0,226.0,1
65,65,0.2876202327214208,0.3,0,392.0,713.0,0.0,615.0,1
66,66,-0.7409834654184324,-0.7,1,373.0,854.0,1.0,703.0,1
67,67,0.6639817154732155,0.7,0,414.0,661.0,0.0,415.0,1
68,68,-0.15400167943784115,-0.2,1,317.0,836.0,0.0,2397.0,0
69,69,-0.10065426461395477,-0.1,1,394.0,757.0,1.0,389.0,1
70,70,-0.6675319324307996,-0.7,1,281.0,828.0,1.0,851.0,1
71,71,0.18684216987456082,0.2,0,434.0,509.0,0.0,367.0,1
72,72,-0.3085581051710178,-0.3,1,423.0,760.0,1.0,507.0,1
73,73,-0.4854594842903359,-0.5,1,420.0,811.0,1.0,849.0,1
74,74,-0.42059196870721904,-0.4,1,374.0,587.0,1.0,369.0,1
75,75,-0.633354149648343,-0.6,1,311.0,951.0,1.0,328.0,1
76,76,-0.9421961845229285,-0.9,1,445.0,716.0,1.0,179.0,1
77,77,-0.42814279713608516,-0.4,1,385.0,927.0,1.0,288.0,1
78,78,0.7065349830083527,0.7,0,340.0,591.0,0.0,289.0,1
79,79,0.1590437501148394,0.2,0,427.0,877.0,0.0,2226.0,1
80,80,0.8133085272679375,0.8,0,438.0,656.0,0.0,176.0,1
81,81,0.6004255274894206,0.6,0,366.0,553.0,0.0,331.0,1
82,82,-0.1457072496488605,-0.1,1,373.0,802.0,1.0,825.0,1
83,83,0.38096044643177684,0.4,0,281.0,521.0,0.0,448.0,1
84,84,-0.6926340075197472,-0.7,1,415.0,906.0,1.0,329.0,1
85,85,-0.41130109886517463,-0.4,1,414.0,740.0,1.0,216.0,1
86,86,-0.6867832558360201,-0.7,1,433.0,533.0,1.0,204.0,1
87,87,-0.2351179631653102,-0.2,1,459.0,732.0,1.0,709.0,1
88,88,-0.5833781242666516,-0.6,1,498.0,962.0,1.0,510.0,1
89,89,-0.3228289313349306,-0.3,1,401.0,967.0,1.0,782.0,1
90,90,-0.9653653446579908,-1.0,1,319.0,605.0,1.0,466.0,1
91,91,-0.44119789580225555,-0.4,1,294.0,835.0,1.0,881.0,1
92,92,-0.5374597042622153,-0.5,1,317.0,773.0,1.0,340.0,1
93,93,-0.544460799291997,-0.5,1,262.0,544.0,1.0,474.0,1
94,94,-0.7043713690544346,-0.7,1,355.0,505.0,1.0,140.0,1
95,95,0.4061541641753601,0.4,0,473.0,787.0,0.0,570.0,1
96,96,-0.7506911849627818,-0.8,1,463.0,844.0,1.0,393.0,1
97,97,-0.015132432599026524,-0.0,1,290.0,797.0,0.0,2823.0,0
98,98,0.7372461902328722,0.7,0,476.0,531.0,0.0,223.0,1
99,99,-0.026959461256333972,-0.0,1,341.0,648.0,0.0,311.0,0
100,100,-0.8628759602710336,-0.9,1,487.0,973.0,1.0,220.0,1
101,101,-0.8330596446610643,-0.8,1,284.0,667.0,1.0,339.0,1
102,102,-0.14257107487123144,-0.1,1,431.0,924.0,1.0,395.0,1
103,103,-0.7930953412302502,-0.8,1,290.0,871.0,1.0,229.0,1
104,104,-0.6722951082241522,-0.7,1,397.0,678.0,1.0,285.0,1
105,105,-0.003300917891832622,-0.0,1,417.0,823.0,0.0,1410.0,0
106,106,-0.4637275493886872,-0.5,1,478.0,962.0,1.0,530.0,1
107,107,-0.6719851846983096,-0.7,1,359.0,645.0,1.0,546.0,1
108,108,-0.18683921497107092,-0.2,1,311.0,980.0,0.0,909.0,0
109,109,0.08751355517915349,0.1,0,379.0,939.0,0.0,392.0,1
110,110,-0.3941459458903416,-0.4,1,433.0,620.0,1.0,287.0,1
111,111,-0.05762955922483459,-0.1,1,271.0,914.0,0.0,905.0,0
112,112,0.7339239190928866,0.7,0,433.0,601.0,0.0,246.0,1
113,113,0.5203361117509016,0.5,0,287.0,733.0,0.0,500.0,1
114,114,0.4183080603001921,0.4,0,384.0,631.0,0.0,435.0,1
115,115,0.7265518927109549,0.7,0,475.0,745.0,0.0,230.0,1
116,116,-0.731798985903447,-0.7,1,361.0,914.0,1.0,135.0,1
117,117,-0.6106915742916494,-0.6,1,433.0,721.0,1.0,266.0,1
118,118,0.22706741845418632,0.2,0,323.0,896.0,0.0,841.0,1
119,119,0.733161370483246,0.7,0,299.0,534.0,0.0,257.0,1
120,120,0.394347460538367,0.4,0,438.0,701.0,0.0,461.0,1
121,121,-0.8984270402467089,-0.9,1,364.0,773.0,1.0,913.0,1
122,122,0.22494907810507025,0.2,0,445.0,829.0,0.0,316.0,1
123,123,-0.7456364850000929,-0.7,1,400.0,712.0,1.0,378.0,1
124,124,-0.07329540341758611,-0.1,1,462.0,613.0,1.0,1225.0,1
125,125,-0.724804962238548,-0.7,1,384.0,924.0,1.0,372.0,1
126,126,0.5542114307751216,0.6,0,388.0,923.0,0.0,339.0,1
127,127,0.2625374039008941,0.3,0,365.0,854.0,0.0,271.0,1
128,128,-0.22270297282971674,-0.2,1,336.0,912.0,1.0,1172.0,1
129,129,-0.41944038746945833,-0.4,1,394.0,525.0,1.0,241.0,1
130,130,0.6992359924879332,0.7,0,385.0,694.0,0.0,301.0,1
131,131,0.9936359289845738,1.0,0,484.0,523.0,0.0,223.0,1
132,132,0.8644943310056472,0.9,0,309.0,743.0,0.0,188.0,1
133,133,-0.9742821875118042,-1.0,1,446.0,542.0,1.0,402.0,1
134,134,-0.8807967593215564,-0.9,1,464.0,745.0,1.0,231.0,1
135,135,-0.5916630504099243,-0.6,1,496.0,935.0,1.0,379.0,1
136,136,0.7928023269005762,0.8,0,251.0,914.0,0.0,365.0,1
137,137,0.9846283470887718,1.0,0,486.0,718.0,0.0,406.0,1
138,138,-0.6271559634689623,-0.6,1,411.0,748.0,1.0,141.0,1
139,139,-0.790025107809275,-0.8,1,304.0,524.0,1.0,432.0,1
140,140,-0.14936364147318404,-0.1,1,456.0,928.0,1.0,546.0,1
141,141,0.6237494643704984,0.6,0,459.0,719.0,0.0,272.0,1
142,142,0.47655823618758464,0.5,0,296.0,852.0,0.0,352.0,1
143,143,0.09267753267129764,0.1,0,432.0,976.0,0.0,2282.0,1
144,144,-0.03770076686258528,-0.0,1,413.0,666.0,1.0,781.0,1
145,145,-0.07875210100344288,-0.1,1,484.0,623.0,1.0,1793.0,1
146,146,0.5272369953988356,0.5,0,392.0,715.0,0.0,263.0,1
147,147,-0.6627003911629865,-0.7,1,264.0,741.0,1.0,415.0,1
148,148,0.04669638669355192,0.0,0,296.0,556.0,0.0,338.0,1
149,149,-0.17635784945897837,-0.2,1,309.0,569.0,0.0,942.0,0
150,150,0.24364431119959407,0.2,0,350.0,712.0,0.0,838.0,1
151,151,0.9711467134600069,1.0,0,381.0,910.0,0.0,279.0,1
152,152,-0.3012611654319999,-0.3,1,342.0,785.0,1.0,973.0,1
153,153,0.17585805341925886,0.2,0,440.0,988.0,0.0,342.0,1
154,154,-0.263613323090931,-0.3,1,392.0,908.0,1.0,860.0,1
155,155,0.4582297516898439,0.5,0,277.0,712.0,0.0,351.0,1
156,156,0.8391818728617664,0.8,0,352.0,967.0,0.0,251.0,1
157,157,0.5081351101529583,0.5,0,487.0,679.0,0.0,184.0,1
158,158,0.031052044362909426,0.0,0,326.0,755.0,0.0,309.0,1
159,159,-0.21911826203626372,-0.2,1,444.0,760.0,1.0,306.0,1
160,160,-0.8101661880764948,-0.8,1,422.0,954.0,1.0,184.0,1
161,161,0.42127030094284756,0.4,0,481.0,648.0,0.0,611.0,1
162,162,0.7146723638489154,0.7,0,406.0,684.0,0.0,610.0,1
163,163,0.021649956764857148,0.0,0,442.0,766.0,0.0,1692.0,1
164,164,0.8138198912462575,0.8,0,347.0,957.0,0.0,746.0,1
165,165,-0.37235553050738446,-0.4,1,379.0,842.0,1.0,689.0,1
166,166,-0.3877023460832314,-0.4,1,440.0,748.0,1.0,422.0,1
167,167,0.4522648280135684,0.5,0,343.0,632.0,0.0,225.0,1
168,168,-0.08021062448093774,-0.1,1,288.0,532.0,1.0,490.0,1
169,169,-0.0884130856162102,-0.1,1,380.0,651.0,1.0,409.0,1
170,170,-0.19393157192747168,-0.2,1,414.0,832.0,1.0,2464.0,1
171,171,0.2619776372413085,0.3,0,460.0,846.0,0.0,224.0,1
172,172,-0.4531165633032386,-0.5,1,448.0,598.0,1.0,854.0,1
173,173,-0.3499459868661301,-0.3,1,313.0,701.0,1.0,1076.0,1
174,174,-0.553173782803918,-0.6,1,425.0,698.0,1.0,307.0,1
175,175,0.8334852754230528,0.8,0,496.0,645.0,0.0,399.0,1
176,176,0.24004724442973502,0.2,0,484.0,872.0,0.0,1394.0,1
177,177,-0.30480120136861344,-0.3,1,453.0,554.0,1.0,383.0,1
178,178,0.021632551848642656,0.0,0,267.0,851.0,0.0,582.0,1
179,179,-0.8635861557317928,-0.9,1,486.0,952.0,1.0,262.0,1
180,180,0.5638213190819945,0.6,0,413.0,808.0,0.0,459.0,1
181,181,-0.6366414196793264,-0.6,1,391.0,957.0,1.0,162.0,1
182,182,0.2966736999389632,0.3,0,435.0,820.0,0.0,455.0,1
183,183,-0.6535150785709938,-0.7,1,282.0,509.0,1.0,319.0,1
184,184,-0.8306222522793798,-0.8,1,440.0,733.0,1.0,737.0,1
185,185,-0.12625764877893442,-0.1,1,400.0,982.0,1.0,478.0,1
186,186,0.07135647280152702,0.1,0,446.0,560.0,0.0,1484.0,1
187,187,-0.790830019038733,-0.8,1,334.0,537.0,1.0,289.0,1
188,188,-0.7736584099570876,-0.8,1,425.0,632.0,1.0,353.0,1
189,189,-0.9336134890851231,-0.9,1,415.0,981.0,1.0,224.0,1
190,190,0.754062214267041,0.8,0,405.0,911.0,0.0,294.0,1
191,191,-0.2868612644908808,-0.3,1,268.0,877.0,1.0,715.0,1
192,192,0.41309904664147523,0.4,0,252.0,929.0,0.0,389.0,1
193,193,0.08641711271381758,0.1,0,484.0,942.0,0.0,1154.0,1
194,194,-0.35181894237206435,-0.4,1,305.0,676.0,1.0,219.0,1
195,195,0.42209348685633286,0.4,0,475.0,895.0,0.0,330.0,1
196,196,0.5406552873573414,0.5,0,253.0,822.0,0.0,265.0,1
197,197,0.9553406262425681,1.0,0,358.0,644.0,0.0,388.0,1
198,198,-0.9603459931466176,-1.0,1,417.0,962.0,1.0,421.0,1
199,199,-0.750889319856445,-0.8,1,385.0,626.0,1.0,989.0,1
200,200,0.46711587808946975,0.5,0,289.0,787.0,0.0,264.0,1
201,201,0.7523014029384296,0.8,0,255.0,953.0,0.0,182.0,1
202,202,0.6682314068775357,0.7,0,402.0,610.0,0.0,388.0,1
203,203,-0.9567006903295441,-1.0,1,352.0,741.0,1.0,117.0,1
204,204,0.48386028453277286,0.5,0,403.0,854.0,0.0,383.0,1
205,205,0.8509030782217868,0.9,0,344.0,548.0,0.0,268.0,1
206,206,0.48276062019814114,0.5,0,346.0,726.0,0.0,368.0,1
207,207,-0.38826190694077045,-0.4,1,382.0,881.0,1.0,957.0,1
208,208,0.19095368411387192,0.2,0,438.0,586.0,0.0,956.0,1
209,209,-0.4436502161367224,-0.4,1,297.0,891.0,1.0,332.0,1
210,210,0.9592007251564947,1.0,0,336.0,547.0,0.0,417.0,1
211,211,0.9095274813567509,0.9,0,285.0,734.0,0.0,261.0,1
212,212,-0.8964719357301614,-0.9,1,444.0,782.0,1.0,194.0,1
213,213,0.5868108146490927,0.6,0,337.0,524.0,0.0,269.0,1
214,214,0.3425176950236153,0.3,0,322.0,612.0,0.0,616.0,1
215,215,0.8492461121713257,0.8,0,271.0,988.0,0.0,461.0,1
216,216,-0.645068101247946,-0.6,1,269.0,712.0,1.0,349.0,1
217,217,-0.363486799820397,-0.4,1,341.0,698.0,1.0,1831.0,1
218,218,0.035627299970480975,0.0,0,307.0,961.0,0.0,1192.0,1
219,219,0.22264026128817394,0.2,0,451.0,973.0,0.0,306.0,1
220,220,-0.18388949443238367,-0.2,1,261.0,629.0,1.0,440.0,1
221,221,0.4101300918946087,0.4,0,319.0,805.0,0.0,286.0,1
222,222,-0.5392986003737825,-0.5,1,357.0,514.0,1.0,319.0,1
223,223,0.11883320937928299,0.1,0,429.0,559.0,0.0,642.0,1
224,224,-0.403448880048211,-0.4,1,344.0,797.0,1.0,939.0,1
225,225,0.0456396376649264,0.0,0,487.0,845.0,0.0,698.0,1
226,226,0.1452903936947869,0.1,0,294.0,590.0,0.0,1446.0,1
227,227,-0.7907774388781663,-0.8,1,387.0,915.0,1.0,328.0,1
228,228,-0.8808887568135617,-0.9,1,470.0,661.0,1.0,689.0,1
229,229,-0.16585475414426432,-0.2,1,328.0,931.0,1.0,1581.0,1
230,230,-0.5924218015468867,-0.6,1,410.0,583.0,1.0,327.0,1
231,231,0.5392781351443034,0.5,0,312.0,838.0,0.0,350.0,1
232,232,-0.7488718435170161,-0.7,1,319.0,872.0,1.0,429.0,1
233,233,-0.5393640669520066,-0.5,1,408.0,639.0,1.0,463.0,1
234,234,0.412392500133403,0.4,0,370.0,812.0,0.0,298.0,1
235,235,0.12854671618990965,0.1,0,369.0,696.0,0.0,505.0,1
236,236,-0.08377032251807992,-0.1,1,393.0,515.0,1.0,432.0,1
237,237,0.14055276184280374,0.1,0,422.0,723.0,0.0,1195.0,1
238,238,0.41768610288501784,0.4,0,413.0,959.0,0.0,1598.0,1
239,239,-0.6423279361403429,-0.6,1,336.0,756.0,1.0,498.0,1
240,240,-0.5195160893055217,-0.5,1,264.0,661.0,1.0,575.0,1
241,241,0.7797440496746137,0.8,0,290.0,739.0,0.0,281.0,1
242,242,-0.6165596541069776,-0.6,1,354.0,974.0,1.0,302.0,1
243,243,0.323373387229382,0.3,0,358.0,575.0,0.0,1037.0,1
244,244,-0.2239569414188911,-0.2,1,452.0,915.0,1.0,383.0,1
245,245,-0.620602035334985,-0.6,1,423.0,606.0,1.0,331.0,1
246,246,-0.05641275334286,-0.1,1,450.0,680.0,1.0,670.0,1
247,247,-0.8888095896473929,-0.9,1,390.0,989.0,1.0,351.0,1
248,248,-0.7581221224693422,-0.8,1,343.0,947.0,1.0,920.0,1
249,249,-0.27082328190886873,-0.3,1,433.0,744.0,1.0,523.0,1
250,250,0.21781630222595671,0.2,0,401.0,794.0,0.0,385.0,1
251,251,-0.9509340206921546,-1.0,1,428.0,508.0,1.0,304.0,1
252,252,-0.9914796631283498,-1.0,1,461.0,685.0,1.0,994.0,1
253,253,-0.9913165838905245,-1.0,1,310.0,695.0,1.0,205.0,1
254,254,-0.5888298507543464,-0.6,1,317.0,851.0,1.0,292.0,1
255,255,0.5581772964821199,0.6,0,387.0,928.0,0.0,475.0,1
256,256,0.22942701184061853,0.2,0,424.0,965.0,0.0,841.0,1
257,257,0.8566091527422806,0.9,0,442.0,781.0,0.0,717.0,1
258,258,-0.2527141413349685,-0.3,1,331.0,926.0,1.0,1023.0,1
259,259,0.30714223165398713,0.3,0,392.0,667.0,0.0,451.0,1
260,260,-0.5240822281194963,-0.5,1,312.0,724.0,1.0,314.0,1
261,261,0.387701091194776,0.4,0,432.0,882.0,0.0,606.0,1
262,262,0.5702121557596942,0.6,0,304.0,841.0,0.0,275.0,1
263,263,0.760259154426354,0.8,0,255.0,924.0,0.0,151.0,1
264,264,-0.028757152394824237,-0.0,1,402.0,669.0,0.0,1189.0,0
265,265,-0.24150813652607073,-0.2,1,333.0,962.0,1.0,1545.0,1
266,266,0.08153316896507534,0.1,0,475.0,909.0,0.0,1286.0,1
267,267,-0.9255128143017866,-0.9,1,256.0,754.0,1.0,490.0,1
268,268,-0.24900388307941057,-0.2,1,263.0,896.0,1.0,451.0,1
269,269,0.2522135257667668,0.3,0,401.0,700.0,0.0,279.0,1
270,270,-0.8379806508695948,-0.8,1,451.0,976.0,1.0,243.0,1
271,271,0.03272753355521907,0.0,0,329.0,544.0,0.0,607.0,1
272,272,-0.7713223832565608,-0.8,1,454.0,881.0,1.0,255.0,1
273,273,-0.0985216352038083,-0.1,1,340.0,755.0,0.0,3905.0,0
274,274,-0.035037801308289485,-0.0,1,278.0,784.0,0.0,438.0,0
275,275,-0.49852788952233973,-0.5,1,443.0,817.0,1.0,320.0,1
276,276,0.8166421297386739,0.8,0,385.0,815.0,0.0,350.0,1
277,277,-0.9269900502384305,-0.9,1,327.0,874.0,1.0,499.0,1
278,278,0.09367206805090067,0.1,0,322.0,920.0,0.0,388.0,1
279,279,-0.10834505889894208,-0.1,1,282.0,587.0,0.0,491.0,0
280,280,0.26224859503421016,0.3,0,379.0,615.0,0.0,576.0,1
281,281,-0.16962870644755124,-0.2,1,324.0,890.0,1.0,746.0,1
282,282,-0.2374580751782256,-0.2,1,395.0,507.0,1.0,888.0,1
283,283,-0.13911769203203028,-0.1,1,494.0,738.0,1.0,378.0,1
284,284,-0.6113273522548615,-0.6,1,293.0,777.0,1.0,330.0,1
285,285,0.1890461444407825,0.2,0,292.0,978.0,0.0,450.0,1
286,286,-0.5410787517661202,-0.5,1,469.0,635.0,1.0,546.0,1
287,287,0.4292575440505213,0.4,0,387.0,799.0,0.0,354.0,1
288,288,0.8600854935324505,0.9,0,348.0,924.0,0.0,148.0,1
289,289,0.8480171795946148,0.8,0,443.0,978.0,0.0,269.0,1
290,290,-0.30129085183044224,-0.3,1,342.0,612.0,1.0,1496.0,1
291,291,-0.6838077311597086,-0.7,1,491.0,793.0,1.0,176.0,1
292,292,-0.6017972996468777,-0.6,1,425.0,664.0,1.0,561.0,1
293,293,-0.10070340318799675,-0.1,1,460.0,716.0,1.0,374.0,1
294,294,-0.6319230099206932,-0.6,1,439.0,815.0,1.0,706.0,1
295,295,0.9361448961737437,0.9,0,302.0,810.0,0.0,198.0,1
296,296,0.30600369145462336,0.3,0,401.0,718.0,0.0,251.0,1
297,297,0.5267225311385559,0.5,0,340.0,602.0,0.0,288.0,1
298,298,0.7027332470338095,0.7,0,331.0,527.0,0.0,362.0,1
299,299,-0.5643525050534826,-0.6,1,288.0,741.0,1.0,441.0,1
300,300,-0.18031540343319352,-0.2,1,325.0,785.0,1.0,3610.0,1
301,301,-0.9697278177259052,-1.0,1,372.0,515.0,1.0,163.0,1
302,302,-0.7567975016360218,-0.8,1,296.0,638.0,1.0,576.0,1
303,303,-0.6158869085829564,-0.6,1,338.0,706.0,1.0,226.0,1
304,304,0.5044033519713094,0.5,0,411.0,874.0,0.0,395.0,1
305,305,-0.22658744760075078,-0.2,1,395.0,998.0,1.0,207.0,1
306,306,0.5275302954891496,0.5,0,292.0,894.0,0.0,264.0,1
307,307,-0.9618456040413459,-1.0,1,496.0,524.0,1.0,260.0,1
308,308,0.6852504331675253,0.7,0,418.0,722.0,0.0,360.0,1
309,309,0.62184538572718,0.6,0,389.0,730.0,0.0,331.0,1
310,310,0.1338021285343094,0.1,0,457.0,587.0,0.0,3456.0,1
311,311,-0.8664514312214959,-0.9,1,330.0,691.0,1.0,499.0,1
312,312,0.46996082640293535,0.5,0,354.0,954.0,0.0,262.0,1
313,313,-0.0641008820595137,-0.1,1,256.0,533.0,1.0,4211.0,1
314,314,-0.7685909353632479,-0.8,1,282.0,584.0,1.0,424.0,1
315,315,-0.2974696152002241,-0.3,1,410.0,876.0,1.0,644.0,1
316,316,-0.7410829070403533,-0.7,1,458.0,654.0,1.0,1228.0,1
317,317,0.7909389101663082,0.8,0,415.0,637.0,0.0,328.0,1
318,318,-0.6071850262314122,-0.6,1,407.0,798.0,1.0,215.0,1
319,319,-0.19320961216495736,-0.2,1,360.0,977.0,1.0,393.0,1
320,320,0.5091830352878881,0.5,0,366.0,893.0,0.0,461.0,1
321,321,-0.7692164173149849,-0.8,1,456.0,716.0,1.0,168.0,1
322,322,0.49748672346099543,0.5,0,388.0,948.0,0.0,254.0,1
323,323,-0.7647948593985814,-0.8,1,326.0,699.0,1.0,655.0,1
324,324,0.6896686642294505,0.7,0,311.0,772.0,0.0,297.0,1
325,325,0.13456104377515654,0.1,0,298.0,861.0,0.0,901.0,1
326,326,0.09178182214037234,0.1,0,499.0,758.0,0.0,593.0,1
327,327,0.9127292435712056,0.9,0,361.0,675.0,0.0,344.0,1
328,328,0.5947731402867735,0.6,0,384.0,807.0,0.0,299.0,1
329,329,0.7082660397166369,0.7,0,293.0,940.0,0.0,307.0,1
330,330,-0.07333565455546132,-0.1,1,368.0,544.0,0.0,698.0,0
331,331,0.7754649654336463,0.8,0,316.0,818.0,0.0,156.0,1
332,332,0.8867342034817776,0.9,0,295.0,749.0,0.0,316.0,1
333,333,0.8851706215188524,0.9,0,425.0,985.0,0.0,330.0,1
334,334,0.2875208678393062,0.3,0,435.0,640.0,0.0,305.0,1
335,335,-0.21393480703193957,-0.2,1,256.0,675.0,0.0,239.0,0
336,336,0.7163300359144869,0.7,0,284.0,909.0,0.0,327.0,1
337,337,0.2889156511092368,0.3,0,494.0,678.0,0.0,338.0,1
338,338,-0.4565980567806167,-0.5,1,414.0,721.0,1.0,615.0,1
339,339,0.5613460739168015,0.6,0,281.0,847.0,0.0,252.0,1
340,340,-0.5319490208843387,-0.5,1,426.0,809.0,1.0,205.0,1
341,341,0.1972871235241822,0.2,0,489.0,881.0,0.0,330.0,1
342,342,-0.6184131824870478,-0.6,1,379.0,762.0,1.0,319.0,1
343,343,0.7871995531417717,0.8,0,476.0,561.0,0.0,283.0,1
344,344,0.7696618182089683,0.8,0,400.0,752.0,0.0,318.0,1
345,345,-0.3806504628330605,-0.4,1,397.0,942.0,1.0,481.0,1
346,346,-0.0825275377062038,-0.1,1,291.0,502.0,1.0,247.0,1
347,347,-0.46736577503545407,-0.5,1,278.0,662.0,1.0,630.0,1
348,348,0.20328330597561672,0.2,0,397.0,633.0,0.0,540.0,1
349,349,0.13682300557946858,0.1,0,349.0,801.0,0.0,400.0,1
350,350,-0.28382230304903033,-0.3,1,341.0,889.0,1.0,840.0,1
351,351,-0.7378713845719189,-0.7,1,290.0,827.0,1.0,313.0,1
352,352,0.9570758930695344,1.0,0,451.0,588.0,0.0,261.0,1
353,353,0.8563825699187544,0.9,0,463.0,669.0,0.0,288.0,1
354,354,0.4471150209213943,0.4,0,269.0,998.0,0.0,353.0,1
355,355,-0.2804265331650968,-0.3,1,497.0,537.0,1.0,776.0,1
356,356,0.15377341732901262,0.2,0,283.0,646.0,0.0,1201.0,1
357,357,-0.295231120301652,-0.3,1,339.0,713.0,1.0,658.0,1
358,358,-0.576113936190477,-0.6,1,323.0,776.0,1.0,621.0,1
359,359,0.6220374463189322,0.6,0,434.0,906.0,0.0,500.0,1
360,360,-0.24890131684258554,-0.2,1,376.0,569.0,1.0,1515.0,1
361,361,-0.7283173772744791,-0.7,1,341.0,587.0,1.0,402.0,1
362,362,-0.0847449819556858,-0.1,1,250.0,911.0,0.0,759.0,0
363,363,0.11221203373020328,0.1,0,406.0,811.0,0.0,553.0,1
364,364,-0.5851762911799505,-0.6,1,318.0,729.0,1.0,463.0,1
