,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision
2743,2743,0.9336999490534712,1.0,True,486.0,994.0,0.0,290.0,0
2744,2744,0.09225340415216432,0.5,True,256.0,778.0,0.0,1346.0,0
2745,2745,-0.9925118910296715,0.0,True,267.0,863.0,1.0,210.0,1
2746,2746,-0.9229418982395048,0.0,True,290.0,643.0,1.0,227.0,1
2747,2747,0.5266321960475475,0.8,True,335.0,698.0,0.0,357.0,0
2748,2748,-0.7021291083759478,0.1,True,435.0,763.0,1.0,292.0,1
2749,2749,-0.13579443093352395,0.4,True,451.0,953.0,1.0,306.0,1
2750,2750,0.6045896619869442,0.8,True,281.0,909.0,0.0,350.0,0
2751,2751,0.611584155115217,0.8,True,453.0,685.0,0.0,232.0,0
2752,2752,0.7396056090448153,0.9,True,282.0,852.0,0.0,266.0,0
2753,2753,0.003236464208353107,0.5,True,274.0,598.0,1.0,1008.0,1
2754,2754,0.7759343788951298,0.9,True,278.0,644.0,0.0,418.0,0
2755,2755,0.26366185213762283,0.6,True,357.0,864.0,0.0,529.0,0
2756,2756,-0.6444097656360819,0.2,True,406.0,734.0,1.0,240.0,1
2757,2757,0.35151384521576223,0.7,True,297.0,923.0,0.0,420.0,0
2758,2758,-0.8049197287316712,0.1,True,324.0,735.0,1.0,221.0,1
2759,2759,-0.42542113816892924,0.3,True,448.0,855.0,1.0,337.0,1
2760,2760,-0.9836069177493616,0.0,True,394.0,750.0,1.0,196.0,1
2761,2761,-0.6682346936367036,0.2,True,266.0,588.0,1.0,216.0,1
2762,2762,0.013737661703412396,0.5,True,267.0,693.0,1.0,2670.0,1
2763,2763,-0.07125794894080628,0.5,True,406.0,901.0,1.0,503.0,1
2764,2764,0.9785053340326997,1.0,True,414.0,963.0,0.0,243.0,0
2765,2765,-0.6263871511319112,0.2,True,449.0,799.0,1.0,252.0,1
2766,2766,-0.39740618046365905,0.3,True,307.0,604.0,1.0,239.0,1
2767,2767,-0.8291472591229425,0.1,True,430.0,817.0,1.0,233.0,1
2768,2768,-0.3525817269091027,0.3,True,335.0,887.0,1.0,508.0,1
2769,2769,0.6011904729269297,0.8,True,455.0,903.0,0.0,362.0,0
2770,2770,-0.6156047896158996,0.2,True,308.0,887.0,1.0,255.0,1
2771,2771,-0.23373291029873222,0.4,True,415.0,751.0,1.0,294.0,1
2772,2772,0.9323565693770961,1.0,True,435.0,705.0,0.0,230.0,0
2773,2773,-0.2605814560557298,0.4,True,464.0,786.0,1.0,300.0,1
2774,2774,0.736157958744281,0.9,True,442.0,821.0,0.0,397.0,0
2775,2775,0.17448712240316855,0.6,True,288.0,740.0,0.0,1132.0,0
2776,2776,-0.10849695589445063,0.4,True,425.0,663.0,1.0,472.0,1
2777,2777,0.38649888345174266,0.7,True,274.0,596.0,0.0,470.0,0
2778,2778,-0.37925047619982366,0.3,True,491.0,830.0,1.0,259.0,1
2779,2779,-0.8949211485219812,0.1,True,473.0,740.0,1.0,217.0,1
2780,2780,-0.6355820452821266,0.2,True,339.0,976.0,1.0,215.0,1
2781,2781,-0.12342399550185967,0.4,True,392.0,599.0,1.0,299.0,1
2782,2782,0.7541254821419792,0.9,True,265.0,970.0,0.0,245.0,0
2783,2783,-0.6119988556155074,0.2,True,300.0,822.0,1.0,228.0,1
2784,2784,0.6952094112408567,0.8,True,302.0,832.0,0.0,256.0,0
2785,2785,-0.5442560684121047,0.2,True,450.0,591.0,1.0,249.0,1
2786,2786,-0.8180634122843553,0.1,True,478.0,504.0,1.0,208.0,1
2787,2787,0.921820755408258,1.0,True,254.0,755.0,0.0,251.0,0
2788,2788,-0.6199443054462694,0.2,True,326.0,639.0,1.0,245.0,1
2789,2789,-0.4543117507567027,0.3,True,261.0,750.0,1.0,239.0,1
2790,2790,-0.1334368669443322,0.4,True,498.0,933.0,1.0,509.0,1
2791,2791,0.7689709262177098,0.9,True,363.0,844.0,0.0,263.0,0
2792,2792,0.14262895416464172,0.6,True,479.0,936.0,0.0,885.0,0
2793,2793,-0.5501221584984959,0.2,True,421.0,762.0,1.0,267.0,1
2794,2794,-0.08008765973963139,0.5,True,340.0,976.0,1.0,804.0,1
2795,2795,-0.308388962305868,0.3,True,434.0,669.0,1.0,267.0,1
2796,2796,0.6233936681075376,0.8,True,358.0,576.0,0.0,286.0,0
2797,2797,0.08955934772737684,0.5,True,292.0,927.0,0.0,1891.0,0
2798,2798,-0.5310332025239697,0.2,True,339.0,874.0,1.0,237.0,1
2799,2799,-0.012572167060946882,0.5,True,330.0,777.0,1.0,2163.0,1
2800,2800,0.9590840382646073,1.0,True,407.0,533.0,0.0,230.0,0
