,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,delay
3687,3687,-0.013892245320379581,-0.0,1,463.0,971.0,1.0,86.0,1,152.08383679805695
3688,3688,0.14160511392623953,0.1,0,377.0,518.0,1.0,115.0,0,128.75923291106406
3689,3689,0.6414766211891627,0.6,0,471.0,894.0,0.0,1095.0,1,53.77850682162559
3690,3690,0.30051673366846976,0.3,0,344.0,944.0,0.0,1122.0,1,104.92248994972954
3691,3691,-0.5969015544897576,-0.6,1,419.0,924.0,1.0,387.0,1,239.53523317346364
3692,3692,-0.02663157529854332,-0.0,1,255.0,842.0,0.0,703.0,0,153.9947362947815
3693,3693,-0.9714777809565116,-1.0,1,413.0,641.0,1.0,366.0,1,295.72166714347674
3694,3694,0.4974076348044574,0.5,0,284.0,970.0,0.0,266.0,1,75.3888547793314
3695,3695,0.0002011318722137112,0.0,0,332.0,684.0,0.0,784.0,1,149.96983021916793
3696,3696,0.4167332582540817,0.4,0,440.0,626.0,1.0,114.0,0,87.49001126188774
3697,3697,-0.11850169754633,-0.1,1,479.0,563.0,1.0,838.0,1,167.7752546319495
3698,3698,0.9498611271737691,0.9,0,429.0,567.0,0.0,364.0,1,7.520830923934629
3699,3699,-0.514038592003921,-0.5,1,309.0,890.0,1.0,171.0,1,227.10578880058816
3700,3700,-0.022234749103072327,-0.0,1,323.0,789.0,0.0,958.0,0,153.33521236546085
3701,3701,-0.6625450623080793,-0.7,1,385.0,653.0,1.0,172.0,1,249.3817593462119
3702,3702,-0.2525541304124663,-0.3,1,414.0,894.0,0.0,592.0,0,187.88311956186996
3703,3703,-0.2884404955878601,-0.3,1,346.0,970.0,1.0,384.0,1,193.266074338179
3704,3704,-0.9660377447600195,-1.0,1,317.0,707.0,1.0,216.0,1,294.9056617140029
3705,3705,0.2764156438546499,0.3,0,267.0,893.0,1.0,910.0,0,108.53765342180252
3706,3706,0.8263926612455279,0.8,0,285.0,529.0,0.0,166.0,1,26.041100813170814
3707,3707,0.02932722326771664,0.0,0,358.0,897.0,1.0,555.0,0,145.6009165098425
3708,3708,0.44299518714002195,0.4,0,388.0,864.0,0.0,698.0,1,83.55072192899671
3709,3709,-0.9980271588330556,-1.0,1,491.0,576.0,1.0,193.0,1,299.70407382495836
3710,3710,-0.29732170374964917,-0.3,1,370.0,983.0,1.0,197.0,1,194.59825556244738
3711,3711,-0.5626108328875108,-0.6,1,482.0,968.0,1.0,300.0,1,234.39162493312662
3712,3712,-0.9394662936786435,-0.9,1,375.0,624.0,1.0,461.0,1,290.9199440517965
3713,3713,-0.74964292079387,-0.7,1,290.0,663.0,1.0,387.0,1,262.4464381190805
3714,3714,0.30324687479751256,0.3,0,323.0,782.0,0.0,155.0,1,104.51296878037311
3715,3715,-0.928629904716183,-0.9,1,437.0,928.0,1.0,105.0,1,289.29448570742744
3716,3716,-0.6821322171731736,-0.7,1,315.0,819.0,1.0,1206.0,1,252.31983257597605
3717,3717,-0.7639330093817396,-0.8,1,357.0,927.0,1.0,266.0,1,264.5899514072609
3718,3718,-0.8754864835024869,-0.9,1,378.0,562.0,1.0,300.0,1,281.322972525373
3719,3719,0.27660470395887127,0.3,0,359.0,966.0,0.0,495.0,1,108.5092944061693
3720,3720,0.2728749342350594,0.3,0,424.0,636.0,0.0,290.0,1,109.0687598647411
3721,3721,-0.703802505467888,-0.7,1,365.0,787.0,1.0,128.0,1,255.57037582018322
3722,3722,-0.7402547144280172,-0.7,1,384.0,941.0,1.0,515.0,1,261.03820716420256
3723,3723,0.7778547313087909,0.8,0,272.0,536.0,0.0,442.0,1,33.32179030368137
3724,3724,-0.5750405841426822,-0.6,1,292.0,853.0,1.0,275.0,1,236.25608762140234
3725,3725,0.20702176661137428,0.2,0,296.0,775.0,1.0,609.0,0,118.94673500829386
3726,3726,-0.27422461318712155,-0.3,1,384.0,784.0,1.0,62.0,1,191.13369197806824
3727,3727,0.8454025119635191,0.8,0,304.0,760.0,0.0,446.0,1,23.18962320547213
3728,3728,-0.6803673776989465,-0.7,1,337.0,535.0,1.0,408.0,1,252.05510665484198
3729,3729,0.4267131174852574,0.4,0,470.0,942.0,0.0,878.0,1,85.99303237721139
3730,3730,-0.61950109964793,-0.6,1,426.0,960.0,1.0,354.0,1,242.9251649471895
3731,3731,0.7132724402048503,0.7,0,474.0,981.0,0.0,1825.0,1,43.00913396927246
3732,3732,-0.5368314784917851,-0.5,1,381.0,707.0,1.0,202.0,1,230.52472177376777
3733,3733,0.335121223347836,0.3,0,374.0,535.0,1.0,141.0,0,99.7318164978246
3734,3734,-0.32005834331012384,-0.3,1,284.0,845.0,1.0,701.0,1,198.00875149651858
3735,3735,-0.09011179535267999,-0.1,1,348.0,865.0,0.0,537.0,0,163.516769302902
3736,3736,0.8383229534730081,0.8,0,369.0,539.0,0.0,1082.0,1,24.251556979048782
3737,3737,-0.7799398292232607,-0.8,1,493.0,897.0,1.0,320.0,1,266.9909743834891
3738,3738,0.7288173906569522,0.7,0,433.0,831.0,0.0,636.0,1,40.67739140145717
3739,3739,-0.9364340135045892,-0.9,1,312.0,687.0,1.0,261.0,1,290.4651020256884
3740,3740,-0.8291090527047604,-0.8,1,333.0,759.0,1.0,148.0,1,274.36635790571404
3741,3741,-0.36286233056074546,-0.4,1,429.0,845.0,1.0,376.0,1,204.42934958411183
3742,3742,-0.0678864467801421,-0.1,1,260.0,943.0,1.0,367.0,1,160.18296701702133
3743,3743,0.7001909236995929,0.7,0,362.0,715.0,0.0,173.0,1,44.97136144506106
3744,3744,0.7096339718178735,0.7,0,252.0,547.0,0.0,211.0,1,43.55490422731898
3745,3745,0.6292651431101957,0.6,0,445.0,838.0,0.0,837.0,1,55.610228533470654
3746,3746,-0.22257143205174468,-0.2,1,468.0,580.0,1.0,662.0,1,183.3857148077617
3747,3747,-0.3756772673048201,-0.4,1,302.0,809.0,1.0,249.0,1,206.35159009572303
3748,3748,0.7091295222455645,0.7,0,482.0,870.0,0.0,238.0,1,43.63057166316533
3749,3749,-0.2887662686767061,-0.3,1,325.0,945.0,1.0,640.0,1,193.3149403015059
3750,3750,0.5928087046262038,0.6,0,384.0,689.0,0.0,547.0,1,61.07869430606942
3751,3751,-0.38088749365104757,-0.4,1,322.0,722.0,1.0,576.0,1,207.13312404765713
3752,3752,0.0034047524970799437,0.0,0,358.0,611.0,0.0,441.0,1,149.489287125438
3753,3753,-0.016587409442536893,-0.0,1,351.0,942.0,0.0,757.0,0,152.48811141638055
3754,3754,-0.952019512238282,-1.0,1,481.0,860.0,1.0,219.0,1,292.8029268357423
3755,3755,0.4228210017365486,0.4,0,453.0,923.0,0.0,454.0,1,86.57684973951771
3756,3756,0.14599552942842564,0.1,0,497.0,876.0,0.0,397.0,1,128.10067058573617
3757,3757,0.1196325397773641,0.1,0,480.0,715.0,0.0,955.0,1,132.05511903339539
3758,3758,0.9397899692276854,0.9,0,342.0,697.0,0.0,281.0,1,9.031504615847187
3759,3759,-0.5710108679112387,-0.6,1,328.0,630.0,1.0,302.0,1,235.6516301866858
3760,3760,-0.14660869346144234,-0.1,1,456.0,584.0,1.0,950.0,1,171.99130401921636
3761,3761,-0.3979421837859338,-0.4,1,417.0,690.0,1.0,123.0,1,209.69132756789008
3762,3762,-0.9058670867860972,-0.9,1,434.0,616.0,1.0,120.0,1,285.88006301791455
3763,3763,-0.6418369106446278,-0.6,1,337.0,609.0,1.0,374.0,1,246.27553659669417
3764,3764,-0.9551527836039497,-1.0,1,365.0,750.0,1.0,325.0,1,293.27291754059246
3765,3765,0.8917241075454769,0.9,0,297.0,756.0,0.0,187.0,1,16.24138386817846
3766,3766,-0.6225205028798833,-0.6,1,301.0,603.0,1.0,176.0,1,243.3780754319825
3767,3767,-0.9077747279354869,-0.9,1,416.0,531.0,1.0,133.0,1,286.166209190323
3768,3768,-0.6786864774490666,-0.7,1,380.0,654.0,1.0,116.0,1,251.80297161736
3769,3769,-0.8257887906700727,-0.8,1,287.0,673.0,1.0,260.0,1,273.8683186005109
3770,3770,-0.22151750813692628,-0.2,1,403.0,583.0,1.0,534.0,1,183.22762622053895
3771,3771,-0.8349908006881142,-0.8,1,329.0,818.0,1.0,413.0,1,275.24862010321715
3772,3772,0.7400906187257648,0.7,0,324.0,531.0,0.0,945.0,1,38.986407191135285
3773,3773,-0.363122178434663,-0.4,1,290.0,904.0,0.0,536.0,0,204.46832676519944
3774,3774,-0.15788375390450682,-0.2,1,449.0,602.0,0.0,499.0,0,173.682563085676
3775,3775,-0.21037321668756181,-0.2,1,270.0,781.0,1.0,279.0,1,181.55598250313426
3776,3776,-0.3250691758667106,-0.3,1,463.0,529.0,1.0,208.0,1,198.7603763800066
3777,3777,-0.6529387159090962,-0.7,1,354.0,565.0,1.0,491.0,1,247.94080738636444
3778,3778,0.5614345970130927,0.6,0,401.0,800.0,0.0,479.0,1,65.7848104480361
3779,3779,-0.39675085000636634,-0.4,1,371.0,556.0,1.0,523.0,1,209.51262750095495
3780,3780,-0.6048823945841395,-0.6,1,450.0,979.0,1.0,331.0,1,240.73235918762092
3781,3781,-0.02975805446651325,-0.0,1,449.0,925.0,1.0,776.0,1,154.463708169977
3782,3782,0.33129829775089714,0.3,0,415.0,554.0,0.0,861.0,1,100.30525533736542
3783,3783,-0.07617322303140495,-0.1,1,319.0,763.0,1.0,728.0,1,161.42598345471075
3784,3784,0.960922501699137,1.0,0,251.0,982.0,0.0,217.0,1,5.861624745129457
3785,3785,-0.39393791271791656,-0.4,1,357.0,546.0,1.0,257.0,1,209.09068690768748
3786,3786,0.5218428113144855,0.5,0,439.0,917.0,0.0,804.0,1,71.72357830282718
3787,3787,0.22888129566795734,0.2,0,402.0,908.0,0.0,870.0,1,115.6678056498064
3788,3788,-0.17335274918840726,-0.2,1,372.0,697.0,1.0,431.0,1,176.0029123782611
3789,3789,-0.13573345265584047,-0.1,1,480.0,766.0,1.0,184.0,1,170.36001789837607
3790,3790,0.8844003886048655,0.9,0,370.0,681.0,0.0,1189.0,1,17.339941709270178
3791,3791,-0.8266108146356044,-0.8,1,292.0,931.0,1.0,147.0,1,273.99162219534065
3792,3792,0.9411621152158922,0.9,0,329.0,684.0,0.0,287.0,1,8.825682717616168
3793,3793,0.22413006145717107,0.2,0,360.0,931.0,1.0,2029.0,0,116.38049078142434
3794,3794,-0.015860109860910354,-0.0,1,454.0,582.0,1.0,444.0,1,152.37901647913657
3795,3795,0.6854311486128088,0.7,0,406.0,542.0,0.0,192.0,1,47.185327708078674
3796,3796,-0.46245930579703565,-0.5,1,277.0,989.0,1.0,294.0,1,219.36889586955536
3797,3797,-0.20757975209273827,-0.2,1,254.0,861.0,1.0,555.0,1,181.13696281391074
3798,3798,0.07775395304091037,0.1,0,498.0,621.0,1.0,491.0,0,138.33690704386345
3799,3799,0.3445199185659118,0.3,0,299.0,928.0,0.0,533.0,1,98.32201221511323
3800,3800,0.08230803939235187,0.1,0,490.0,546.0,1.0,1154.0,0,137.65379409114723
3801,3801,0.07315307127216975,0.1,0,482.0,813.0,1.0,225.0,0,139.02703930917454
3802,3802,-0.7236759346786337,-0.7,1,376.0,832.0,1.0,112.0,1,258.5513902017951
3803,3803,-0.34296188348998724,-0.3,1,419.0,506.0,0.0,215.0,0,201.4442825234981
3804,3804,0.19343879400456188,0.2,0,447.0,521.0,1.0,672.0,0,120.98418089931572
3805,3805,0.7842596768355987,0.8,0,486.0,514.0,0.0,260.0,1,32.361048474660194
3806,3806,0.7732250555395614,0.8,0,285.0,602.0,0.0,403.0,1,34.016241669065785
3807,3807,-0.990321704857748,-1.0,1,389.0,898.0,1.0,443.0,1,298.5482557286622
3808,3808,0.941479774074971,0.9,0,424.0,782.0,0.0,594.0,1,8.778033888754354
3809,3809,-0.822110575908094,-0.8,1,264.0,746.0,1.0,390.0,1,273.3165863862141
3810,3810,0.8554333831984893,0.9,0,264.0,742.0,0.0,444.0,1,21.684992520226608
3811,3811,-0.8391697535276732,-0.8,1,386.0,811.0,1.0,693.0,1,275.875463029151
3812,3812,-0.9509555243297636,-1.0,1,317.0,668.0,1.0,225.0,1,292.64332864946454
3813,3813,0.2149371499108994,0.2,0,327.0,965.0,0.0,148.0,1,117.75942751336508
3814,3814,0.9106807061117228,0.9,0,425.0,519.0,0.0,96.0,1,13.39789408324158
3815,3815,-0.8496466338292135,-0.8,1,314.0,922.0,1.0,254.0,1,277.446995074382
3816,3816,-0.7180374802679519,-0.7,1,269.0,599.0,1.0,612.0,1,257.7056220401928
3817,3817,-0.6375603595044834,-0.6,1,337.0,573.0,1.0,770.0,1,245.6340539256725
3818,3818,-0.4734145490681272,-0.5,1,292.0,749.0,1.0,789.0,1,221.01218236021907
3819,3819,-0.34657280003737934,-0.3,1,431.0,711.0,1.0,408.0,1,201.9859200056069
3820,3820,-0.41697561620888934,-0.4,1,272.0,880.0,1.0,548.0,1,212.54634243133341
3821,3821,-0.006929483742164511,-0.0,1,440.0,622.0,1.0,238.0,1,151.03942256132467
3822,3822,0.44594482507134936,0.4,0,278.0,795.0,0.0,1227.0,1,83.1082762392976
3823,3823,0.8224119834390955,0.8,0,272.0,651.0,0.0,437.0,1,26.638202484135675
3824,3824,0.8632068415622036,0.9,0,395.0,792.0,0.0,443.0,1,20.518973765669458
3825,3825,0.20539513708648394,0.2,0,256.0,581.0,1.0,783.0,0,119.19072943702741
3826,3826,-0.9882895890246581,-1.0,1,484.0,950.0,1.0,446.0,1,298.2434383536987
3827,3827,0.7224380046503924,0.7,0,456.0,814.0,0.0,580.0,1,41.634299302441136
3828,3828,0.22869634366504044,0.2,0,256.0,989.0,0.0,165.0,1,115.69554845024393
3829,3829,-0.056232639032591125,-0.1,1,429.0,870.0,1.0,301.0,1,158.43489585488868
3830,3830,0.6511561770656162,0.7,0,268.0,833.0,0.0,139.0,1,52.32657344015757
3831,3831,-0.6803761680343734,-0.7,1,484.0,913.0,1.0,143.0,1,252.05642520515602
3832,3832,0.7139406602801106,0.7,0,332.0,625.0,0.0,553.0,1,42.908900957983406
3833,3833,0.7926919997503976,0.8,0,484.0,692.0,0.0,324.0,1,31.096200037440358
3834,3834,-0.20211915814598336,-0.2,1,284.0,793.0,1.0,1073.0,1,180.3178737218975
3835,3835,-0.020554108595777887,-0.0,1,261.0,779.0,1.0,630.0,1,153.08311628936667
3836,3836,-0.8186674262003644,-0.8,1,437.0,553.0,1.0,350.0,1,272.80011393005464
3837,3837,0.29285537268382167,0.3,0,323.0,610.0,1.0,507.0,0,106.07169409742674
3838,3838,-0.5041848577679817,-0.5,1,464.0,956.0,0.0,410.0,0,225.62772866519725
3839,3839,0.2413660181609676,0.2,0,255.0,725.0,1.0,600.0,0,113.79509727585486
3840,3840,-0.45368025976672177,-0.5,1,474.0,769.0,1.0,367.0,1,218.05203896500828
3841,3841,0.2379844796969457,0.2,0,423.0,905.0,0.0,422.0,1,114.30232804545814
3842,3842,0.45484769932972235,0.5,0,478.0,522.0,0.0,810.0,1,81.77284510054164
3843,3843,0.7562581007556759,0.8,0,368.0,621.0,0.0,2151.0,1,36.561284886648615
3844,3844,-0.5751471245753879,-0.6,1,325.0,720.0,1.0,145.0,1,236.2720686863082
3845,3845,0.7244773798175845,0.7,0,430.0,789.0,0.0,461.0,1,41.32839302736232
3846,3846,-0.49672901196833985,-0.5,1,462.0,938.0,1.0,340.0,1,224.50935179525098
3847,3847,0.5668571474261268,0.6,0,356.0,808.0,0.0,756.0,1,64.97142788608097
3848,3848,0.5125805574609985,0.5,0,439.0,685.0,0.0,556.0,1,73.11291638085022
3849,3849,0.4460593661935992,0.4,0,464.0,825.0,0.0,771.0,1,83.09109507096012
3850,3850,0.4851015467741737,0.5,0,479.0,786.0,0.0,2925.0,1,77.23476798387394
3851,3851,-0.026215462289919333,-0.0,1,420.0,589.0,0.0,491.0,0,153.9323193434879
3852,3852,-0.7952025182186577,-0.8,1,320.0,629.0,1.0,131.0,1,269.2803777327987
3853,3853,0.39509734994365786,0.4,0,379.0,943.0,0.0,1618.0,1,90.73539750845131
3854,3854,0.8144015311142225,0.8,0,450.0,850.0,0.0,450.0,1,27.83977033286662
3855,3855,0.49752046303494457,0.5,0,284.0,534.0,0.0,1012.0,1,75.37193054475831
3856,3856,0.5426405148616109,0.5,0,364.0,801.0,0.0,395.0,1,68.60392277075836
3857,3857,0.18096037859831982,0.2,0,478.0,880.0,1.0,342.0,0,122.85594321025202
3858,3858,0.4029728678562474,0.4,0,420.0,897.0,0.0,253.0,1,89.55406982156289
3859,3859,-0.45011455366122544,-0.5,1,291.0,527.0,1.0,222.0,1,217.5171830491838
3860,3860,0.3322092967046062,0.3,0,330.0,620.0,0.0,750.0,1,100.16860549430908
3861,3861,0.5761060566476515,0.6,0,360.0,939.0,0.0,201.0,1,63.58409150285228
3862,3862,0.3151191703475862,0.3,0,432.0,848.0,0.0,2150.0,1,102.73212444786208
3863,3863,0.15501035958060894,0.2,0,446.0,615.0,1.0,249.0,0,126.74844606290866
3864,3864,0.4052741909028761,0.4,0,341.0,719.0,0.0,1690.0,1,89.20887136456858
3865,3865,-0.5682155853877922,-0.6,1,469.0,790.0,1.0,311.0,1,235.23233780816884
3866,3866,-0.2898891655249909,-0.3,1,372.0,986.0,0.0,482.0,0,193.48337482874862
3867,3867,-0.4236407457407212,-0.4,1,279.0,636.0,1.0,515.0,1,213.5461118611082
3868,3868,-0.31023267051505066,-0.3,1,492.0,631.0,1.0,157.0,1,196.5349005772576
3869,3869,0.018512579469861512,0.0,0,292.0,504.0,1.0,424.0,0,147.22311307952077
3870,3870,0.7354652299696971,0.7,0,262.0,544.0,0.0,1094.0,1,39.68021550454544
3871,3871,0.321553308301882,0.3,0,419.0,998.0,0.0,143.0,1,101.7670037547177
3872,3872,0.5330564098078663,0.5,0,411.0,724.0,0.0,1265.0,1,70.04153852882006
3873,3873,-0.199730902735078,-0.2,1,375.0,746.0,1.0,209.0,1,179.9596354102617
3874,3874,0.013599004236260592,0.0,0,461.0,912.0,0.0,517.0,1,147.96014936456092
3875,3875,0.5159786004720337,0.5,0,468.0,570.0,0.0,2712.0,1,72.60320992919495
3876,3876,-0.5091080652433668,-0.5,1,429.0,667.0,1.0,264.0,1,226.366209786505
3877,3877,-0.9157861493069488,-0.9,1,360.0,754.0,1.0,196.0,1,287.36792239604233
3878,3878,0.22746406769320782,0.2,0,345.0,605.0,1.0,190.0,0,115.88038984601883
3879,3879,-0.3375553074308233,-0.3,1,287.0,802.0,1.0,811.0,1,200.6332961146235
3880,3880,-0.18967191838139796,-0.2,1,318.0,626.0,1.0,326.0,1,178.4507877572097
3881,3881,-0.3228136824116896,-0.3,1,250.0,606.0,1.0,1064.0,1,198.42205236175343
3882,3882,-0.4568080394148646,-0.5,1,357.0,792.0,1.0,451.0,1,218.52120591222968
3883,3883,0.13328920168049563,0.1,0,402.0,946.0,1.0,162.0,0,130.00661974792567
3884,3884,0.7223239618827544,0.7,0,258.0,682.0,0.0,1010.0,1,41.65140571758684
3885,3885,0.6956453966352008,0.7,0,498.0,845.0,0.0,257.0,1,45.65319050471989
3886,3886,-0.5890365823661736,-0.6,1,383.0,777.0,1.0,490.0,1,238.35548735492605
3887,3887,0.5407031887379388,0.5,0,256.0,758.0,0.0,926.0,1,68.89452168930919
3888,3888,0.10660206686081874,0.1,0,445.0,514.0,1.0,1731.0,0,134.0096899708772
3889,3889,-0.7781649335477114,-0.8,1,452.0,928.0,1.0,360.0,1,266.7247400321567
3890,3890,0.3947629062127376,0.4,0,490.0,679.0,0.0,141.0,1,90.78556406808936
3891,3891,-0.34304758392584467,-0.3,1,471.0,648.0,1.0,1141.0,1,201.4571375888767
3892,3892,-0.7249485651540304,-0.7,1,410.0,500.0,1.0,480.0,1,258.7422847731046
3893,3893,-0.45218249682046574,-0.5,1,491.0,785.0,1.0,254.0,1,217.82737452306986
3894,3894,-0.6107859688333339,-0.6,1,368.0,769.0,1.0,203.0,1,241.6178953250001
3895,3895,-0.24127144859687788,-0.2,1,470.0,568.0,1.0,442.0,1,186.19071728953168
3896,3896,0.1712094204898651,0.2,0,321.0,536.0,0.0,943.0,1,124.31858692652024
3897,3897,-0.9488854980702379,-0.9,1,311.0,564.0,1.0,95.0,1,292.3328247105357
3898,3898,-0.9986871913305522,-1.0,1,482.0,847.0,1.0,121.0,1,299.80307869958284
3899,3899,-0.11280068185969183,-0.1,1,348.0,789.0,1.0,133.0,1,166.92010227895378
3900,3900,0.6280853609696015,0.6,0,262.0,835.0,0.0,853.0,1,55.78719585455977
3901,3901,-0.23319166705180483,-0.2,1,428.0,839.0,1.0,623.0,1,184.97875005777072
3902,3902,-0.26895767208888977,-0.3,1,477.0,852.0,1.0,311.0,1,190.34365081333345
3903,3903,-0.9566275834434899,-1.0,1,292.0,551.0,1.0,577.0,1,293.4941375165235
3904,3904,-0.6230793371642918,-0.6,1,356.0,567.0,1.0,217.0,1,243.46190057464378
3905,3905,-0.04797096848992499,-0.0,1,252.0,975.0,0.0,2893.0,0,157.19564527348874
3906,3906,-0.9479059492150077,-0.9,1,348.0,642.0,1.0,720.0,1,292.18589238225115
3907,3907,-0.27530432127834503,-0.3,1,360.0,915.0,1.0,145.0,1,191.29564819175175
3908,3908,-0.5641487103418075,-0.6,1,335.0,711.0,1.0,414.0,1,234.62230655127112
3909,3909,-0.22212123231739267,-0.2,1,267.0,810.0,1.0,603.0,1,183.3181848476089
3910,3910,-0.2615121223142345,-0.3,1,250.0,963.0,1.0,267.0,1,189.22681834713518
3911,3911,0.3855484707597856,0.4,0,286.0,699.0,1.0,825.0,0,92.16772938603216
3912,3912,-0.8565765035277366,-0.9,1,300.0,601.0,1.0,289.0,1,278.4864755291605
3913,3913,-0.6758431479776201,-0.7,1,414.0,675.0,1.0,201.0,1,251.37647219664302
3914,3914,0.13349688007161964,0.1,0,298.0,877.0,0.0,365.0,1,129.97546798925706
3915,3915,0.6966656420684572,0.7,0,430.0,813.0,0.0,507.0,1,45.50015368973143
3916,3916,0.3919794527045326,0.4,0,422.0,509.0,0.0,459.0,1,91.20308209432011
3917,3917,-0.3902194619052819,-0.4,1,277.0,789.0,1.0,124.0,1,208.53291928579227
3918,3918,-0.5954936340236181,-0.6,1,287.0,933.0,1.0,1000.0,1,239.32404510354272
3919,3919,-0.10243881363507512,-0.1,1,476.0,711.0,0.0,483.0,0,165.36582204526127
3920,3920,-0.5169385694723709,-0.5,1,457.0,988.0,1.0,205.0,1,227.54078542085563
3921,3921,-0.7515051704630444,-0.8,1,320.0,548.0,1.0,212.0,1,262.7257755694567
3922,3922,-0.3563032869644682,-0.4,1,292.0,876.0,1.0,332.0,1,203.44549304467023
3923,3923,-0.9645499057202946,-1.0,1,418.0,568.0,1.0,194.0,1,294.6824858580442
3924,3924,-0.3652983414246045,-0.4,1,318.0,678.0,0.0,634.0,0,204.79475121369066
3925,3925,0.27263393667621094,0.3,0,355.0,891.0,0.0,794.0,1,109.10490949856836
3926,3926,0.19845818814313065,0.2,0,338.0,797.0,0.0,505.0,1,120.2312717785304
3927,3927,-0.4850487683778306,-0.5,1,389.0,962.0,1.0,809.0,1,222.7573152566746
3928,3928,0.5320021235925765,0.5,0,408.0,816.0,0.0,446.0,1,70.19968146111353
3929,3929,-0.13998669878545322,-0.1,1,338.0,523.0,1.0,1429.0,1,170.99800481781799
3930,3930,-0.17272007884765972,-0.2,1,258.0,780.0,0.0,672.0,0,175.90801182714895
3931,3931,-0.8092634326545562,-0.8,1,482.0,992.0,1.0,516.0,1,271.38951489818345
3932,3932,0.5923955541762305,0.6,0,311.0,752.0,0.0,347.0,1,61.14066687356543
3933,3933,-0.5166627875295655,-0.5,1,250.0,933.0,1.0,477.0,1,227.49941812943482
3934,3934,0.2473413681459511,0.2,0,286.0,640.0,0.0,134.0,1,112.89879477810733
3935,3935,0.8961773785196783,0.9,0,287.0,932.0,1.0,181.0,0,15.57339322204826
3936,3936,0.3558479392747693,0.4,0,454.0,563.0,0.0,823.0,1,96.62280910878461
3937,3937,0.7630920105306833,0.8,0,319.0,911.0,0.0,480.0,1,35.536198420397504
3938,3938,-0.6278191971349723,-0.6,1,325.0,516.0,1.0,229.0,1,244.17287957024584
3939,3939,0.646468067910164,0.6,0,369.0,508.0,0.0,493.0,1,53.0297898134754
3940,3940,-0.19660668232465106,-0.2,1,422.0,785.0,1.0,343.0,1,179.49100234869766
3941,3941,-0.5517201728036198,-0.6,1,363.0,568.0,1.0,79.0,1,232.758025920543
3942,3942,-0.29870840587131053,-0.3,1,345.0,820.0,1.0,495.0,1,194.80626088069658
3943,3943,0.7547711920788847,0.8,0,405.0,757.0,0.0,638.0,1,36.784321188167304
3944,3944,-0.37116917897213897,-0.4,1,297.0,536.0,1.0,227.0,1,205.67537684582084
3945,3945,-0.17629102140574404,-0.2,1,317.0,530.0,1.0,193.0,1,176.4436532108616
3946,3946,-0.9356509531632213,-0.9,1,297.0,909.0,1.0,134.0,1,290.3476429744832
3947,3947,-0.3580129328002304,-0.4,1,366.0,689.0,1.0,215.0,1,203.70193992003456
3948,3948,-0.8127324210668698,-0.8,1,353.0,785.0,1.0,132.0,1,271.90986316003045
3949,3949,-0.1603169686090926,-0.2,1,268.0,977.0,1.0,305.0,1,174.0475452913639
3950,3950,-0.19419348128899272,-0.2,1,294.0,629.0,0.0,687.0,0,179.1290221933489
3951,3951,0.7464862110564616,0.7,0,400.0,811.0,0.0,899.0,1,38.02706834153076
3952,3952,0.5942355873674623,0.6,0,353.0,539.0,0.0,748.0,1,60.864661894880655
3953,3953,0.7806255238253412,0.8,0,338.0,803.0,0.0,429.0,1,32.90617142619882
3954,3954,-0.6131149628258032,-0.6,1,257.0,871.0,1.0,252.0,1,241.96724442387048
3955,3955,-0.2107325092725647,-0.2,1,292.0,802.0,1.0,296.0,1,181.6098763908847
3956,3956,0.5723077785663948,0.6,0,277.0,587.0,0.0,466.0,1,64.15383321504078
3957,3957,0.4135154531676073,0.4,0,423.0,515.0,0.0,462.0,1,87.97268202485891
3958,3958,0.7866031180972899,0.8,0,253.0,736.0,0.0,2061.0,1,32.009532285406515
3959,3959,0.8376979119141506,0.8,0,389.0,983.0,0.0,228.0,1,24.345313212877418
3960,3960,0.14253309865776953,0.1,0,417.0,808.0,0.0,415.0,1,128.62003520133456
3961,3961,-0.20810142345713323,-0.2,1,365.0,772.0,1.0,413.0,1,181.21521351856998
3962,3962,0.34983452320330644,0.3,0,428.0,831.0,0.0,881.0,1,97.52482151950403
3963,3963,0.7267369932860501,0.7,0,498.0,532.0,0.0,390.0,1,40.989451007092484
3964,3964,0.4973327598975328,0.5,0,267.0,688.0,0.0,405.0,1,75.40008601537008
3965,3965,0.4608186417352753,0.5,0,265.0,958.0,0.0,547.0,1,80.8772037397087
3966,3966,-0.6190649113451274,-0.6,1,381.0,526.0,1.0,83.0,1,242.85973670176912
3967,3967,0.658421705542299,0.7,0,490.0,795.0,0.0,535.0,1,51.23674416865516
3968,3968,-0.30742967947589483,-0.3,1,411.0,710.0,1.0,409.0,1,196.11445192138422
3969,3969,-0.3224434077677394,-0.3,1,418.0,952.0,1.0,420.0,1,198.36651116516092
3970,3970,-0.5335361041543525,-0.5,1,260.0,576.0,1.0,144.0,1,230.03041562315286
3971,3971,-0.4758382134400094,-0.5,1,365.0,571.0,1.0,354.0,1,221.37573201600142
3972,3972,0.9679423132614067,1.0,0,471.0,970.0,0.0,769.0,1,4.8086530107889995
3973,3973,0.7026768663117924,0.7,0,400.0,543.0,0.0,377.0,1,44.59847005323114
3974,3974,-0.26622015064824,-0.3,1,288.0,835.0,0.0,457.0,0,189.933022597236
3975,3975,-0.44574513578608976,-0.4,1,466.0,770.0,1.0,254.0,1,216.86177036791346
3976,3976,0.29087236487141066,0.3,0,418.0,704.0,0.0,1888.0,1,106.3691452692884
