,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,delay
819,819,0.01899644417179913,0.0,0,312.0,863.0,0.0,405.0,1,147.15053337423012
820,820,0.8837929044551762,0.9,0,264.0,943.0,0.0,223.0,1,17.43106433172357
821,821,-0.66581545587361,-0.7,1,326.0,983.0,1.0,161.0,1,249.8723183810415
822,822,-0.3068959443531689,-0.3,1,403.0,717.0,1.0,230.0,1,196.03439165297533
823,823,-0.4230313686446723,-0.4,1,426.0,600.0,1.0,194.0,1,213.45470529670084
824,824,-0.78960536680398,-0.8,1,327.0,550.0,1.0,313.0,1,268.440805020597
825,825,-0.6018428498336752,-0.6,1,366.0,774.0,1.0,440.0,1,240.2764274750513
826,826,-0.48941839379443697,-0.5,1,295.0,710.0,0.0,635.0,0,223.41275906916553
827,827,0.446605617304217,0.4,0,448.0,673.0,0.0,619.0,1,83.00915740436746
828,828,-0.6562861032305856,-0.7,1,492.0,622.0,1.0,236.0,1,248.44291548458784
829,829,0.5038106846233901,0.5,0,349.0,758.0,0.0,2473.0,1,74.42839730649149
830,830,0.31767746975523803,0.3,0,461.0,612.0,0.0,387.0,1,102.34837953671429
831,831,0.46695110668956086,0.5,0,287.0,795.0,0.0,638.0,1,79.95733399656586
832,832,0.610087158943101,0.6,0,308.0,742.0,0.0,1300.0,1,58.48692615853486
833,833,-0.6459392268137485,-0.6,1,294.0,933.0,1.0,783.0,1,246.89088402206227
834,834,0.033259303461531164,0.0,0,331.0,966.0,1.0,1013.0,0,145.0111044807703
835,835,0.05442487560364495,0.1,0,356.0,979.0,1.0,1825.0,0,141.83626865945325
836,836,0.00608461857819087,0.0,0,386.0,775.0,1.0,159.0,0,149.08730721327137
837,837,0.5054672525510644,0.5,0,300.0,695.0,0.0,335.0,1,74.17991211734034
838,838,0.691542500808197,0.7,0,475.0,680.0,0.0,415.0,1,46.268624878770446
839,839,-0.8823395012792359,-0.9,1,357.0,717.0,1.0,226.0,1,282.3509251918854
840,840,-0.5147713426960896,-0.5,1,385.0,721.0,0.0,704.0,0,227.21570140441344
841,841,-0.29454601784170875,-0.3,1,306.0,764.0,1.0,110.0,1,194.1819026762563
842,842,0.11306535586219058,0.1,0,413.0,985.0,1.0,1052.0,0,133.04019662067142
843,843,-0.9921366010204244,-1.0,1,364.0,749.0,1.0,467.0,1,298.82049015306364
844,844,-0.26925409799169486,-0.3,1,358.0,547.0,1.0,585.0,1,190.38811469875424
845,845,-0.5147771355035959,-0.5,1,347.0,706.0,1.0,427.0,1,227.21657032553938
846,846,0.19923675043552036,0.2,0,396.0,742.0,1.0,182.0,0,120.11448743467194
847,847,0.8368180220065835,0.8,0,346.0,757.0,1.0,257.0,0,24.477296699012474
848,848,0.7181269528858809,0.7,0,329.0,511.0,0.0,630.0,1,42.28095706711786
849,849,0.23815526730641157,0.2,0,412.0,941.0,0.0,2647.0,1,114.27670990403827
850,850,0.1022597190642498,0.1,0,273.0,639.0,0.0,1388.0,1,134.66104214036253
851,851,-0.6773577304422747,-0.7,1,331.0,957.0,1.0,92.0,1,251.6036595663412
852,852,0.7432414141411192,0.7,0,335.0,576.0,0.0,139.0,1,38.51378787883212
853,853,-0.2709771737748816,-0.3,1,423.0,970.0,1.0,657.0,1,190.64657606623226
854,854,0.6463073499173284,0.6,0,330.0,734.0,0.0,886.0,1,53.05389751240074
855,855,-0.5991218761834507,-0.6,1,411.0,695.0,1.0,224.0,1,239.86828142751762
856,856,0.7685375175395259,0.8,0,398.0,740.0,0.0,472.0,1,34.71937236907111
857,857,0.0884230076734629,0.1,0,290.0,829.0,1.0,161.0,0,136.73654884898056
858,858,0.7391340589109687,0.7,0,377.0,965.0,0.0,228.0,1,39.12989116335469
859,859,-0.6035779412709326,-0.6,1,413.0,771.0,1.0,336.0,1,240.53669119063989
860,860,0.980004951739395,1.0,0,390.0,692.0,0.0,778.0,1,2.999257239090758
861,861,0.2866821240894879,0.3,0,369.0,740.0,1.0,121.0,0,106.99768138657682
862,862,-0.665949837052205,-0.7,1,356.0,887.0,1.0,827.0,1,249.89247555783075
863,863,-0.6398386691300875,-0.6,1,252.0,942.0,1.0,246.0,1,245.9758003695131
864,864,0.3035337552020476,0.3,0,488.0,685.0,0.0,687.0,1,104.46993671969285
865,865,-0.029959577718160046,-0.0,1,274.0,671.0,1.0,695.0,1,154.49393665772402
866,866,-0.8481321489527698,-0.8,1,452.0,786.0,1.0,362.0,1,277.21982234291545
867,867,0.3622805478538942,0.4,0,390.0,953.0,0.0,167.0,1,95.65791782191587
868,868,0.724879682456506,0.7,0,441.0,839.0,0.0,290.0,1,41.2680476315241
869,869,-0.01508690668971413,-0.0,1,445.0,917.0,1.0,648.0,1,152.26303600345713
870,870,-0.234440854089899,-0.2,1,295.0,598.0,1.0,637.0,1,185.16612811348486
871,871,-0.17597579771040506,-0.2,1,464.0,812.0,1.0,634.0,1,176.39636965656075
872,872,0.698157717705981,0.7,0,379.0,819.0,0.0,632.0,1,45.27634234410285
873,873,0.8129356860247816,0.8,0,286.0,917.0,0.0,1047.0,1,28.05964709628276
874,874,-0.7817323888547325,-0.8,1,345.0,733.0,1.0,332.0,1,267.2598583282099
875,875,-0.5582788675944799,-0.6,1,385.0,983.0,1.0,212.0,1,233.74183013917198
876,876,0.8856639759436102,0.9,0,284.0,671.0,0.0,375.0,1,17.150403608458465
877,877,-0.8471691052607486,-0.8,1,331.0,564.0,1.0,415.0,1,277.0753657891123
878,878,-0.21695877886021853,-0.2,1,377.0,930.0,1.0,2873.0,1,182.54381682903278
879,879,-0.21581418407364095,-0.2,1,316.0,515.0,1.0,489.0,1,182.37212761104615
880,880,0.011567210610280654,0.0,0,375.0,777.0,1.0,908.0,0,148.2649184084579
881,881,0.08172064516627398,0.1,0,319.0,898.0,0.0,523.0,1,137.7419032250589
882,882,-0.22273936956551021,-0.2,1,393.0,778.0,1.0,209.0,1,183.41090543482653
883,883,-0.1490499864798429,-0.1,1,273.0,730.0,0.0,1997.0,0,172.35749797197644
884,884,0.7597282583247846,0.8,0,458.0,579.0,0.0,223.0,1,36.040761251282305
885,885,0.18543428503259807,0.2,0,280.0,538.0,1.0,132.0,0,122.1848572451103
886,886,-0.3844109729004106,-0.4,1,325.0,766.0,1.0,539.0,1,207.66164593506159
887,887,-0.35090345640467446,-0.4,1,260.0,961.0,1.0,849.0,1,202.63551846070118
888,888,0.4472649184941968,0.4,0,344.0,795.0,0.0,1321.0,1,82.91026222587048
889,889,-0.841564438272558,-0.8,1,385.0,532.0,1.0,473.0,1,276.2346657408837
890,890,-0.5146284616245789,-0.5,1,485.0,625.0,1.0,440.0,1,227.19426924368682
891,891,-0.13396415473238465,-0.1,1,292.0,818.0,1.0,150.0,1,170.0946232098577
892,892,-0.821646720838676,-0.8,1,255.0,653.0,1.0,202.0,1,273.2470081258014
893,893,0.046644753497764535,0.0,0,435.0,662.0,1.0,723.0,0,143.00328697533533
894,894,-0.8768987204394714,-0.9,1,298.0,636.0,1.0,486.0,1,281.5348080659207
895,895,-0.5416128405868967,-0.5,1,450.0,590.0,1.0,210.0,1,231.24192608803452
896,896,0.47940895050661014,0.5,0,397.0,933.0,0.0,720.0,1,78.08865742400847
897,897,0.2004635022751049,0.2,0,344.0,990.0,0.0,756.0,1,119.93047465873427
898,898,0.5522509463061638,0.6,0,348.0,647.0,0.0,155.0,1,67.16235805407543
899,899,-0.3452332629268329,-0.3,1,274.0,561.0,1.0,285.0,1,201.78498943902494
900,900,0.25868547785650686,0.3,0,306.0,753.0,0.0,581.0,1,111.19717832152396
901,901,0.7764480298681775,0.8,0,365.0,785.0,0.0,1500.0,1,33.53279551977337
902,902,-0.9984389063668373,-1.0,1,312.0,880.0,1.0,178.0,1,299.7658359550256
903,903,0.6179677201298335,0.6,0,372.0,815.0,0.0,693.0,1,57.30484198052498
904,904,-0.4756156652557957,-0.5,1,276.0,796.0,1.0,408.0,1,221.34234978836935
905,905,-0.6437071996774373,-0.6,1,384.0,859.0,1.0,747.0,1,246.5560799516156
906,906,-0.13788307761191287,-0.1,1,333.0,596.0,1.0,331.0,1,170.68246164178694
907,907,-0.32001972527472144,-0.3,1,460.0,823.0,1.0,167.0,1,198.00295879120821
908,908,-0.3481743182031465,-0.3,1,486.0,678.0,1.0,366.0,1,202.22614773047198
909,909,0.6660650992102151,0.7,0,404.0,813.0,0.0,203.0,1,50.09023511846774
910,910,-0.2408743340986168,-0.2,1,470.0,891.0,0.0,139.0,0,186.13115011479252
911,911,-0.9525923990268899,-1.0,1,334.0,795.0,1.0,231.0,1,292.88885985403346
912,912,0.4958385726382504,0.5,0,471.0,525.0,0.0,484.0,1,75.62421410426245
913,913,-0.7967998362473128,-0.8,1,259.0,581.0,1.0,390.0,1,269.5199754370969
914,914,0.8391235448427488,0.8,0,402.0,804.0,0.0,384.0,1,24.131468273587686
915,915,0.10019326844817389,0.1,0,316.0,666.0,1.0,348.0,0,134.97100973277392
916,916,0.8127393594029664,0.8,0,344.0,586.0,0.0,750.0,1,28.089096089555042
917,917,-0.9804703292084347,-1.0,1,313.0,896.0,1.0,191.0,1,297.0705493812652
918,918,-0.39616068470391363,-0.4,1,428.0,608.0,1.0,334.0,1,209.42410270558705
919,919,0.4203926250360346,0.4,0,267.0,534.0,0.0,769.0,1,86.9411062445948
920,920,0.08744883463383868,0.1,0,391.0,701.0,0.0,178.0,1,136.8826748049242
921,921,-0.21070963168986867,-0.2,1,385.0,807.0,1.0,1338.0,1,181.6064447534803
922,922,0.019226850527147343,0.0,0,270.0,936.0,1.0,404.0,0,147.1159724209279
923,923,0.667347728985139,0.7,0,380.0,852.0,0.0,3238.0,1,49.89784065222914
924,924,0.3358864170196123,0.3,0,277.0,644.0,0.0,699.0,1,99.61703744705815
925,925,0.3619872773591255,0.4,0,285.0,825.0,0.0,250.0,1,95.70190839613117
926,926,-0.43388034358761907,-0.4,1,450.0,878.0,1.0,1072.0,1,215.08205153814285
927,927,0.8991524068340382,0.9,0,464.0,728.0,0.0,218.0,1,15.127138974894272
928,928,-0.0005542645488882947,-0.0,1,303.0,633.0,1.0,594.0,1,150.08313968233324
929,929,-0.7030769715030569,-0.7,1,385.0,792.0,1.0,693.0,1,255.46154572545854
930,930,-0.13259740003907927,-0.1,1,402.0,689.0,1.0,1049.0,1,169.8896100058619
931,931,-0.024143733108238807,-0.0,1,415.0,907.0,1.0,468.0,1,153.62155996623582
932,932,-0.30797847632228703,-0.3,1,386.0,655.0,0.0,159.0,0,196.19677144834304
933,933,-0.6853941314762111,-0.7,1,492.0,740.0,1.0,188.0,1,252.80911972143167
934,934,0.07666449588535929,0.1,0,435.0,974.0,0.0,951.0,1,138.5003256171961
935,935,0.9174812666103396,0.9,0,490.0,743.0,0.0,167.0,1,12.377810008449064
936,936,0.3802537159146131,0.4,0,380.0,979.0,0.0,1311.0,1,92.96194261280803
937,937,0.9861547976272638,1.0,0,259.0,923.0,0.0,578.0,1,2.0767803559104347
938,938,0.6370662876059499,0.6,0,462.0,662.0,0.0,356.0,1,54.44005685910752
939,939,0.5416758982301593,0.5,0,480.0,686.0,0.0,1274.0,1,68.7486152654761
940,940,0.891880308522021,0.9,0,455.0,847.0,0.0,1298.0,1,16.217953721696844
941,941,-0.7472509745030227,-0.7,1,394.0,688.0,1.0,238.0,1,262.0876461754534
942,942,0.3516485230524684,0.4,0,304.0,553.0,0.0,213.0,1,97.25272154212973
943,943,0.9404632316135153,0.9,0,376.0,628.0,0.0,276.0,1,8.930515257972704
944,944,0.11027167496388834,0.1,0,420.0,973.0,1.0,87.0,0,133.45924875541675
945,945,-0.14538214694758667,-0.1,1,324.0,711.0,1.0,2145.0,1,171.807322042138
946,946,-0.8750751549834825,-0.9,1,400.0,629.0,1.0,241.0,1,281.26127324752235
947,947,-0.7732605845079834,-0.8,1,354.0,688.0,1.0,238.0,1,265.9890876761975
948,948,0.09586439474721509,0.1,0,496.0,872.0,0.0,1652.0,1,135.62034078791774
949,949,0.5684986014064797,0.6,0,290.0,638.0,0.0,702.0,1,64.72520978902804
950,950,-0.4696810622457397,-0.5,1,351.0,607.0,1.0,462.0,1,220.45215933686094
951,951,-0.7547427224189946,-0.8,1,435.0,686.0,1.0,169.0,1,263.21140836284917
952,952,-0.9423087587122052,-0.9,1,348.0,762.0,1.0,280.0,1,291.3463138068308
953,953,0.8079252070779801,0.8,0,254.0,993.0,0.0,743.0,1,28.811218938302986
954,954,-0.8175841722784716,-0.8,1,405.0,732.0,1.0,223.0,1,272.6376258417707
955,955,0.23585051217410213,0.2,0,430.0,641.0,0.0,1439.0,1,114.62242317388468
956,956,0.6737797057141977,0.7,0,442.0,965.0,0.0,233.0,1,48.93304414287035
957,957,0.2782004383948866,0.3,0,349.0,809.0,0.0,2082.0,1,108.26993424076701
958,958,-0.09215159909380821,-0.1,1,310.0,651.0,1.0,529.0,1,163.82273986407122
959,959,-0.9202793858300393,-0.9,1,495.0,646.0,1.0,119.0,1,288.0419078745059
960,960,0.4597464317345541,0.5,0,397.0,813.0,0.0,240.0,1,81.03803523981689
961,961,0.15296767259563215,0.2,0,365.0,699.0,1.0,216.0,0,127.05484911065518
962,962,0.0272429489641397,0.0,0,415.0,741.0,1.0,334.0,0,145.91355765537904
963,963,0.6613247062224366,0.7,0,296.0,803.0,0.0,211.0,1,50.80129406663452
964,964,0.4187251838188535,0.4,0,443.0,889.0,0.0,1238.0,1,87.19122242717198
965,965,0.4420656675417536,0.4,0,444.0,524.0,0.0,962.0,1,83.69014986873697
966,966,0.9099648477548854,0.9,0,407.0,524.0,0.0,249.0,1,13.50527283676719
967,967,0.5025734806524162,0.5,0,422.0,675.0,0.0,723.0,1,74.61397790213756
968,968,0.2804916735923306,0.3,0,346.0,596.0,0.0,548.0,1,107.9262489611504
969,969,-0.8507811994424923,-0.9,1,435.0,888.0,1.0,377.0,1,277.61717991637386
970,970,0.2319881505752459,0.2,0,255.0,874.0,0.0,861.0,1,115.20177741371312
971,971,-0.4358245579438089,-0.4,1,329.0,690.0,1.0,231.0,1,215.37368369157133
972,972,0.8149189433725232,0.8,0,368.0,584.0,0.0,258.0,1,27.762158494121515
973,973,0.9270997838868911,0.9,0,291.0,823.0,0.0,156.0,1,10.93503241696634
974,974,-0.5987616417657244,-0.6,1,344.0,724.0,1.0,222.0,1,239.81424626485867
975,975,-0.0558970760990567,-0.1,1,351.0,631.0,1.0,608.0,1,158.3845614148585
976,976,-0.8935234896372743,-0.9,1,274.0,605.0,1.0,191.0,1,284.02852344559113
977,977,-0.6998463735746869,-0.7,1,257.0,742.0,1.0,721.0,1,254.97695603620303
978,978,-0.3607476929238782,-0.4,1,256.0,887.0,1.0,1097.0,1,204.11215393858174
979,979,-0.9167881559280979,-0.9,1,380.0,531.0,1.0,159.0,1,287.5182233892147
980,980,0.5338663517114461,0.5,0,407.0,797.0,1.0,246.0,0,69.92004724328308
981,981,0.7810158061080772,0.8,0,433.0,577.0,0.0,1700.0,1,32.84762908378842
982,982,-0.22134361283557302,-0.2,1,340.0,784.0,1.0,416.0,1,183.20154192533596
983,983,-0.5545949615451624,-0.6,1,473.0,769.0,1.0,198.0,1,233.18924423177435
984,984,-0.2200366103620206,-0.2,1,378.0,874.0,1.0,838.0,1,183.0054915543031
985,985,0.1527119142385538,0.2,0,313.0,802.0,0.0,525.0,1,127.09321286421694
986,986,-0.4646729958532545,-0.5,1,264.0,719.0,1.0,487.0,1,219.70094937798817
987,987,0.22882096903879412,0.2,0,266.0,988.0,1.0,1116.0,0,115.67685464418088
988,988,-0.21270787363267796,-0.2,1,373.0,637.0,1.0,460.0,1,181.9061810449017
989,989,-0.3853317719084923,-0.4,1,265.0,974.0,1.0,251.0,1,207.79976578627384
990,990,0.7790500119623889,0.8,0,308.0,727.0,0.0,685.0,1,33.142498205641665
991,991,-0.5423684748385327,-0.5,1,254.0,858.0,1.0,218.0,1,231.35527122577992
992,992,-0.33645219461324527,-0.3,1,469.0,683.0,1.0,778.0,1,200.4678291919868
993,993,-0.6807641125526451,-0.7,1,485.0,783.0,1.0,462.0,1,252.11461688289677
994,994,-0.9544473116791978,-1.0,1,400.0,679.0,1.0,211.0,1,293.1670967518797
995,995,-0.3253664094883386,-0.3,1,302.0,879.0,0.0,489.0,0,198.8049614232508
996,996,-0.46584703263006366,-0.5,1,259.0,588.0,1.0,213.0,1,219.87705489450954
997,997,0.5116955784443167,0.5,0,280.0,843.0,0.0,517.0,1,73.2456632333525
998,998,0.5013903886203619,0.5,0,328.0,502.0,0.0,150.0,1,74.79144170694572
999,999,-0.2314043761589375,-0.2,1,277.0,850.0,0.0,963.0,0,184.71065642384062
1000,1000,-0.4006523544115972,-0.4,1,360.0,894.0,1.0,726.0,1,210.09785316173958
1001,1001,0.7746309924519508,0.8,0,403.0,533.0,0.0,1374.0,1,33.805351132207385
1002,1002,-0.10175894749396841,-0.1,1,380.0,882.0,0.0,288.0,0,165.26384212409525
1003,1003,0.56977014881858,0.6,0,448.0,628.0,0.0,364.0,1,64.534477677213
1004,1004,0.0005779790067035329,0.0,0,255.0,587.0,1.0,1208.0,0,149.91330314899446
1005,1005,-0.7244884735161432,-0.7,1,354.0,724.0,1.0,192.0,1,258.6732710274215
1006,1006,-0.9191523262602614,-0.9,1,357.0,717.0,1.0,146.0,1,287.8728489390392
1007,1007,-0.9265554388032904,-0.9,1,355.0,967.0,1.0,528.0,1,288.98331582049354
1008,1008,0.5200466903773349,0.5,0,372.0,990.0,0.0,148.0,1,71.99299644339978
1009,1009,-0.8552787377685309,-0.9,1,493.0,948.0,1.0,309.0,1,278.2918106652796
1010,1010,0.04685735831158189,0.0,0,449.0,919.0,1.0,942.0,0,142.97139625326272
1011,1011,0.834966815888661,0.8,0,363.0,904.0,0.0,253.0,1,24.754977616700856
1012,1012,0.9803630920576192,1.0,0,358.0,864.0,0.0,268.0,1,2.945536191357123
1013,1013,0.021089345010429472,0.0,0,266.0,928.0,0.0,376.0,1,146.8365982484356
1014,1014,-0.1881439585092477,-0.2,1,273.0,965.0,1.0,222.0,1,178.22159377638715
1015,1015,0.6627391259148989,0.7,0,303.0,837.0,0.0,410.0,1,50.58913111276516
1016,1016,0.7219604713158558,0.7,0,321.0,694.0,0.0,315.0,1,41.70592930262163
1017,1017,0.6391171428856655,0.6,0,358.0,834.0,0.0,698.0,1,54.13242856715018
1018,1018,0.12697188027585748,0.1,0,347.0,508.0,1.0,605.0,0,130.95421795862137
1019,1019,-0.6745897097391012,-0.7,1,274.0,657.0,1.0,409.0,1,251.18845646086518
1020,1020,0.5502423935189975,0.6,0,488.0,532.0,1.0,320.0,0,67.46364097215037
1021,1021,0.7767275936493885,0.8,0,334.0,698.0,0.0,228.0,1,33.49086095259173
1022,1022,0.298577800054566,0.3,0,492.0,572.0,1.0,286.0,0,105.2133299918151
1023,1023,-0.57062798613513,-0.6,1,321.0,704.0,1.0,245.0,1,235.5941979202695
1024,1024,-0.7757487499271274,-0.8,1,389.0,842.0,1.0,179.0,1,266.3623124890691
1025,1025,0.42885522431204515,0.4,0,370.0,522.0,1.0,978.0,0,85.67171635319323
1026,1026,-0.6603965061828208,-0.7,1,363.0,832.0,1.0,125.0,1,249.0594759274231
1027,1027,-0.259380807835617,-0.3,1,482.0,853.0,1.0,145.0,1,188.90712117534255
1028,1028,-0.13686343127364453,-0.1,1,343.0,659.0,1.0,698.0,1,170.52951469104667
1029,1029,-0.623842410800818,-0.6,1,299.0,768.0,1.0,243.0,1,243.5763616201227
1030,1030,0.05321909031697181,0.1,0,385.0,524.0,0.0,841.0,1,142.01713645245422
1031,1031,-0.2560178572620886,-0.3,1,351.0,676.0,1.0,233.0,1,188.4026785893133
1032,1032,0.5216837917210762,0.5,0,394.0,601.0,0.0,185.0,1,71.74743124183858
1033,1033,0.7313860473807872,0.7,0,290.0,758.0,0.0,1382.0,1,40.292092892881925
1034,1034,-0.6076451465083645,-0.6,1,434.0,969.0,1.0,107.0,1,241.14677197625468
1035,1035,-0.3871476377408387,-0.4,1,336.0,876.0,1.0,1148.0,1,208.0721456611258
1036,1036,-0.1129735947866517,-0.1,1,282.0,510.0,0.0,288.0,0,166.94603921799776
1037,1037,-0.6690207196655824,-0.7,1,379.0,526.0,1.0,185.0,1,250.35310794983735
1038,1038,-0.6163944345571597,-0.6,1,387.0,989.0,1.0,284.0,1,242.45916518357396
1039,1039,0.486786391432549,0.5,0,371.0,872.0,0.0,977.0,1,76.98204128511765
1040,1040,-0.6379045995138546,-0.6,1,288.0,590.0,1.0,222.0,1,245.6856899270782
1041,1041,-0.01911904575553347,-0.0,1,428.0,827.0,1.0,275.0,1,152.86785686333002
1042,1042,0.743803733716071,0.7,0,301.0,879.0,0.0,880.0,1,38.42943994258935
1043,1043,-0.8772583144599666,-0.9,1,489.0,630.0,1.0,461.0,1,281.588747168995
1044,1044,0.1220360262196285,0.1,0,283.0,825.0,0.0,352.0,1,131.69459606705573
1045,1045,-0.540781577038151,-0.5,1,397.0,697.0,1.0,146.0,1,231.11723655572266
1046,1046,-0.20713186110097226,-0.2,1,492.0,868.0,0.0,460.0,0,181.06977916514583
1047,1047,-0.08617782112121453,-0.1,1,281.0,588.0,0.0,1341.0,0,162.9266731681822
1048,1048,0.5405645273915991,0.5,0,371.0,721.0,0.0,1368.0,1,68.91532089126014
1049,1049,-0.8957700872943939,-0.9,1,349.0,759.0,1.0,122.0,1,284.3655130941591
1050,1050,0.041930559616046637,0.0,0,442.0,552.0,1.0,626.0,0,143.710416057593
1051,1051,-0.9912604512076089,-1.0,1,273.0,691.0,1.0,226.0,1,298.68906768114135
1052,1052,-0.5454461638920749,-0.5,1,406.0,563.0,1.0,351.0,1,231.81692458381124
1053,1053,0.06732803638554041,0.1,0,290.0,653.0,0.0,707.0,1,139.90079454216894
1054,1054,-0.5743204564906654,-0.6,1,410.0,608.0,1.0,962.0,1,236.1480684735998
1055,1055,0.16614741935846444,0.2,0,462.0,666.0,0.0,1872.0,1,125.07788709623033
1056,1056,-0.16948306449847972,-0.2,1,476.0,863.0,1.0,471.0,1,175.42245967477197
1057,1057,0.7286735816205339,0.7,0,369.0,970.0,0.0,271.0,1,40.69896275691992
1058,1058,-0.261964478382559,-0.3,1,371.0,608.0,0.0,281.0,0,189.29467175738384
1059,1059,-0.41998605369766895,-0.4,1,473.0,523.0,1.0,244.0,1,212.99790805465034
1060,1060,-0.45060588347780994,-0.5,1,486.0,788.0,1.0,186.0,1,217.5908825216715
1061,1061,-0.0400842970971913,-0.0,1,318.0,962.0,1.0,340.0,1,156.0126445645787
1062,1062,0.6751409719764889,0.7,0,355.0,641.0,0.0,1024.0,1,48.72885420352666
1063,1063,0.3869740607663612,0.4,0,435.0,797.0,0.0,1058.0,1,91.95389088504582
1064,1064,-0.11434921512250562,-0.1,1,366.0,673.0,0.0,301.0,0,167.15238226837585
1065,1065,0.8482709335256637,0.8,0,430.0,832.0,0.0,238.0,1,22.759359971150438
1066,1066,0.8800651836943951,0.9,0,327.0,940.0,0.0,383.0,1,17.990222445840732
1067,1067,-0.5868008432059584,-0.6,1,335.0,911.0,1.0,974.0,1,238.02012648089377
1068,1068,-0.5149062728591935,-0.5,1,329.0,721.0,1.0,230.0,1,227.23594092887905
1069,1069,0.6307590681064335,0.6,0,257.0,809.0,0.0,664.0,1,55.38613978403498
1070,1070,-0.6112926007869488,-0.6,1,428.0,702.0,1.0,540.0,1,241.69389011804233
1071,1071,0.6917426468810548,0.7,0,289.0,583.0,0.0,298.0,1,46.23860296784178
1072,1072,0.394371800365229,0.4,0,438.0,861.0,0.0,1631.0,1,90.84422994521564
1073,1073,0.003094951462511153,0.0,0,368.0,974.0,0.0,1458.0,1,149.53575728062333
1074,1074,0.5456434940274832,0.5,0,453.0,681.0,0.0,336.0,1,68.15347589587752
1075,1075,0.8165103907096178,0.8,0,383.0,925.0,0.0,782.0,1,27.523441393557324
1076,1076,0.8741542241312499,0.9,0,473.0,869.0,0.0,1658.0,1,18.876866380312517
1077,1077,-0.2678040309503682,-0.3,1,327.0,792.0,1.0,301.0,1,190.17060464255522
1078,1078,-0.4287538219425011,-0.4,1,393.0,799.0,1.0,238.0,1,214.31307329137516
1079,1079,0.4504985873089853,0.5,0,454.0,921.0,0.0,675.0,1,82.42521190365221
1080,1080,0.09260566810866,0.1,0,303.0,625.0,0.0,862.0,1,136.109149783701
1081,1081,0.3596530710060526,0.4,0,410.0,853.0,0.0,1667.0,1,96.05203934909211
1082,1082,0.9981313425295855,1.0,0,393.0,692.0,0.0,985.0,1,0.28029862056218047
1083,1083,-0.9631610902795085,-1.0,1,325.0,593.0,1.0,232.0,1,294.47416354192626
1084,1084,0.6546687548647059,0.7,0,308.0,591.0,0.0,631.0,1,51.799686770294116
1085,1085,0.06256777857623841,0.1,0,476.0,694.0,1.0,250.0,0,140.61483321356422
1086,1086,0.7331774167063527,0.7,0,301.0,634.0,0.0,1095.0,1,40.02338749404709
1087,1087,0.6232472173349584,0.6,0,448.0,508.0,0.0,364.0,1,56.51291739975625
1088,1088,-0.5305322601112845,-0.5,1,275.0,725.0,1.0,190.0,1,229.5798390166927
1089,1089,0.6558228574431904,0.7,0,307.0,669.0,0.0,1384.0,1,51.626571383521444
1090,1090,0.13664203474523684,0.1,0,368.0,859.0,0.0,593.0,1,129.50369478821446
1091,1091,-0.48571709844052857,-0.5,1,259.0,738.0,1.0,243.0,1,222.8575647660793
1092,1092,-0.7525342382610922,-0.8,1,479.0,572.0,1.0,189.0,1,262.88013573916385
1093,1093,-0.8172763426207492,-0.8,1,391.0,724.0,1.0,355.0,1,272.5914513931124
1094,1094,-0.6865000180524758,-0.7,1,277.0,631.0,1.0,132.0,1,252.97500270787137
1095,1095,0.7879970576809399,0.8,0,307.0,840.0,0.0,773.0,1,31.80044134785902
1096,1096,0.8037104711819707,0.8,0,438.0,597.0,0.0,1015.0,1,29.443429322704397
1097,1097,-0.2658353115174914,-0.3,1,301.0,732.0,1.0,587.0,1,189.87529672762372
1098,1098,0.3964546287635595,0.4,0,338.0,691.0,0.0,161.0,1,90.53180568546607
1099,1099,-0.00872106491642377,-0.0,1,269.0,969.0,1.0,252.0,1,151.30815973746357
1100,1100,0.8648873803382342,0.9,0,260.0,621.0,0.0,459.0,1,20.26689294926487
1101,1101,0.5212450223560725,0.5,0,276.0,569.0,0.0,1295.0,1,71.81324664658912
1102,1102,0.05613314466146346,0.1,0,456.0,766.0,1.0,1178.0,0,141.58002830078047
1103,1103,0.44878028382901003,0.4,0,447.0,778.0,0.0,375.0,1,82.6829574256485
1104,1104,-0.21007543530022477,-0.2,1,402.0,686.0,0.0,922.0,0,181.5113152950337
1105,1105,-0.39223164775161723,-0.4,1,403.0,525.0,1.0,562.0,1,208.8347471627426
1106,1106,-0.7259445445254533,-0.7,1,371.0,524.0,1.0,215.0,1,258.891681678818
1107,1107,0.18546173395518672,0.2,0,277.0,999.0,0.0,1004.0,1,122.180739906722
1108,1108,-0.5256963176740104,-0.5,1,439.0,894.0,1.0,337.0,1,228.85444765110157
1109,1109,0.5919784703576505,0.6,0,336.0,614.0,0.0,450.0,1,61.203229446352424
1110,1110,-0.6144955650393928,-0.6,1,324.0,914.0,1.0,182.0,1,242.17433475590892
1111,1111,0.5394857222328351,0.5,0,499.0,802.0,0.0,379.0,1,69.07714166507473
1112,1112,0.42046278294744743,0.4,0,286.0,650.0,0.0,344.0,1,86.93058255788289
1113,1113,-0.4593876678727107,-0.5,1,344.0,921.0,1.0,725.0,1,218.9081501809066
1114,1114,-0.6904842418295583,-0.7,1,406.0,567.0,1.0,107.0,1,253.57263627443373
1115,1115,-0.9226118881692529,-0.9,1,438.0,941.0,1.0,601.0,1,288.39178322538794
