,trial,coherence,coherence_bin,green_side,correct_side,target_onset,checker_onset,decision,green_decision,decision_time,correct_decision
0,0,0.6455138235488808,0.6,1.0,1.0,484.0,995.0,1.0,1,1081.0,1
1,1,0.8070068723349343,0.8,1.0,1.0,499.0,731.0,1.0,1,890.0,1
2,2,0.5349609550143936,0.5,0.0,0.0,331.0,659.0,0.0,1,540.0,1
3,3,0.2902771507603116,0.3,0.0,0.0,370.0,720.0,0.0,1,1910.0,1
4,4,0.45908825998706526,0.5,1.0,1.0,285.0,945.0,1.0,1,990.0,1
5,5,0.7481786944624244,0.7,0.0,0.0,322.0,720.0,0.0,1,-202.0,1
6,6,0.22139886262728037,0.2,0.0,0.0,429.0,733.0,0.0,1,1838.0,1
7,7,-0.12643514180051885,-0.1,0.0,1.0,279.0,665.0,1.0,0,2056.0,1
8,8,0.05711143141814845,0.1,0.0,0.0,488.0,776.0,1.0,0,996.0,0
9,9,0.35214088072113603,0.4,0.0,0.0,271.0,666.0,1.0,0,-37.0,0
10,10,-0.3561952615737576,-0.4,1.0,0.0,369.0,966.0,0.0,0,1665.0,1
11,11,-0.853915220192332,-0.9,1.0,0.0,411.0,877.0,0.0,0,1522.0,1
12,12,-0.085819434971109,-0.1,0.0,1.0,391.0,797.0,0.0,1,562.0,0
13,13,-0.02250816123661925,-0.0,0.0,1.0,259.0,645.0,1.0,0,2096.0,1
14,14,0.13195130656951115,0.1,1.0,1.0,353.0,504.0,0.0,0,2143.0,0
15,15,-0.20188561130170335,-0.2,0.0,1.0,318.0,879.0,1.0,0,1713.0,1
16,16,-0.5612320450986714,-0.6,0.0,1.0,391.0,970.0,0.0,1,1639.0,0
17,17,-0.2856160209669101,-0.3,0.0,1.0,370.0,817.0,1.0,0,1813.0,1
18,18,0.6080435797885905,0.6,1.0,1.0,486.0,668.0,1.0,1,1416.0,1
19,19,-0.55565218277279,-0.6,0.0,1.0,442.0,640.0,1.0,0,1428.0,1
20,20,-0.4936273357616809,-0.5,0.0,1.0,409.0,511.0,1.0,0,260.0,1
21,21,0.41766227501527686,0.4,0.0,0.0,381.0,579.0,0.0,1,2040.0,1
22,22,0.6538800520941342,0.7,0.0,0.0,402.0,635.0,1.0,0,1963.0,0
23,23,0.16643604219800123,0.2,1.0,1.0,450.0,916.0,0.0,0,1634.0,0
24,24,-0.8431074213191656,-0.8,1.0,0.0,290.0,840.0,0.0,0,940.0,1
25,25,0.28776103562011424,0.3,1.0,1.0,395.0,721.0,1.0,1,1884.0,1
26,26,0.3010266013893089,0.3,0.0,0.0,432.0,731.0,0.0,1,1837.0,1
27,27,0.39701076793633827,0.4,0.0,0.0,363.0,551.0,0.0,1,2086.0,1
28,28,0.6820640960801035,0.7,0.0,0.0,275.0,528.0,0.0,1,2047.0,1
29,29,0.7212642364754228,0.7,1.0,1.0,418.0,624.0,1.0,1,828.0,1
30,30,0.06660029333932105,0.1,0.0,0.0,319.0,729.0,1.0,0,1952.0,0
31,31,-0.000774974006006901,-0.0,1.0,0.0,481.0,957.0,0.0,0,1562.0,1
32,32,0.5717488408314199,0.6,0.0,0.0,268.0,765.0,0.0,1,1967.0,1
33,33,-0.32454542153197474,-0.3,0.0,1.0,467.0,895.0,1.0,0,1638.0,1
34,34,-0.7021116072241895,-0.7,1.0,0.0,250.0,666.0,0.0,0,-426.0,1
35,35,0.1027890623486497,0.1,1.0,1.0,316.0,543.0,0.0,0,2141.0,0
36,36,-0.428324556501933,-0.4,1.0,0.0,288.0,708.0,0.0,0,1624.0,1
37,37,0.25356947093124227,0.3,1.0,1.0,260.0,987.0,1.0,1,1463.0,1
38,38,-0.8478528347670612,-0.8,1.0,0.0,314.0,617.0,0.0,0,2069.0,1
39,39,-0.48552094243771754,-0.5,1.0,0.0,451.0,821.0,0.0,0,1728.0,1
40,40,-0.4731777961802725,-0.5,0.0,1.0,436.0,928.0,1.0,0,666.0,1
41,41,-0.03132127936938722,-0.0,0.0,1.0,362.0,526.0,0.0,1,2112.0,0
42,42,0.8465502185552004,0.8,0.0,0.0,412.0,987.0,0.0,1,1601.0,1
43,43,0.09445368390672937,0.1,1.0,1.0,494.0,693.0,0.0,0,1813.0,0
44,44,-0.8089923239085823,-0.8,1.0,0.0,372.0,825.0,0.0,0,1803.0,1
45,45,0.2572353746995476,0.3,1.0,1.0,454.0,651.0,1.0,1,-25.0,1
46,46,0.8660006529609255,0.9,0.0,0.0,451.0,855.0,0.0,1,584.0,1
47,47,-0.10212015462773738,-0.1,0.0,1.0,259.0,656.0,0.0,1,685.0,0
48,48,-0.2589208011505467,-0.3,1.0,0.0,365.0,580.0,0.0,0,2055.0,1
49,49,0.5808024069664949,0.6,0.0,0.0,425.0,649.0,0.0,1,1926.0,1
50,50,0.6348322386377655,0.6,1.0,1.0,396.0,716.0,1.0,1,208.0,1
51,51,0.0931820087840538,0.1,0.0,0.0,329.0,903.0,0.0,1,1768.0,1
52,52,-0.6174638385595932,-0.6,1.0,0.0,405.0,969.0,0.0,0,1626.0,1
